             0	   2.453501e-01  -2.507112e-01
0	   2.453501e-01  -2.507112e-01
0.005	   2.453533e-01  -2.507080e-01
0.005	   2.453533e-01  -2.507080e-01
0.01	   2.453596e-01  -2.507016e-01
0.01	   2.453596e-01  -2.507016e-01
0.015	   2.453693e-01  -2.506920e-01
0.015	   2.453693e-01  -2.506920e-01
0.02	   2.453819e-01  -2.506794e-01
0.02	   2.453819e-01  -2.506794e-01
0.025	   2.453977e-01  -2.506635e-01
0.025	   2.453977e-01  -2.506635e-01
0.03	   2.454165e-01  -2.506447e-01
0.03	   2.454165e-01  -2.506447e-01
0.035	   2.454382e-01  -2.506231e-01
0.035	   2.454382e-01  -2.506231e-01
0.04	   2.454627e-01  -2.505986e-01
0.04	   2.454627e-01  -2.505986e-01
0.045	   2.454899e-01  -2.505714e-01
0.045	   2.454899e-01  -2.505714e-01
0.05	   2.455197e-01  -2.505416e-01
0.05	   2.455197e-01  -2.505416e-01
0.055	   2.455521e-01  -2.505092e-01
0.055	   2.455521e-01  -2.505092e-01
0.06	   2.455868e-01  -2.504744e-01
0.06	   2.455868e-01  -2.504744e-01
0.065	   2.456240e-01  -2.504373e-01
0.065	   2.456240e-01  -2.504373e-01
0.07	   2.456633e-01  -2.503980e-01
0.07	   2.456633e-01  -2.503980e-01
0.075	   2.457047e-01  -2.503566e-01
0.075	   2.457047e-01  -2.503566e-01
0.08	   2.457482e-01  -2.503131e-01
0.08	   2.457482e-01  -2.503131e-01
0.085	   2.457936e-01  -2.502677e-01
0.085	   2.457936e-01  -2.502677e-01
0.09	   2.458408e-01  -2.502205e-01
0.09	   2.458408e-01  -2.502205e-01
0.09	   2.458408e-01  -2.502205e-01
0.095	   2.458898e-01  -2.501714e-01
0.095	   2.458898e-01  -2.501714e-01
0.095	   2.458898e-01  -2.501714e-01
0.1	   2.459405e-01  -2.501207e-01
0.1	   2.459405e-01  -2.501207e-01
0.1	   2.459405e-01  -2.501207e-01
0.105	   2.459929e-01  -2.500684e-01
0.105	   2.459929e-01  -2.500684e-01
0.105	   2.459929e-01  -2.500684e-01
0.11	   2.460467e-01  -2.500145e-01
0.11	   2.460467e-01  -2.500145e-01
0.115	   2.461021e-01  -2.499592e-01
0.115	   2.461021e-01  -2.499592e-01
0.12	   2.461588e-01  -2.499024e-01
0.12	   2.461588e-01  -2.499024e-01
0.125	   2.462169e-01  -2.498443e-01
0.125	   2.462169e-01  -2.498443e-01
0.13	   2.462763e-01  -2.497850e-01
0.13	   2.462763e-01  -2.497850e-01
0.135	   2.463369e-01  -2.497243e-01
0.135	   2.463369e-01  -2.497243e-01
0.14	   2.463987e-01  -2.496625e-01
0.14	   2.463987e-01  -2.496625e-01
0.145	   2.464616e-01  -2.495996e-01
0.145	   2.464616e-01  -2.495996e-01
0.15	   2.465256e-01  -2.495357e-01
0.15	   2.465256e-01  -2.495357e-01
0.155	   2.465906e-01  -2.494707e-01
0.155	   2.465906e-01  -2.494707e-01
0.16	   2.466566e-01  -2.494047e-01
0.16	   2.466566e-01  -2.494047e-01
0.165	   2.467235e-01  -2.493378e-01
0.165	   2.467235e-01  -2.493378e-01
0.17	   2.467912e-01  -2.492700e-01
0.17	   2.467912e-01  -2.492700e-01
0.175	   2.468598e-01  -2.492014e-01
0.175	   2.468598e-01  -2.492014e-01
0.18	   2.469293e-01  -2.491320e-01
0.18	   2.469293e-01  -2.491320e-01
0.185	   2.469995e-01  -2.490618e-01
0.185	   2.469995e-01  -2.490618e-01
0.19	   2.470704e-01  -2.489909e-01
0.19	   2.470704e-01  -2.489909e-01
0.195	   2.471420e-01  -2.489193e-01
0.195	   2.471420e-01  -2.489193e-01
0.195	   2.471420e-01  -2.489193e-01
0.2	   2.472142e-01  -2.488470e-01
0.2	   2.472142e-01  -2.488470e-01
0.205	   2.472871e-01  -2.487742e-01
0.205	   2.472871e-01  -2.487742e-01
0.205	   2.472871e-01  -2.487742e-01
0.21	   2.473606e-01  -2.487007e-01
0.21	   2.473606e-01  -2.487007e-01
0.21	   2.473606e-01  -2.487007e-01
0.215	   2.474347e-01  -2.486266e-01
0.215	   2.474347e-01  -2.486266e-01
0.22	   2.475092e-01  -2.485520e-01
0.22	   2.475092e-01  -2.485520e-01
0.22	   2.475092e-01  -2.485520e-01
0.225	   2.475843e-01  -2.484769e-01
0.225	   2.475843e-01  -2.484769e-01
0.23	   2.476599e-01  -2.484014e-01
0.23	   2.476599e-01  -2.484014e-01
0.235	   2.477360e-01  -2.483253e-01
0.235	   2.477360e-01  -2.483253e-01
0.24	   2.478120e-01  -2.482492e-01
0.24	   2.478120e-01  -2.482492e-01
0.245	   2.478888e-01  -2.481725e-01
0.245	   2.478888e-01  -2.481725e-01
0.25	   2.479660e-01  -2.480953e-01
0.25	   2.479660e-01  -2.480953e-01
0.255	   2.480432e-01  -2.480181e-01
0.255	   2.480432e-01  -2.480181e-01
0.26	   2.481210e-01  -2.479403e-01
0.26	   2.481210e-01  -2.479403e-01
0.265	   2.481995e-01  -2.478618e-01
0.265	   2.481995e-01  -2.478618e-01
0.27	   2.482777e-01  -2.477836e-01
0.27	   2.482777e-01  -2.477836e-01
0.275	   2.483565e-01  -2.477048e-01
0.275	   2.483565e-01  -2.477048e-01
0.28	   2.484359e-01  -2.476254e-01
0.28	   2.484359e-01  -2.476254e-01
0.285	   2.485151e-01  -2.475462e-01
0.285	   2.485151e-01  -2.475462e-01
0.29	   2.485947e-01  -2.474665e-01
