% 1-PFA-1-1 1-RMSA-1-1 1-PFD-1-1 1-PID-1-1
12.1981 0.12898 0.0323296 0.000224508
11.9971 0.126959 0.034026 0.000236291
12.3936 0.131836 0.0330794 0.000229719
12.3793 0.131311 0.0339678 0.000235887
12.4979 0.134729 0.0345248 0.000239757
12.2628 0.129884 0.0326335 0.000226622
12.4793 0.133294 0.0335667 0.000233102
12.314 0.131037 0.0324514 0.000225357
12.3796 0.13215 0.0327228 0.000227242
11.7415 0.122416 0.0332276 0.000230748
12.3252 0.131713 0.0332191 0.000230688
11.9846 0.126571 0.0334116 0.000232025
12.1533 0.12853 0.0345732 0.000240092
12.2507 0.129784 0.0323221 0.000224459
12.533 0.1331 0.0328771 0.000228313
12.3242 0.130984 0.0328182 0.000227904
12.4065 0.132908 0.0334735 0.000232455
11.5699 0.119726 0.0333333 0.00023148
12.405 0.131651 0.0345619 0.000240014
12.0238 0.127391 0.0331885 0.000230476
12.3421 0.131128 0.0325066 0.00022574
12.2345 0.130371 0.0346825 0.000240857
12.0275 0.1271 0.0344415 0.000239177
12.6753 0.135575 0.0332583 0.00023096
12.0552 0.126542 0.0326239 0.000226555
12.2172 0.129673 0.0331989 0.000230548
12.5309 0.133764 0.0328849 0.000228367
12.3483 0.130985 0.0318796 0.000221385
12.5327 0.134634 0.034033 0.00023634
12.3201 0.131718 0.0346743 0.000240791
12.2871 0.130464 0.0336878 0.000233941
12.4969 0.134842 0.034149 0.000237146
12.34 0.131834 0.0333216 0.0002314
12.2387 0.129006 0.0309095 0.000214654
12.3412 0.132211 0.0333027 0.000231268
12.3099 0.130728 0.0329075 0.000228521
12.4942 0.133569 0.0333092 0.000231314
12.5263 0.132484 0.0334236 0.000232108
12.316 0.130157 0.0322212 0.000223759
12.0393 0.127577 0.034114 0.000236904
12.278 0.130249 0.032481 0.000225562
12.4714 0.134168 0.0327834 0.000227663
12.3129 0.131168 0.0337544 0.000234405
12.3222 0.130464 0.0318155 0.000220938
12.2903 0.130407 0.0338054 0.000234763
12.3447 0.130931 0.0314473 0.000218395
12.2682 0.129848 0.0321022 0.000222933
11.9305 0.123925 0.0325113 0.000225773
12.5362 0.133516 0.0335496 0.000232983
12.1483 0.127949 0.0324041 0.000225029
12.1284 0.127216 0.0328889 0.000228395
11.9522 0.125154 0.0331623 0.000230293
12.271 0.130415 0.032961 0.00022889
12.3798 0.132609 0.0331622 0.000230293
12.4316 0.1326 0.0331933 0.000230509
12.2751 0.130073 0.0323464 0.000224623
11.7188 0.122325 0.0336747 0.000233852
12.2007 0.129249 0.0336617 0.000233762
12.4126 0.13239 0.0332784 0.000231099
12.3395 0.131289 0.0333683 0.000231724
12.241 0.13031 0.0343116 0.00023828
12.264 0.128941 0.0324309 0.000225215
12.3517 0.131553 0.0334381 0.000232209
12.1902 0.128755 0.0330269 0.000229351
12.1759 0.128767 0.0334574 0.000232343
12.2402 0.12942 0.0321859 0.000223514
12.1267 0.12805 0.0326228 0.000226546
12.3065 0.131618 0.0335823 0.00023321
12.3144 0.130041 0.0335088 0.0002327
12.277 0.130238 0.0334841 0.000232528
12.0665 0.126302 0.0326612 0.000226814
12.067 0.1261 0.032086 0.000222818
12.0913 0.12754 0.0330777 0.000229706
12.0635 0.127998 0.0337372 0.000234285
12.3837 0.131641 0.0327523 0.000227446
12.3631 0.131596 0.0331032 0.000229885
12.2273 0.129814 0.034566 0.000240016
12.2388 0.130084 0.0340025 0.000236128
12.2323 0.129298 0.0331581 0.000230264
12.3031 0.130342 0.0327982 0.000227765
11.7729 0.122613 0.0331095 0.000229926
12.0106 0.127006 0.0337501 0.000234375
12.3333 0.131291 0.0325433 0.000225995
12.04 0.127152 0.0333181 0.000231376
12.1869 0.129643 0.0339481 0.00023575
12.703 0.13745 0.0339807 0.000235977
12.2088 0.128394 0.0316126 0.000219532
12.2393 0.130248 0.0348174 0.000241788
12.0309 0.127235 0.0335369 0.000232895
12.3878 0.132575 0.0325503 0.000226044
12.3218 0.131292 0.0333377 0.000231511
11.85 0.124807 0.0348255 0.000241844
12.2048 0.129384 0.0336071 0.000233384
12.1414 0.127685 0.0329571 0.000228869
12.0979 0.127429 0.0330379 0.00022943
12.2325 0.130618 0.035733 0.000248156
12.2436 0.130144 0.0348415 0.000241956
12.0362 0.127413 0.0346629 0.000240715
12.222 0.129608 0.0331786 0.000230406
12.0198 0.126139 0.0314037 0.000218081
12.2174 0.128925 0.0313615 0.000217783
11.8426 0.123792 0.0336962 0.000234001
12.3076 0.130965 0.0328653 0.000228232
12.2403 0.130225 0.0341111 0.000236887
12.2234 0.129011 0.0325689 0.000226173
12.2644 0.130521 0.0348663 0.000242129
12.3159 0.131077 0.0340006 0.000236114
12.2585 0.130154 0.0333488 0.00023159
12.2711 0.130987 0.0350941 0.00024371
12.127 0.128046 0.0333492 0.000231593
12.3163 0.13077 0.0324429 0.000225298
12.2507 0.129687 0.0318111 0.000220917
12.0217 0.127393 0.0333299 0.000231457
12.2259 0.129548 0.0347043 0.000241003
12.399 0.131695 0.032064 0.000222676
12.3943 0.13291 0.034671 0.000240769
12.3253 0.130899 0.0337563 0.00023442
12.1932 0.130246 0.0364345 0.000253029
12.321 0.131114 0.0348315 0.000241886
12.1727 0.129663 0.0331906 0.000230489
12.0626 0.127702 0.0345661 0.000240043
12.5549 0.135205 0.0337461 0.000234347
12.2994 0.130632 0.0335032 0.000232661
11.5994 0.12055 0.0341967 0.000237477
12.1249 0.127396 0.0328981 0.000228459
12.1328 0.127619 0.0324172 0.00022512
12.3754 0.131448 0.0318028 0.000220853
12.3112 0.130793 0.0330407 0.000229453
12.2975 0.13102 0.0338942 0.000235376
12.3243 0.131094 0.0330281 0.00022936
12.2563 0.130632 0.0345273 0.000239774
12.3035 0.130899 0.0326036 0.000226414
12.2282 0.129001 0.0315926 0.000219394
12.4595 0.132673 0.0329715 0.000228969
12.2098 0.129749 0.0338969 0.000235395
12.2846 0.131226 0.0342771 0.000238036
12.4779 0.132519 0.0339017 0.000235429
11.9463 0.124811 0.0326195 0.000226524
12.5261 0.134083 0.0332444 0.000230864
12.3441 0.131166 0.0330763 0.000229697
12.2281 0.130421 0.0353596 0.000245553
11.9763 0.126857 0.0343045 0.000238227
12.4171 0.132326 0.0326803 0.000226943
11.7655 0.123338 0.0341243 0.000236974
12.2683 0.130413 0.034968 0.000242834
11.8209 0.123502 0.0337473 0.000234356
12.1662 0.129014 0.0336184 0.000233461
12.2183 0.129694 0.0348694 0.00024215
12.17 0.128969 0.033314 0.000231347
12.4703 0.133077 0.0336594 0.000233746
12.3833 0.131607 0.0318828 0.000221408
12.1357 0.128232 0.0332754 0.000231079
12.5315 0.134775 0.0348821 0.000242237
12.5264 0.134607 0.0336862 0.000233932
12.0622 0.126593 0.0328283 0.000227976
12.2575 0.129627 0.0319189 0.000221659
12.3621 0.131339 0.0329528 0.000228839
12.458 0.1337 0.0326401 0.000226668
12.6604 0.13548 0.032962 0.000228902
12.3038 0.131289 0.0332646 0.000231004
12.4033 0.132118 0.0327558 0.000227472
12.1658 0.128266 0.0325775 0.000226233
12.0012 0.126313 0.0340163 0.000236224
12.3718 0.131787 0.0334028 0.000231965
12.3321 0.131194 0.033839 0.000234993
12.0529 0.127039 0.034539 0.000239855
12.0416 0.125583 0.0327346 0.000227324
12.4327 0.132713 0.0338997 0.000235415
12.1794 0.128796 0.0324536 0.000225372
11.9374 0.125691 0.0339342 0.000235654
11.912 0.125309 0.0340014 0.000236121
12.2441 0.130248 0.0338285 0.000234921
12.2952 0.130753 0.0341896 0.000237426
12.3709 0.13143 0.0318653 0.000221285
12.246 0.129138 0.0311259 0.00021616
12.1948 0.129187 0.0338347 0.000234963
12.4945 0.13325 0.0332617 0.000230984
12.0475 0.125621 0.0315151 0.000218857
12.2745 0.130181 0.0334358 0.000232195
12.2361 0.130047 0.0335574 0.000233037
12.2926 0.130686 0.0333436 0.000231553
12.4212 0.132493 0.0337416 0.000234317
12.3983 0.131453 0.0328658 0.000228235
12.2062 0.130027 0.0355723 0.000247034
12.3033 0.131757 0.0355204 0.00024667
12.2175 0.129671 0.0341035 0.000236831
12.4278 0.132382 0.031769 0.000220617
12.3256 0.130993 0.0335634 0.00023308
12.2008 0.129157 0.0325307 0.000225903
12.3104 0.130876 0.0332237 0.00023072
11.7879 0.123784 0.0336203 0.000233473
12.6951 0.138036 0.0328218 0.000227929
12.2633 0.12928 0.0326462 0.00022671
12.2324 0.130141 0.0326672 0.000226856
12.3124 0.131242 0.0337739 0.00023454
12.2606 0.130613 0.0337292 0.00023423
12.0567 0.127126 0.0331731 0.000230369
11.9991 0.126739 0.0344009 0.000238895
12.2498 0.129718 0.0324882 0.000225612
12.2083 0.129051 0.0325902 0.000226322
11.9366 0.126012 0.034127 0.000236993
11.9751 0.124858 0.0324405 0.000225282
12.0249 0.127055 0.0348009 0.000241672
12.37 0.130112 0.0341627 0.000237241
12.478 0.133294 0.0333199 0.000231388
12.41 0.13324 0.0333824 0.000231821
12.2203 0.129993 0.0340772 0.000236647
12.3675 0.131743 0.033085 0.000229757
12.4186 0.132518 0.0336282 0.000233528
12.2059 0.129544 0.0326517 0.000226748
12.9832 0.141273 0.0342705 0.00023799
12.1926 0.128208 0.0314552 0.000218442
12.4777 0.133169 0.0335138 0.000232735
12.2711 0.130143 0.0330109 0.000229237
12.338 0.131723 0.0324367 0.000225255
12.3836 0.131865 0.0331312 0.000230077
12.7854 0.139124 0.0342819 0.000238069
12.2444 0.129089 0.0311089 0.000216039
12.2679 0.130321 0.033438 0.000232207
12.6596 0.135679 0.0325304 0.000225906
12.3238 0.130473 0.0316294 0.000219644
11.8459 0.124307 0.0340344 0.000236349
12.1979 0.129615 0.0343307 0.000238408
12.0792 0.127234 0.0334598 0.000232359
12.1499 0.128785 0.0332169 0.000230673
12.3363 0.129904 0.0325698 0.00022618
12.2073 0.130103 0.0350228 0.00024321
12.6381 0.136494 0.0342634 0.00023794
12.2108 0.129443 0.0341464 0.000237128
12.3415 0.13184 0.0337534 0.000234398
12.1258 0.127591 0.0334887 0.00023256
12.5225 0.134233 0.0337008 0.000234033
12.0282 0.127473 0.0334322 0.000232168
12.3644 0.131748 0.033083 0.000229745
12.2009 0.129364 0.0346803 0.000240835
12.4625 0.133028 0.0334657 0.000232401
12.358 0.131955 0.0332466 0.00023088
12.2774 0.13041 0.0327619 0.000227514
12.2359 0.130254 0.0342377 0.000237759
12.2121 0.129697 0.0349685 0.000242838
12.3018 0.13039 0.0317396 0.000220414
12.6102 0.133981 0.0329679 0.000228943
12.1875 0.128168 0.0317063 0.000220181
12.4262 0.132721 0.0331502 0.000230209
11.8683 0.125098 0.0340832 0.000236688
12.2914 0.130201 0.0337366 0.000234282
12.284 0.130679 0.0345558 0.00023997
11.5935 0.120536 0.0341974 0.000237482
12.2301 0.130423 0.0351576 0.00024414
12.1356 0.127949 0.0324553 0.000225385
12.211 0.1298 0.0346434 0.00024058
12.2287 0.129727 0.0333608 0.000231673
12.1772 0.129799 0.0355699 0.00024701
12.2589 0.129406 0.0316514 0.000219799
11.5218 0.119667 0.033976 0.000235944
12.2136 0.12969 0.0336163 0.000233448
12.7715 0.138417 0.0339274 0.000235606
12.2337 0.130161 0.033221 0.0002307
12.2625 0.131737 0.0334955 0.000232607
12.1921 0.129053 0.0332918 0.000231194
11.976 0.124774 0.0326049 0.000226423
12.222 0.129735 0.0334986 0.00023263
12.4596 0.133163 0.0326896 0.000227011
12.2365 0.130128 0.0337288 0.000234227
12.2603 0.129532 0.0325886 0.00022631
12.219 0.128954 0.0341699 0.000237291
12.289 0.131189 0.0345769 0.000240119
11.8775 0.124221 0.0316766 0.000219976
12.2313 0.130086 0.0339706 0.000235914
12.1539 0.128833 0.0336022 0.000233349
12.1517 0.128668 0.0329295 0.000228675
12.308 0.131891 0.0329764 0.000229002
12.3208 0.131772 0.0328614 0.000228204
12.1778 0.128038 0.0319107 0.0002216
12.3471 0.13135 0.0331256 0.00023004
12.2316 0.130482 0.034201 0.000237508
12.3093 0.13076 0.0337888 0.000234645
11.6739 0.121673 0.0340841 0.000236695
11.9464 0.1251 0.0314664 0.000218515
11.6286 0.12003 0.033611 0.000233409
12.2517 0.130582 0.0344217 0.000239042
12.4508 0.132396 0.0314981 0.000218752
11.9492 0.12491 0.0324699 0.000225485
12.2352 0.130649 0.0356988 0.000247915
12.3522 0.131432 0.0334919 0.000232583
11.833 0.123293 0.0330555 0.000229551
12.052 0.127724 0.0344228 0.000239048
12.4114 0.13257 0.033532 0.000232862
12.6463 0.135008 0.0323256 0.000224483
12.2453 0.13026 0.0335278 0.000232832
12.3336 0.131529 0.0328047 0.000227811
12.0756 0.127583 0.0333286 0.000231449
12.415 0.133063 0.0344557 0.000239276
12.2019 0.128868 0.032898 0.000228458
12.5931 0.135373 0.0328515 0.000228136
12.2767 0.130751 0.0339916 0.00023605
11.9703 0.125625 0.0329443 0.00022878
12.1419 0.127648 0.032724 0.000227251
12.271 0.130892 0.0347759 0.000241501
12.1263 0.127963 0.0342835 0.00023808
12.294 0.1304 0.0345589 0.000239993
12.4276 0.132098 0.0311892 0.000216599
12.0351 0.126528 0.0331427 0.000230155
11.7763 0.123294 0.0332326 0.000230782
12.3299 0.13047 0.0312603 0.000217078
12.402 0.132972 0.0345354 0.000239828
12.2917 0.130851 0.0331505 0.000230212
11.654 0.12088 0.0334914 0.000232578
11.9957 0.126404 0.0341384 0.000237072
12.5263 0.133777 0.0324835 0.000225578
12.3239 0.130958 0.0346951 0.000240939
12.5343 0.133045 0.0327545 0.000227462
12.3996 0.132911 0.0339078 0.000235471
12.2763 0.131174 0.0352095 0.00024451
12.3026 0.129635 0.0340091 0.000236175
12.2583 0.130555 0.035065 0.000243508
12.2831 0.129933 0.0321488 0.000223254
12.2692 0.130672 0.0350031 0.000243079
12.2442 0.130269 0.0332639 0.000230999
11.987 0.125417 0.0337088 0.000234088
12.2487 0.129894 0.0338224 0.000234883
12.4285 0.131997 0.0339292 0.00023562
12.3531 0.13148 0.0334951 0.000232602
12.2351 0.130012 0.0343127 0.000238284
12.3722 0.131889 0.0321967 0.000223589
12.3737 0.132485 0.034251 0.000237855
11.8984 0.123489 0.0322397 0.000223887
11.8818 0.124325 0.0331834 0.000230438
12.2688 0.130055 0.0327954 0.00022774
12.237 0.130188 0.0346191 0.000240411
12.6068 0.13488 0.033515 0.000232743
12.3222 0.131511 0.0328729 0.000228285
12.6819 0.137421 0.0339974 0.000236094
12.4789 0.133617 0.0334602 0.000232362
11.9081 0.125638 0.0342624 0.000237934
12.2653 0.130173 0.0334092 0.000232005
12.2517 0.130535 0.0342878 0.000238113
11.9758 0.126035 0.0333049 0.000231284
11.9806 0.124545 0.0333216 0.0002314
12.7097 0.136531 0.03303 0.000229375
12.4543 0.133613 0.0348041 0.000241696
11.8647 0.1247 0.0342104 0.000237572
12.2654 0.131124 0.034343 0.000238494
12.2169 0.129651 0.0327128 0.000227172
12.1911 0.128556 0.0325277 0.000225886
11.861 0.123546 0.0327295 0.000227288
12.3743 0.131445 0.0327409 0.000227367
11.9599 0.126533 0.034014 0.000236208
11.8123 0.123718 0.0334381 0.000232209
12.1877 0.128723 0.0329609 0.000228895
12.1899 0.129246 0.0346246 0.000240447
12.3448 0.130973 0.0323601 0.000224723
12.4539 0.133099 0.0335122 0.000232724
12.235 0.130458 0.0330371 0.000229425
12.691 0.135613 0.0324083 0.000225057
11.92 0.123792 0.0325348 0.000225937
12.2916 0.130621 0.0329662 0.000228932
12.4245 0.13319 0.0329336 0.000228705
12.4742 0.133816 0.0335679 0.000233111
12.2412 0.130225 0.0347857 0.000241569
12.3262 0.131106 0.0324413 0.000225287
12.1718 0.127842 0.0314227 0.000218216
12.3253 0.130831 0.0327624 0.000227517
12.3097 0.130852 0.0333755 0.000231774
12.376 0.132128 0.0336276 0.000233531
12.261 0.130013 0.0331526 0.000230228
12.1402 0.129028 0.0344829 0.000239507
11.9872 0.126236 0.0333892 0.00023187
12.3425 0.132524 0.0330403 0.000229446
12.2602 0.129973 0.0333663 0.000231721
12.2969 0.130773 0.0340138 0.000236207
12.3628 0.131656 0.0336045 0.000233367
12.401 0.132288 0.0321172 0.000223037
12.2453 0.129923 0.033973 0.000235938
12.2716 0.13066 0.0337773 0.000234565
12.3745 0.132163 0.0326672 0.000226855
12.2641 0.130483 0.0329882 0.000229084
12.1247 0.127824 0.0336888 0.00023395
12.3995 0.133022 0.0336313 0.000233551
12.242 0.130577 0.0352964 0.000245118
12.1248 0.127386 0.0321842 0.000223502
11.8944 0.125538 0.0331382 0.000230125
12.4429 0.132073 0.0329524 0.000228836
12.2063 0.131302 0.033417 0.000232062
12.3569 0.131422 0.0331759 0.00023039
11.7667 0.123072 0.0335758 0.000233165
12.2358 0.129046 0.0309427 0.000214885
12.1905 0.129527 0.0348874 0.000242271
12.3997 0.13293 0.0344083 0.000238947
12.2649 0.129988 0.0326718 0.000226883
12.3492 0.131256 0.0319808 0.000222088
12.228 0.128909 0.032057 0.000222617
11.4788 0.118631 0.0338339 0.000234958
11.4267 0.11752 0.0339916 0.000236053
12.0261 0.127074 0.0336727 0.000233839
12.3924 0.132172 0.0330111 0.000229243
12.2309 0.129233 0.0321797 0.000223471
12.1398 0.129353 0.0340064 0.000236156
12.3375 0.13095 0.0324574 0.000225398
12.4638 0.132744 0.0318191 0.000220965
12.3877 0.131782 0.0320314 0.000222445
12.2772 0.1308 0.0340782 0.00023666
12.3631 0.131695 0.0323222 0.00022446
12.3181 0.13093 0.0323592 0.000224721
11.9326 0.124918 0.0332078 0.00023061
12.179 0.128067 0.033534 0.000232876
12.2707 0.13038 0.033442 0.00023222
12.1876 0.129642 0.0344652 0.000239342
12.2175 0.129003 0.0325168 0.000225811
12.4099 0.132158 0.0329332 0.000228704
12.2991 0.130806 0.033321 0.000231398
12.0618 0.126048 0.0320776 0.000222761
12.4185 0.132809 0.0325188 0.000225825
11.8098 0.123599 0.0333473 0.000231578
12.3814 0.131953 0.0335385 0.000232905
12.6006 0.134631 0.0325588 0.000226103
12.28 0.130946 0.0341453 0.00023712
11.97 0.126204 0.0339922 0.000236057
12.1316 0.128533 0.0339237 0.000235581
12.2694 0.129899 0.0324039 0.000225026
11.5609 0.120138 0.0339522 0.00023578
12.2448 0.130626 0.0352458 0.000244763
12.2994 0.130624 0.0334922 0.000232585
12.2014 0.129156 0.0330793 0.000229717
12.4182 0.132712 0.0332979 0.000231236
12.6879 0.135629 0.0337308 0.000234243
12.6375 0.135388 0.0329068 0.000228519
11.9136 0.124108 0.0328615 0.000228204
12.2744 0.130136 0.0341396 0.000237082
11.9706 0.126143 0.0339521 0.000235779
12.2194 0.128966 0.0327158 0.000227193
12.1218 0.128175 0.0329597 0.000228886
12.2982 0.130496 0.032171 0.000223411
12.3569 0.131762 0.0341063 0.000236851
12.3396 0.131351 0.0321249 0.00022309
12.2085 0.129721 0.0338077 0.000234776
12.22 0.12919 0.0322701 0.000224098
11.9534 0.124053 0.0333882 0.000231862
12.0362 0.127385 0.0345667 0.000240047
12.2108 0.129168 0.0325531 0.000226064
12.2359 0.129506 0.0322364 0.000223864
12.0278 0.12709 0.0344646 0.000239338
12.1385 0.127939 0.0327036 0.000227109
12.3286 0.131962 0.0332655 0.00023101
12.4673 0.133971 0.03429 0.000238126
12.2284 0.130453 0.0353116 0.000245219
11.8762 0.123051 0.0321888 0.000223533
12.5249 0.133688 0.0327595 0.000227496
11.7561 0.123298 0.0341343 0.000237044
11.5596 0.119192 0.0335449 0.00023295
12.3458 0.131737 0.0325432 0.000225995
12.3054 0.130489 0.0319796 0.000222081
12.1083 0.127931 0.0346658 0.000240734
12.5177 0.133959 0.0329088 0.000228533
12.0588 0.126256 0.0323844 0.000224891
12.2577 0.130644 0.034123 0.000236966
12.3619 0.13099 0.0336538 0.000233707
12.156 0.127927 0.0322238 0.000223777
12.3962 0.132738 0.0343817 0.000238764
12.6354 0.134946 0.0331621 0.000230292
12.2005 0.129476 0.0331566 0.000230254
12.0435 0.127324 0.0343005 0.000238199
12.0886 0.128465 0.0332916 0.000231191
12.2566 0.129782 0.0322312 0.000223828
12.0292 0.127213 0.0347863 0.00024157
12.0023 0.126081 0.0317208 0.000220283
