% 1-PFA-1-1 1-RMSA-1-1 1-PFD-1-1 1-PID-1-1
12.1196 0.12866 0.0334731 0.000232452
12.2147 0.129845 0.0347711 0.000241468
12.3663 0.131729 0.0327749 0.000227605
12.2179 0.130089 0.0353154 0.000245247
12.118 0.128356 0.0333109 0.000231325
12.5465 0.135016 0.0322471 0.000223937
12.2761 0.130942 0.0344247 0.000239062
12.5944 0.133568 0.0333107 0.000231324
12.3284 0.131299 0.0331893 0.000230481
12.004 0.125515 0.0333219 0.000231402
12.144 0.127368 0.0312815 0.000217233
12.1967 0.128509 0.0324162 0.000225112
12.3904 0.13229 0.0323984 0.000224989
12.2579 0.130238 0.033725 0.000234202
12.4067 0.132342 0.0329144 0.000228572
12.3061 0.130678 0.032799 0.000227771
12.4802 0.13466 0.0327237 0.000227248
11.8207 0.122744 0.0335039 0.000232666
12.2179 0.12889 0.0316351 0.000219687
12.2406 0.130153 0.0336582 0.000233738
12.4879 0.132557 0.0326744 0.000226905
12.1483 0.126995 0.0332522 0.000230918
12.3671 0.132045 0.0330282 0.000229364
12.3262 0.131638 0.0343935 0.000238846
12.3075 0.130773 0.0335439 0.000232944
12.3433 0.131768 0.0333523 0.000231613
12.1804 0.129954 0.0361147 0.000250791
12.2364 0.130836 0.0331702 0.000230348
12.3786 0.132001 0.0320522 0.000222585
12.411 0.132791 0.0329961 0.00022914
12.2636 0.12993 0.0325588 0.000226096
12.2798 0.130306 0.0322959 0.000224277
12.0114 0.126582 0.0337623 0.00023446
12.2423 0.130264 0.0340402 0.00023639
12.0436 0.126257 0.0325188 0.000225826
12.5458 0.136096 0.0331438 0.000230164
12.3628 0.131416 0.0320943 0.000222881
12.1471 0.129063 0.0330169 0.000229284
12.4197 0.131567 0.0325568 0.000226088
12.2667 0.130731 0.0348334 0.000241899
12.1705 0.129607 0.0330773 0.000229704
12.3925 0.132557 0.0336113 0.000233411
11.9343 0.12453 0.0325799 0.000226249
12.5087 0.134266 0.0339965 0.000236087
12.4058 0.133091 0.0349846 0.000242949
12.3903 0.132186 0.0338073 0.000234772
12.2756 0.130147 0.0330331 0.000229398
12.2777 0.13025 0.0341358 0.000237054
12.2657 0.129566 0.0319985 0.000222211
12.1907 0.128491 0.0315823 0.000219322
12.1696 0.127962 0.0321673 0.000223385
12.2734 0.130176 0.0330906 0.000229792
12.612 0.13561 0.0327714 0.000227579
12.4396 0.13358 0.0346866 0.000240877
12.3397 0.132671 0.0332005 0.000230558
12.6921 0.137028 0.0329268 0.000228658
12.4315 0.131641 0.0329615 0.000228899
12.5416 0.134476 0.0334461 0.000232268
12.2096 0.129 0.0328001 0.00022778
12.2298 0.129034 0.0315403 0.000219028
12.307 0.1317 0.0330322 0.00022939
12.2362 0.129412 0.032249 0.00022395
12.2347 0.130155 0.0340473 0.000236446
12.5846 0.135113 0.0340779 0.000236652
12.2712 0.130616 0.0338885 0.000235338
11.9291 0.12581 0.0336357 0.000233581
12.2524 0.129833 0.0323662 0.000224766
12.2101 0.1286 0.0322706 0.000224102
12.1283 0.128073 0.0327498 0.000227429
12.3129 0.131041 0.032034 0.000222459
12.2759 0.130205 0.033886 0.000235324
12.3005 0.130776 0.0335726 0.000233143
12.3049 0.130551 0.0320502 0.000222572
12.1787 0.128983 0.0334032 0.000231968
11.5925 0.120708 0.034267 0.000237966
12.325 0.130777 0.0328728 0.000228284
12.6196 0.136732 0.0330573 0.000229564
12.4133 0.131666 0.0327233 0.000227245
12.3484 0.13174 0.0333677 0.000231721
12.1376 0.129494 0.0339609 0.000235839
12.3615 0.132361 0.033011 0.000229243
12.2533 0.130653 0.0350299 0.000243265
11.9766 0.127427 0.0334889 0.000232561
12.004 0.127162 0.0334366 0.000232198
12.3568 0.132433 0.0349738 0.000242872
12.3642 0.131678 0.0323788 0.000224853
12.3926 0.132368 0.033936 0.000235668
12.2171 0.130111 0.0338956 0.000235386
12.4484 0.133556 0.0337548 0.000234407
12.6775 0.136002 0.0329522 0.000228834
12.2033 0.129804 0.0352941 0.000245099
12.275 0.130783 0.0342044 0.000237529
12.3044 0.130875 0.0325551 0.000226077
12.4067 0.133009 0.0327671 0.000227549
12.2666 0.130059 0.0343817 0.000238761
12.444 0.132973 0.0328703 0.000228266
11.8674 0.125049 0.034009 0.000236174
12.301 0.130771 0.0332298 0.000230762
12.0683 0.126328 0.0322815 0.000224178
12.3128 0.130386 0.0313391 0.000217636
12.2242 0.12901 0.0312703 0.00021715
12.0419 0.127432 0.0344243 0.000239058
12.2829 0.13104 0.034841 0.000241903
12.1775 0.127402 0.0334216 0.000232094
12.3583 0.131163 0.031808 0.000220888
12.1094 0.128286 0.0338756 0.000235246
12.0569 0.127732 0.0343652 0.000238648
12.4871 0.133703 0.0335044 0.00023267
12.2357 0.129921 0.0338444 0.000235031
12.442 0.134036 0.0330197 0.000229303
12.0811 0.127859 0.0338563 0.000235113
12.6661 0.136613 0.0342865 0.000238101
12.0145 0.127168 0.0333963 0.000231918
12.2489 0.130003 0.0335033 0.000232659
12.3082 0.131487 0.0342079 0.000237555
12.231 0.130261 0.0344838 0.000239468
12.2324 0.130753 0.0331504 0.000230211
11.4087 0.116914 0.0334852 0.000232536
12.3747 0.131882 0.0320985 0.000222906
12.1479 0.129497 0.0332419 0.000230847
12.4445 0.132973 0.0327227 0.000227241
12.3434 0.130843 0.0324027 0.000225019
12.3738 0.131373 0.0344791 0.000239439
12.3964 0.132446 0.0332492 0.000230898
12.1818 0.128732 0.0324183 0.000225128
12.4899 0.133439 0.0315411 0.000219036
12.2142 0.129835 0.0339108 0.000235496
11.846 0.124421 0.0338264 0.000234906
12.1174 0.127628 0.0326304 0.000226601
12.5186 0.133829 0.0337995 0.000234718
11.6686 0.121908 0.0338493 0.000235065
12.3796 0.132079 0.0340814 0.000236679
12.324 0.130551 0.0322621 0.000224042
12.3044 0.130354 0.0329851 0.000229062
12.477 0.133905 0.0324347 0.000225241
12.2408 0.130092 0.0327195 0.000227219
12.271 0.130444 0.0336384 0.000233601
12.354 0.131526 0.0335768 0.000233175
12.373 0.132463 0.0331346 0.000230102
12.0027 0.12594 0.0337817 0.000234595
12.2781 0.130404 0.032766 0.000227542
11.9687 0.126349 0.0339062 0.00023546
12.3607 0.132379 0.0330016 0.000229177
12.4655 0.132472 0.0328571 0.000228174
12.1846 0.129428 0.0333663 0.00023171
12.4447 0.133241 0.03437 0.000238681
12.0462 0.127239 0.0333231 0.00023141
12.2114 0.130035 0.0354516 0.000246194
12.4071 0.131886 0.0327159 0.000227193
12.3244 0.130449 0.0322856 0.000224206
12.9015 0.139108 0.032824 0.000227945
12.4198 0.132385 0.0336409 0.000233617
12.0358 0.126336 0.0327768 0.000227617
11.9027 0.125135 0.0332803 0.000231113
11.7746 0.122933 0.0339089 0.000235478
12.3666 0.131755 0.0334228 0.000232106
12.3858 0.131653 0.0335664 0.000233103
12.2434 0.129904 0.0326443 0.000226696
12.1299 0.128371 0.0343078 0.000238249
11.8362 0.12421 0.0335995 0.00023333
12.382 0.131778 0.0322242 0.000223783
12.2429 0.130383 0.0343835 0.000238774
12.2929 0.130732 0.0327616 0.000227512
12.1461 0.129403 0.0363155 0.000252189
12.308 0.131043 0.0339203 0.000235556
12.0071 0.12533 0.0327094 0.000227149
11.9726 0.125829 0.0331753 0.000230384
12.3622 0.132298 0.0328405 0.000228059
12.269 0.130283 0.0333724 0.000231747
11.5886 0.120549 0.0342236 0.000237664
12.2458 0.129568 0.0326289 0.00022659
12.0486 0.126737 0.0329023 0.000228489
12.6137 0.135477 0.0332147 0.000230657
12.059 0.126131 0.0322913 0.000224245
12.2224 0.130143 0.0353184 0.000245269
12.0819 0.125942 0.0334329 0.000232172
12.4475 0.132478 0.0334128 0.000232033
12.4064 0.132449 0.0338512 0.000235079
12.3138 0.13116 0.0340718 0.000236607
12.4932 0.133748 0.0340052 0.000236149
12.2654 0.130494 0.033933 0.00023565
12.2307 0.129938 0.0336591 0.000233745
12.2003 0.128538 0.033432 0.000232166
12.6783 0.13582 0.0337726 0.000234533
12.2274 0.129881 0.0343303 0.000238406
12.2396 0.129985 0.0324276 0.000225192
12.284 0.129689 0.0309855 0.00021517
12.1567 0.128611 0.0329982 0.000229152
12.392 0.131958 0.0330878 0.000229773
11.9926 0.12543 0.0327424 0.000227379
12.1273 0.127884 0.0329824 0.000229045
11.7887 0.122809 0.0332122 0.000230639
12.4226 0.132293 0.0325948 0.000226349
12.0301 0.127308 0.0343771 0.00023873
11.5761 0.119774 0.0333852 0.000231842
12.2393 0.129628 0.0323163 0.00022442
12.5389 0.134432 0.0330491 0.000229507
12.2425 0.129286 0.0317173 0.000220259
12.2989 0.130006 0.0307538 0.000213565
12.3283 0.130757 0.0343068 0.000238242
12.4684 0.132594 0.0321329 0.000223144
12.2977 0.130829 0.0332071 0.000230601
12.015 0.12575 0.0336876 0.000233942
12.3734 0.131993 0.0338716 0.000235219
12.3582 0.131522 0.0330377 0.000229428
12.5786 0.135967 0.0345009 0.000239589
12.0325 0.127153 0.0332318 0.000230776
12.3074 0.13129 0.0342344 0.000237738
12.3606 0.131575 0.0324151 0.000225105
12.4845 0.13413 0.0327444 0.000227391
12.2092 0.128572 0.0318374 0.000221091
12.3782 0.131958 0.0321226 0.000223072
12.0556 0.127706 0.0344484 0.000239225
12.4796 0.133393 0.0327074 0.000227135
12.1846 0.128934 0.0330804 0.000229725
12.3912 0.132072 0.0334831 0.000232523
11.9175 0.125845 0.0341818 0.000237374
12.242 0.129467 0.0332329 0.000230784
12.2564 0.130469 0.0340186 0.00023624
12.3507 0.132253 0.0350504 0.000243407
12.2523 0.130172 0.034793 0.000241619
12.2335 0.130138 0.0348447 0.000241979
12.1956 0.129338 0.0341362 0.000237057
12.2958 0.131062 0.0327094 0.000227149
12.4091 0.132575 0.0341285 0.000237004
11.6193 0.120344 0.0334649 0.000232396
12.3041 0.130838 0.0328439 0.000228083
12.1437 0.12806 0.0322165 0.000223722
12.0149 0.126268 0.0337568 0.000234422
12.2834 0.130629 0.0338006 0.000234722
11.8748 0.125484 0.0340516 0.000236469
12.1834 0.128027 0.0323135 0.0002244
12.0588 0.126353 0.0324423 0.000225294
12.2891 0.131202 0.0345226 0.000239742
12.3954 0.132433 0.0344205 0.000239031
12.6424 0.134828 0.0337542 0.000234404
12.281 0.130523 0.0322788 0.00022416
12.325 0.131629 0.0329303 0.000228682
12.2259 0.1288 0.0306701 0.000212992
11.8388 0.124648 0.0338334 0.000234954
12.2254 0.128912 0.0315892 0.000219377
12.1049 0.127351 0.032999 0.000229161
12.4722 0.134244 0.0346648 0.000240726
11.4322 0.116937 0.0334011 0.000231951
12.5835 0.135508 0.0345387 0.000239852
12.314 0.130447 0.0330903 0.000229793
12.4516 0.133343 0.0330064 0.000229211
12.4151 0.13305 0.0328267 0.000227963
12.4919 0.133437 0.0336609 0.000233757
12.3741 0.131669 0.0328541 0.000228153
12.4727 0.133005 0.0321332 0.000223147
12.2853 0.130663 0.032959 0.000228882
12.5683 0.133402 0.0326083 0.000226447
11.438 0.117144 0.0335158 0.000232748
12.235 0.130102 0.0338379 0.000234993
12.1705 0.129076 0.0335207 0.000232785
12.3624 0.131742 0.0334158 0.000232055
12.3408 0.131221 0.0321623 0.000223346
12.794 0.138431 0.0339723 0.000235918
12.483 0.134165 0.0329037 0.000228498
11.814 0.123631 0.0332904 0.000231183
12.3291 0.131126 0.0322904 0.000224239
12.1311 0.128346 0.0343443 0.000238503
12.0396 0.126528 0.0328665 0.00022824
12.4204 0.133273 0.0350496 0.000243401
12.6695 0.136852 0.032825 0.000227951
12.3216 0.130479 0.031337 0.000217612
12.2423 0.130236 0.0348872 0.000242267
12.6787 0.136642 0.0326115 0.000226469
12.5434 0.133694 0.033533 0.000232868
12.1769 0.128369 0.0322608 0.000224034
12.3228 0.1308 0.0325508 0.000226047
12.2123 0.128051 0.0336604 0.000233753
12.2673 0.130072 0.0323382 0.000224571
12.6526 0.13499 0.0331036 0.000229886
12.37 0.132279 0.0330511 0.000229522
12.4351 0.132262 0.0316471 0.000219774
12.2191 0.130118 0.0351794 0.000244298
12.1145 0.128659 0.0349933 0.000243009
12.5594 0.135353 0.0342084 0.000237558
12.2564 0.129881 0.0324845 0.000225587
12.4453 0.131892 0.032644 0.000226694
12.4667 0.133454 0.0325621 0.000226126
12.3415 0.130774 0.031576 0.000219273
12.2431 0.130251 0.0343663 0.000238655
12.2714 0.130439 0.0325806 0.000226256
12.3512 0.131877 0.0332447 0.000230865
12.5536 0.135037 0.0345805 0.000240144
12.2595 0.12997 0.0328021 0.000227792
11.9178 0.12571 0.0345067 0.00023963
12.2082 0.129979 0.0354158 0.000245944
12.3001 0.130907 0.0332986 0.000231236
12.2633 0.129991 0.032613 0.000226475
11.6499 0.121509 0.0341796 0.000237359
12.2191 0.129907 0.0332834 0.000231134
12.5442 0.134625 0.0337451 0.000234341
12.2601 0.130814 0.0349442 0.00024267
12.4339 0.132806 0.0328198 0.000227915
12.3406 0.131425 0.033701 0.000234035
11.6726 0.121772 0.0338673 0.000235189
12.2491 0.13039 0.0342002 0.000237507
12.1724 0.129441 0.0332608 0.000230978
12.4623 0.132597 0.0337636 0.00023447
12.0754 0.127887 0.0330275 0.000229358
12.3991 0.132936 0.0341548 0.000237187
12.2598 0.130892 0.0351908 0.000244373
12.157 0.127874 0.0324262 0.000225181
12.1182 0.127632 0.0346352 0.000240523
12.5456 0.135471 0.0345433 0.000239885
12.1929 0.12892 0.0319714 0.000222018
12.2118 0.128691 0.0315267 0.000218936
12.1476 0.128705 0.0346746 0.000240794
11.7298 0.122139 0.0334098 0.000232013
12.419 0.133827 0.0329744 0.000228989
12.0331 0.126357 0.0326707 0.00022688
12.386 0.131839 0.0326348 0.000226631
12.2834 0.130388 0.0320747 0.000222741
12.0711 0.127554 0.0334893 0.000232565
12.3244 0.131134 0.0332733 0.000231064
11.7639 0.122358 0.0327724 0.000227585
12.3937 0.131194 0.0327049 0.000227117
12.3169 0.131085 0.0324477 0.000225332
12.2587 0.13062 0.0337223 0.000234182
12.5508 0.134297 0.033493 0.000232591
12.3502 0.131762 0.0330762 0.000229696
12.334 0.130579 0.031883 0.000221414
11.9556 0.124863 0.0330283 0.000229363
12.2907 0.130436 0.032322 0.00022446
12.4193 0.133226 0.0326281 0.000226583
12.2629 0.130653 0.0348365 0.000241921
12.2755 0.13014 0.03268 0.000226939
12.4371 0.133597 0.0345201 0.000239722
12.5083 0.13416 0.0327438 0.000227387
12.051 0.127602 0.0343155 0.000238302
12.2883 0.130858 0.0338037 0.000234746
12.3528 0.130979 0.0320142 0.000222323
12.3599 0.131693 0.0330022 0.000229184
11.9025 0.125326 0.0343992 0.000238884
12.2582 0.130785 0.0352252 0.000244622
12.2516 0.130062 0.0328696 0.000228266
12.3553 0.132683 0.0330521 0.000229529
12.2457 0.128838 0.0324602 0.000225417
12.2442 0.129391 0.0317601 0.000220557
11.8182 0.124334 0.0341305 0.000237017
12.2164 0.129021 0.0313863 0.000217966
12.2618 0.130337 0.0333157 0.00023136
12.2591 0.129957 0.0323171 0.000224423
12.3244 0.130825 0.0340374 0.000236371
12.1833 0.1294 0.0346874 0.000240887
12.2803 0.129969 0.0324996 0.000225692
12.1583 0.129072 0.0346781 0.000240821
12.0529 0.127597 0.0333046 0.000231281
12.3778 0.132205 0.0342994 0.00023819
12.3368 0.131388 0.0339611 0.000235841
12.3562 0.131634 0.0321735 0.000223428
12.4161 0.131577 0.0345029 0.000239604
12.3686 0.131898 0.0323528 0.000224673
12.2435 0.130306 0.0340586 0.000236516
12.2835 0.130207 0.0322016 0.000223623
12.8146 0.138249 0.0328 0.000227778
11.9725 0.126385 0.0347113 0.00024105
12.0499 0.126598 0.0332072 0.000230606
11.9057 0.125557 0.0345545 0.000239962
12.3174 0.131246 0.0337817 0.000234595
