Run #, fc, fy, E, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1
613, 6.4151, 56.1386, 30393.1, 12.1385, 0.127939, 0.0327036, 0.000227109
614, 6.12539, 67.6009, 29079.7, 12.3286, 0.131962, 0.0332655, 0.00023101
615, 5.31714, 53.1839, 30254.5, 12.4673, 0.133971, 0.03429, 0.000238126
616, 4.84272, 52.5267, 28000.1, 12.2284, 0.130453, 0.0353116, 0.000245219
617, 6.63214, 58.721, 32276.6, 11.8762, 0.123051, 0.0321888, 0.000223533
618, 6.15679, 57.1445, 32908, 12.5249, 0.133688, 0.0327595, 0.000227496
619, 5.53966, 59.9164, 28895.9, 11.7561, 0.123298, 0.0341343, 0.000237044
620, 5.80973, 60.8512, 30458.5, 11.5596, 0.119192, 0.0335449, 0.00023295
621, 6.76762, 57.9997, 27676.6, 12.3458, 0.131737, 0.0325432, 0.000225995
622, 7.0238, 62.4994, 29570.6, 12.3054, 0.130489, 0.0319796, 0.000222081
623, 5.21114, 67.3334, 28586.5, 12.1083, 0.127931, 0.0346658, 0.000240734
624, 6.07384, 57.5393, 32618.3, 12.5177, 0.133959, 0.0329088, 0.000228533
625, 6.14733, 59.8174, 36195.8, 12.0588, 0.126256, 0.0323844, 0.000224891
626, 5.38238, 62.6252, 30803.4, 12.2577, 0.130644, 0.034123, 0.000236966
627, 5.83387, 54.2459, 29303.5, 12.3619, 0.13099, 0.0336538, 0.000233707
628, 6.78174, 63.8137, 30245.7, 12.156, 0.127927, 0.0322238, 0.000223777
629, 5.24427, 50.5886, 30385.4, 12.3962, 0.132738, 0.0343817, 0.000238764
630, 6.22363, 59.1114, 28791.5, 12.6354, 0.134946, 0.0331621, 0.000230292
631, 6.04919, 70.8614, 30853.2, 12.2005, 0.129476, 0.0331566, 0.000230254
632, 5.15544, 64.7654, 32043.3, 12.0435, 0.127324, 0.0343005, 0.000238199
633, 5.90536, 58.3851, 31408.8, 12.0886, 0.128465, 0.0332916, 0.000231191
634, 6.93172, 55.4681, 28450.7, 12.2566, 0.129782, 0.0322312, 0.000223828
635, 5.26276, 68.1857, 27072.4, 12.0292, 0.127213, 0.0347863, 0.00024157
636, 7.03108, 55.634, 31764.4, 12.0023, 0.126081, 0.0317208, 0.000220283
637, 5.7771, 57.0585, 31415.4, 12.1196, 0.12866, 0.0334731, 0.000232452
638, 5.16791, 62.7056, 28284.3, 12.2147, 0.129845, 0.0347711, 0.000241468
639, 5.85196, 51.8226, 36303.4, 12.3663, 0.131729, 0.0327749, 0.000227605
640, 5.05203, 63.3551, 25547.1, 12.2179, 0.130089, 0.0353154, 0.000245247
641, 6.32718, 50.3121, 26375.6, 12.118, 0.128356, 0.0333109, 0.000231325
642, 6.92447, 61.5339, 28397.5, 12.5465, 0.135016, 0.0322471, 0.000223937
643, 5.49573, 52.1717, 27144.6, 12.2761, 0.130942, 0.0344247, 0.000239062
644, 6.12335, 60.6995, 28733.8, 12.5944, 0.133568, 0.0333107, 0.000231324
645, 5.63885, 49.3485, 35328, 12.3284, 0.131299, 0.0331893, 0.000230481
646, 5.98588, 60.1277, 30230.5, 12.004, 0.125515, 0.0333219, 0.000231402
647, 7.41769, 62.8706, 31235.5, 12.144, 0.127368, 0.0312815, 0.000217233
648, 6.3796, 60.3929, 33240.1, 12.1967, 0.128509, 0.0324162, 0.000225112
649, 6.67581, 50.563, 29969.8, 12.3904, 0.13229, 0.0323984, 0.000224989
650, 5.97426, 49.8261, 27109.5, 12.2579, 0.130238, 0.033725, 0.000234202
651, 6.28335, 67.6349, 30151.4, 12.4067, 0.132342, 0.0329144, 0.000228572
652, 6.40098, 53.111, 29755.4, 12.3061, 0.130678, 0.032799, 0.000227771
653, 6.27618, 59.4306, 31828.6, 12.4802, 0.13466, 0.0327237, 0.000227248
654, 5.86814, 60.3656, 30114.3, 11.8207, 0.122744, 0.0335039, 0.000232666
655, 7.36151, 56.301, 28710.7, 12.2179, 0.12889, 0.0316351, 0.000219687
656, 6.27817, 49.9984, 24128.5, 12.2406, 0.130153, 0.0336582, 0.000233738
657, 6.06376, 57.5971, 34698.9, 12.4879, 0.132557, 0.0326744, 0.000226905
658, 6.06999, 60.8443, 29828, 12.1483, 0.126995, 0.0332522, 0.000230918
659, 5.77001, 53.1273, 35138.7, 12.3671, 0.132045, 0.0330282, 0.000229364
660, 5.35149, 51.7119, 29054.6, 12.3262, 0.131638, 0.0343935, 0.000238846
661, 5.69443, 70.7232, 31800.1, 12.3075, 0.130773, 0.0335439, 0.000232944
662, 5.99609, 67.9504, 29865.7, 12.3433, 0.131768, 0.0333523, 0.000231613
663, 4.55462, 64.3753, 25515, 12.1804, 0.129954, 0.0361147, 0.000250791
664, 5.99837, 56.0248, 31328.2, 12.2364, 0.130836, 0.0331702, 0.000230348
665, 6.88686, 51.8664, 30519, 12.3786, 0.132001, 0.0320522, 0.000222585
666, 6.19153, 59.6065, 30533, 12.411, 0.132791, 0.0329961, 0.00022914
667, 6.86733, 65.3339, 26394.8, 12.2636, 0.12993, 0.0325588, 0.000226096
668, 6.68414, 68.4707, 30752.8, 12.2798, 0.130306, 0.0322959, 0.000224277
669, 5.82887, 62.3778, 28493.7, 12.0114, 0.126582, 0.0337623, 0.00023446
670, 5.86527, 50.1328, 25868.7, 12.2423, 0.130264, 0.0340402, 0.00023639
671, 6.6604, 55.6019, 29121.9, 12.0436, 0.126257, 0.0325188, 0.000225826
672, 6.2039, 64.116, 29170.8, 12.5458, 0.136096, 0.0331438, 0.000230164
673, 6.41191, 51.4055, 35636.3, 12.3628, 0.131416, 0.0320943, 0.000222881
674, 6.17421, 55.0289, 30561, 12.1471, 0.129063, 0.0330169, 0.000229284
675, 6.72333, 52.7572, 28072.8, 12.4197, 0.131567, 0.0325568, 0.000226088
676, 5.49321, 65.6538, 24049.1, 12.2667, 0.130731, 0.0348334, 0.000241899
677, 6.11588, 55.5546, 30735.1, 12.1705, 0.129607, 0.0330773, 0.000229704
678, 5.59763, 60.7713, 32376.2, 12.3925, 0.132557, 0.0336113, 0.000233411
679, 6.57187, 64.1545, 29626.2, 11.9343, 0.12453, 0.0325799, 0.000226249
680, 5.91296, 60.8741, 25662.8, 12.5087, 0.134266, 0.0339965, 0.000236087
681, 4.93681, 50.4145, 29347.1, 12.4058, 0.133091, 0.0349846, 0.000242949
682, 5.44311, 53.0057, 32594.7, 12.3903, 0.132186, 0.0338073, 0.000234772
683, 6.54776, 71.9792, 26110.6, 12.2756, 0.130147, 0.0330331, 0.000229398
684, 5.88971, 60.6314, 24836.7, 12.2777, 0.13025, 0.0341358, 0.000237054
685, 6.64482, 56.3744, 33783, 12.2657, 0.129566, 0.0319985, 0.000222211
686, 7.23873, 53.8134, 30596.8, 12.1907, 0.128491, 0.0315823, 0.000219322
687, 6.78832, 63.0726, 30657.8, 12.1696, 0.127962, 0.0321673, 0.000223385
688, 6.52914, 66.0006, 25851.4, 12.2734, 0.130176, 0.0330906, 0.000229792
689, 6.23468, 63.9008, 31908.2, 12.612, 0.13561, 0.0327714, 0.000227579
690, 4.98335, 52.6508, 31063.7, 12.4396, 0.13358, 0.0346866, 0.000240877
691, 6.22188, 65.5422, 28496.9, 12.3397, 0.132671, 0.0332005, 0.000230558
692, 6.28558, 50.3601, 30022, 12.6921, 0.137028, 0.0329268, 0.000228658
693, 6.29428, 58.7773, 29633.1, 12.4315, 0.131641, 0.0329615, 0.000228899
694, 6.13108, 44.6069, 27542.3, 12.5416, 0.134476, 0.0334461, 0.000232268
695, 6.30212, 72.6203, 30888.1, 12.2096, 0.129, 0.0328001, 0.00022778
696, 7.15933, 59.6181, 31891, 12.2298, 0.129034, 0.0315403, 0.000219028
697, 6.07111, 59.2891, 31625.3, 12.307, 0.1317, 0.0330322, 0.00022939
698, 6.90501, 68.8579, 28605.5, 12.2362, 0.129412, 0.032249, 0.00022395
699, 5.55014, 46.6096, 29456.5, 12.2347, 0.130155, 0.0340473, 0.000236446
700, 5.40976, 61.2887, 30841, 12.5846, 0.135113, 0.0340779, 0.000236652
701, 5.22112, 52.5806, 34516.3, 12.2712, 0.130616, 0.0338885, 0.000235338
702, 5.8755, 63.303, 28967.7, 11.9291, 0.12581, 0.0336357, 0.000233581
703, 6.72054, 69.5594, 29728.7, 12.2524, 0.129833, 0.0323662, 0.000224766
704, 6.70415, 64.296, 30738.8, 12.2101, 0.1286, 0.0322706, 0.000224102
705, 6.13663, 63.9334, 33222.7, 12.1283, 0.128073, 0.0327498, 0.000227429
706, 6.76267, 54.0147, 32112.1, 12.3129, 0.131041, 0.032034, 0.000222459
707, 5.81996, 72.9467, 27610.3, 12.2759, 0.130205, 0.033886, 0.000235324
708, 5.56301, 66.2933, 33088.2, 12.3005, 0.130776, 0.0335726, 0.000233143
709, 6.64941, 52.5724, 33278.4, 12.3049, 0.130551, 0.0320502, 0.000222572
710, 6.20788, 54.311, 27002.5, 12.1787, 0.128983, 0.0334032, 0.000231968
711, 5.52292, 57.6839, 28053.9, 11.5925, 0.120708, 0.034267, 0.000237966
712, 6.00448, 73.7945, 33721.9, 12.325, 0.130777, 0.0328728, 0.000228284
713, 6.21323, 64.2802, 29775.6, 12.6196, 0.136732, 0.0330573, 0.000229564
714, 6.52335, 52.0762, 28976.8, 12.4133, 0.131666, 0.0327233, 0.000227245
715, 5.94923, 51.4873, 30280.8, 12.3484, 0.13174, 0.0333677, 0.000231721
716, 5.36286, 63.0863, 32305.3, 12.1376, 0.129494, 0.0339609, 0.000235839
717, 6.14742, 60.953, 30919.6, 12.3615, 0.132361, 0.033011, 0.000229243
718, 5.06763, 57.524, 27492.7, 12.2533, 0.130653, 0.0350299, 0.000243265
719, 5.95256, 64.083, 29260.3, 11.9766, 0.127427, 0.0334889, 0.000232561
720, 5.84636, 56.7817, 30910.7, 12.004, 0.127162, 0.0334366, 0.000232198
721, 4.8461, 56.5546, 30477.9, 12.3568, 0.132433, 0.0349738, 0.000242872
722, 6.47563, 68.2845, 32450.4, 12.3642, 0.131678, 0.0323788, 0.000224853
723, 5.50852, 53.4587, 30816.5, 12.3926, 0.132368, 0.033936, 0.000235668
724, 5.76477, 64.9146, 28174.5, 12.2171, 0.130111, 0.0338956, 0.000235386
725, 5.92351, 62.6689, 27459.4, 12.4484, 0.133556, 0.0337548, 0.000234407
726, 6.23638, 66.135, 30379.9, 12.6775, 0.136002, 0.0329522, 0.000228834
727, 4.45976, 64.5998, 32560.8, 12.2033, 0.129804, 0.0352941, 0.000245099
728, 5.18352, 50.6369, 32466.7, 12.275, 0.130783, 0.0342044, 0.000237529
729, 6.29589, 64.5729, 33025.2, 12.3044, 0.130875, 0.0325551, 0.000226077
730, 6.0079, 52.6133, 34565.3, 12.4067, 0.133009, 0.0327671, 0.000227549
731, 5.4833, 72.2885, 27621.3, 12.2666, 0.130059, 0.0343817, 0.000238761
732, 6.11967, 58.4363, 32409.9, 12.444, 0.132973, 0.0328703, 0.000228266
733, 5.8772, 57.5471, 25977.3, 11.8674, 0.125049, 0.034009, 0.000236174
734, 5.80712, 67.6644, 33050.8, 12.301, 0.130771, 0.0332298, 0.000230762
735, 6.59703, 60.7567, 31882.5, 12.0683, 0.126328, 0.0322815, 0.000224178
736, 7.6435, 68.3313, 28105.8, 12.3128, 0.130386, 0.0313391, 0.000217636
737, 7.27958, 58.0276, 32933.7, 12.2242, 0.12901, 0.0312703, 0.00021715
738, 5.43916, 65.1254, 27802.9, 12.0419, 0.127432, 0.0344243, 0.000239058
739, 5.86099, 66.7978, 19772.5, 12.2829, 0.13104, 0.034841, 0.000241903
740, 6.00658, 61.32, 29180.4, 12.1775, 0.127402, 0.0334216, 0.000232094
741, 6.77798, 69.9513, 33917, 12.3583, 0.131163, 0.031808, 0.000220888
742, 5.85828, 60.6827, 27252.2, 12.1094, 0.128286, 0.0338756, 0.000235246
743, 5.61231, 65.9476, 26256.8, 12.0569, 0.127732, 0.0343652, 0.000238648
744, 5.55967, 57.0874, 33675.9, 12.4871, 0.133703, 0.0335044, 0.00023267
745, 6.16832, 59.7452, 23914.3, 12.2357, 0.129921, 0.0338444, 0.000235031
746, 6.26047, 66.1795, 29540.9, 12.442, 0.134036, 0.0330197, 0.000229303
747, 5.65129, 64.124, 29798.6, 12.0811, 0.127859, 0.0338563, 0.000235113
748, 5.28273, 62.0214, 30679.7, 12.6661, 0.136613, 0.0342865, 0.000238101
749, 5.9448, 64.4093, 30100.8, 12.0145, 0.127168, 0.0333963, 0.000231918
750, 6.35848, 62.7616, 24451.5, 12.2489, 0.130003, 0.0335033, 0.000232659
751, 5.66454, 64.2451, 26876.3, 12.3082, 0.131487, 0.0342079, 0.000237555
752, 5.68386, 49.6719, 24510.4, 12.231, 0.130261, 0.0344838, 0.000239468
753, 6.06087, 56.9359, 30768.9, 12.2324, 0.130753, 0.0331504, 0.000230211
754, 5.90327, 62.1299, 29859.6, 11.4087, 0.116914, 0.0334852, 0.000232536
755, 7.04027, 58.2854, 28346, 12.3747, 0.131882, 0.0320985, 0.000222906
756, 5.99936, 57.0213, 30728.2, 12.1479, 0.129497, 0.0332419, 0.000230847
757, 5.9895, 54.4207, 35150.8, 12.4445, 0.132973, 0.0327227, 0.000227241
758, 6.56472, 66.2015, 31216.6, 12.3434, 0.130843, 0.0324027, 0.000225019
759, 5.04255, 67.5442, 31967.8, 12.3738, 0.131373, 0.0344791, 0.000239439
760, 6.22087, 70.2505, 28109.1, 12.3964, 0.132446, 0.0332492, 0.000230898
761, 6.69212, 54.6248, 29611.5, 12.1818, 0.128732, 0.0324183, 0.000225128
762, 6.72732, 56.0775, 36865.7, 12.4899, 0.133439, 0.0315411, 0.000219036
763, 6.21574, 54.9486, 22835.9, 12.2142, 0.129835, 0.0339108, 0.000235496
764, 5.94699, 58.2652, 26616.6, 11.846, 0.124421, 0.0338264, 0.000234906
765, 6.49118, 55.7313, 30131.3, 12.1174, 0.127628, 0.0326304, 0.000226601
766, 5.58982, 65.5151, 30961.1, 12.5186, 0.133829, 0.0337995, 0.000234718
767, 5.79463, 56.7447, 28196.4, 11.6686, 0.121908, 0.0338493, 0.000235065
768, 5.57462, 50.779, 28906.2, 12.3796, 0.132079, 0.0340814, 0.000236679
769, 6.53624, 63.9737, 32752.1, 12.324, 0.130551, 0.0322621, 0.000224042
770, 6.63856, 60.3456, 25459.2, 12.3044, 0.130354, 0.0329851, 0.000229062
771, 6.61791, 51.5603, 30329.3, 12.477, 0.133905, 0.0324347, 0.000225241
772, 6.65356, 59.3456, 27504.5, 12.2408, 0.130092, 0.0327195, 0.000227219
773, 5.71978, 54.4583, 30745.3, 12.271, 0.130444, 0.0336384, 0.000233601
774, 5.32568, 58.1523, 35797.8, 12.354, 0.131526, 0.0335768, 0.000233175
775, 6.09768, 57.7528, 30472.8, 12.373, 0.132463, 0.0331346, 0.000230102
776, 5.72711, 59.781, 29515.4, 12.0027, 0.12594, 0.0337817, 0.000234595
777, 6.57928, 57.2204, 27972.3, 12.2781, 0.130404, 0.032766, 0.000227542
778, 5.96176, 57.0076, 25812.2, 11.9687, 0.126349, 0.0339062, 0.00023546
779, 6.38501, 67.8037, 28252.2, 12.3607, 0.132379, 0.0330016, 0.000229177
780, 6.43444, 52.0562, 28883.2, 12.4655, 0.132472, 0.0328571, 0.000228174
781, 5.79253, 59.3077, 32104.3, 12.1846, 0.129428, 0.0333663, 0.00023171
782, 5.09873, 60.2616, 32160.2, 12.4447, 0.133241, 0.03437, 0.000238681
783, 6.19001, 60.7335, 27861.9, 12.0462, 0.127239, 0.0333231, 0.00023141
784, 4.78359, 62.4536, 27651.1, 12.2114, 0.130035, 0.0354516, 0.000246194
785, 5.88526, 61.2669, 36413.2, 12.4071, 0.131886, 0.0327159, 0.000227193
786, 6.31804, 64.2201, 35070.3, 12.3244, 0.130449, 0.0322856, 0.000224206
787, 6.286, 62.9047, 30874.3, 12.9015, 0.139108, 0.032824, 0.000227945
788, 5.66435, 54.1128, 31366.6, 12.4198, 0.132385, 0.0336409, 0.000233617
789, 6.11375, 63.1926, 33260.2, 12.0358, 0.126336, 0.0327768, 0.000227617
790, 6.27534, 59.7641, 27224.9, 11.9027, 0.125135, 0.0332803, 0.000231113
791, 5.72156, 60.9842, 28568.4, 11.7746, 0.122933, 0.0339089, 0.000235478
792, 5.36747, 58.1466, 36559.8, 12.3666, 0.131755, 0.0334228, 0.000232106
793, 6.13397, 70.9689, 26536.2, 12.3858, 0.131653, 0.0335664, 0.000233103
794, 6.26348, 61.3143, 32644.7, 12.2434, 0.129904, 0.0326443, 0.000226696
795, 5.33167, 63.6905, 29948.3, 12.1299, 0.128371, 0.0343078, 0.000238249
796, 6.03467, 56.3111, 27418.4, 11.8362, 0.12421, 0.0335995, 0.00023333
797, 6.1402, 49.1735, 37656.1, 12.382, 0.131778, 0.0322242, 0.000223783
798, 5.81612, 52.3962, 23755.5, 12.2429, 0.130383, 0.0343835, 0.000238774
799, 6.31125, 56.09, 31105.2, 12.2929, 0.130732, 0.0327616, 0.000227512
800, 3.99525, 65.1369, 30576.4, 12.1461, 0.129403, 0.0363155, 0.000252189
801, 6.07873, 63.2935, 24348.4, 12.308, 0.131043, 0.0339203, 0.000235556
802, 6.4136, 58.8548, 30361.6, 12.0071, 0.12533, 0.0327094, 0.000227149
803, 5.9697, 60.4149, 31618, 11.9726, 0.125829, 0.0331753, 0.000230384
804, 6.17793, 62.1788, 31985.6, 12.3622, 0.132298, 0.0328405, 0.000228059
805, 6.46901, 65.0001, 24236.4, 12.269, 0.130283, 0.0333724, 0.000231747
806, 5.50716, 59.2988, 28574.4, 11.5886, 0.120549, 0.0342236, 0.000237664
807, 6.39638, 74.1874, 31239.1, 12.2458, 0.129568, 0.0326289, 0.00022659
808, 6.33146, 55.5298, 29695.6, 12.0486, 0.126737, 0.0329023, 0.000228489
809, 6.16684, 62.801, 29016.3, 12.6137, 0.135477, 0.0332147, 0.000230657
810, 6.61568, 60.6489, 31583.2, 12.059, 0.126131, 0.0322913, 0.000224245
811, 4.40876, 69.7689, 32974.7, 12.2224, 0.130143, 0.0353184, 0.000245269
812, 5.98654, 61.1714, 29320.7, 12.0819, 0.125942, 0.0334329, 0.000232172
813, 5.47189, 63.2266, 35433.3, 12.4475, 0.132478, 0.0334128, 0.000232033
814, 5.60522, 53.0251, 30370.9, 12.4064, 0.132449, 0.0338512, 0.000235079
815, 6.02018, 64.8748, 23831, 12.3138, 0.13116, 0.0340718, 0.000236607
816, 5.56636, 52.6732, 29601.1, 12.4932, 0.133748, 0.0340052, 0.000236149
817, 5.64024, 48.3638, 29316.4, 12.2654, 0.130494, 0.033933, 0.00023565
818, 6.16472, 54.8897, 25435.4, 12.2307, 0.129938, 0.0336591, 0.000233745
819, 6.08211, 60.3294, 28222.9, 12.2003, 0.128538, 0.033432, 0.000232166
820, 5.74108, 52.8523, 29425.6, 12.6783, 0.13582, 0.0337726, 0.000234533
821, 5.31123, 63.1324, 30009.6, 12.2274, 0.129881, 0.0343303, 0.000238406
822, 6.75451, 61.8527, 28811.8, 12.2396, 0.129985, 0.0324276, 0.000225192
823, 7.47242, 64.8461, 33307.1, 12.284, 0.129689, 0.0309855, 0.00021517
824, 6.48883, 64.9628, 27081.5, 12.1567, 0.128611, 0.0329982, 0.000229152
825, 5.53465, 69.197, 37366.2, 12.392, 0.131958, 0.0330878, 0.000229773
826, 6.47207, 56.0649, 29408.2, 11.9926, 0.12543, 0.0327424, 0.000227379
827, 6.32036, 56.4887, 29157.6, 12.1273, 0.127884, 0.0329824, 0.000229045
828, 6.3895, 61.7116, 26464, 11.7887, 0.122809, 0.0332122, 0.000230639
829, 6.95587, 61.5097, 25065.9, 12.4226, 0.132293, 0.0325948, 0.000226349
830, 5.39747, 63.3721, 28650.2, 12.0301, 0.127308, 0.0343771, 0.00023873
831, 5.93808, 63.1612, 30267.7, 11.5761, 0.119774, 0.0333852, 0.000231842
832, 6.74492, 56.4508, 29875.3, 12.2393, 0.129628, 0.0323163, 0.00022442
833, 6.05325, 65.2757, 31692.8, 12.5389, 0.134432, 0.0330491, 0.000229507
834, 7.14934, 60.1037, 30430.1, 12.2425, 0.129286, 0.0317173, 0.000220259
835, 7.49272, 53.6676, 35195.7, 12.2989, 0.130006, 0.0307538, 0.000213565
836, 5.12636, 67.3018, 32331, 12.3283, 0.130757, 0.0343068, 0.000238242
837, 6.51199, 56.7932, 34148.3, 12.4684, 0.132594, 0.0321329, 0.000223144
838, 5.7576, 46.8472, 33810.3, 12.2977, 0.130829, 0.0332071, 0.000230601
839, 5.89495, 60.3795, 28326.2, 12.015, 0.12575, 0.0336876, 0.000233942
840, 6.03881, 60.912, 25196.1, 12.3734, 0.131993, 0.0338716, 0.000235219
841, 6.09898, 62.4848, 31257.9, 12.3582, 0.131522, 0.0330377, 0.000229428
842, 5.11593, 54.3547, 30951.6, 12.5786, 0.135967, 0.0345009, 0.000239589
843, 6.28874, 59.484, 27467.2, 12.0325, 0.127153, 0.0332318, 0.000230776
844, 5.1972, 52.1123, 32074.6, 12.3074, 0.13129, 0.0342344, 0.000237738
845, 6.41011, 69.0539, 32897.8, 12.3606, 0.131575, 0.0324151, 0.000225105
846, 6.09634, 53.9506, 33733.8, 12.4845, 0.13413, 0.0327444, 0.000227391
847, 6.79972, 61.669, 33406.9, 12.2092, 0.128572, 0.0318374, 0.000221091
848, 7.07093, 59.1642, 27782.8, 12.3782, 0.131958, 0.0321226, 0.000223072
849, 5.374, 62.8779, 28370.6, 12.0556, 0.127706, 0.0344484, 0.000239225
850, 6.23197, 56.8468, 32476.8, 12.4796, 0.133393, 0.0327074, 0.000227135
851, 6.11919, 61.4747, 30671.4, 12.1846, 0.128934, 0.0330804, 0.000229725
852, 5.47715, 57.7433, 34802.1, 12.3912, 0.132072, 0.0334831, 0.000232523
853, 5.75304, 58.4821, 26056.6, 11.9175, 0.125845, 0.0341818, 0.000237374
854, 6.04345, 59.6515, 30292.8, 12.242, 0.129467, 0.0332329, 0.000230784
855, 5.86749, 48.8684, 26013.3, 12.2564, 0.130469, 0.0340186, 0.00023624
856, 5.1196, 55.4259, 26737.7, 12.3507, 0.132253, 0.0350504, 0.000243407
857, 4.85363, 63.9671, 31754.3, 12.2523, 0.130172, 0.034793, 0.000241619
858, 5.11134, 62.5267, 28380.9, 12.2335, 0.130138, 0.0348447, 0.000241979
859, 5.63102, 67.4021, 27824.7, 12.1956, 0.129338, 0.0341362, 0.000237057
860, 6.55338, 70.1926, 28746.9, 12.2958, 0.131062, 0.0327094, 0.000227149
861, 5.09348, 64.9834, 34102.1, 12.4091, 0.132575, 0.0341285, 0.000237004
862, 6.00281, 55.3155, 28872.7, 11.6193, 0.120344, 0.0334649, 0.000232396
863, 6.34192, 68.9331, 30062.1, 12.3041, 0.130838, 0.0328439, 0.000228083
864, 7.12742, 49.946, 26315.3, 12.1437, 0.12806, 0.0322165, 0.000223722
865, 5.78988, 55.8147, 28988, 12.0149, 0.126268, 0.0337568, 0.000234422
866, 6.21928, 65.9705, 23675.5, 12.2834, 0.130629, 0.0338006, 0.000234722
867, 5.77191, 57.1398, 26860, 11.8748, 0.125484, 0.0340516, 0.000236469
868, 6.60097, 61.6275, 31562.3, 12.1834, 0.128027, 0.0323135, 0.0002244
869, 6.54564, 57.6673, 31098.9, 12.0588, 0.126353, 0.0324423, 0.000225294
870, 5.3923, 53.3422, 27586.9, 12.2891, 0.131202, 0.0345226, 0.000239742
871, 5.73565, 66.0255, 24402.9, 12.3954, 0.132433, 0.0344205, 0.000239031
872, 5.58679, 66.7424, 31357.4, 12.6424, 0.134828, 0.0337542, 0.000234404
873, 6.68741, 47.3023, 30859.8, 12.281, 0.130523, 0.0322788, 0.00022416
874, 6.35024, 69.1774, 29246.3, 12.325, 0.131629, 0.0329303, 0.000228682
875, 7.87837, 62.2509, 31542.6, 12.2259, 0.1288, 0.0306701, 0.000212992
876, 5.91474, 56.682, 26934.1, 11.8388, 0.124648, 0.0338334, 0.000234954
877, 7.37546, 74.3867, 28955.2, 12.2254, 0.128912, 0.0315892, 0.000219377
878, 6.363, 55.0602, 28527.1, 12.1049, 0.127351, 0.032999, 0.000229161
879, 4.99332, 54.6154, 31114.5, 12.4722, 0.134244, 0.0346648, 0.000240726
880, 5.93524, 61.6377, 30171.8, 11.4322, 0.116937, 0.0334011, 0.000231951
881, 5.46088, 55.8265, 26670.4, 12.5835, 0.135508, 0.0345387, 0.000239852
882, 6.15648, 62.2389, 30159.3, 12.314, 0.130447, 0.0330903, 0.000229793
883, 5.88133, 54.5528, 34032.9, 12.4516, 0.133343, 0.0330064, 0.000229211
884, 6.17057, 64.3299, 32186.1, 12.4151, 0.13305, 0.0328267, 0.000227963
885, 5.4055, 60.1102, 34199.2, 12.4919, 0.133437, 0.0336609, 0.000233757
886, 5.92209, 67.2079, 34829.1, 12.3741, 0.131669, 0.0328541, 0.000228153
887, 6.47452, 54.1864, 34577.9, 12.4727, 0.133005, 0.0321332, 0.000223147
888, 5.99255, 66.4354, 33141.3, 12.2853, 0.130663, 0.032959, 0.000228882
889, 6.42029, 65.2467, 31137.2, 12.5683, 0.133402, 0.0326083, 0.000226447
890, 5.85296, 61.3538, 30193.3, 11.438, 0.117144, 0.0335158, 0.000232748
891, 5.68192, 45.5069, 29588.4, 12.235, 0.130102, 0.0338379, 0.000234993
892, 6.50703, 58.082, 22591.1, 12.1705, 0.129076, 0.0335207, 0.000232785
893, 6.08911, 69.1255, 28273.5, 12.3624, 0.131742, 0.0334158, 0.000232055
894, 7.07861, 62.654, 27350.8, 12.3408, 0.131221, 0.0321623, 0.000223346
895, 5.44503, 58.9639, 31264.8, 12.794, 0.138431, 0.0339723, 0.000235918
896, 6.15327, 56.6723, 31743.4, 12.483, 0.134165, 0.0329037, 0.000228498
897, 6.29217, 60.1391, 26948.4, 11.814, 0.123631, 0.0332904, 0.000231183
898, 6.46223, 51.7837, 33363.5, 12.3291, 0.131126, 0.0322904, 0.000224239
899, 5.80437, 55.8426, 24197, 12.1311, 0.128346, 0.0343443, 0.000238503
900, 6.35965, 55.1958, 29668.6, 12.0396, 0.126528, 0.0328665, 0.00022824
901, 5.17007, 56.2854, 26159.4, 12.4204, 0.133273, 0.0350496, 0.000243401
902, 6.35353, 49.8468, 30086.6, 12.6695, 0.136852, 0.032825, 0.000227951
903, 7.05269, 56.5806, 34945.7, 12.3216, 0.130479, 0.031337, 0.000217612
904, 4.81574, 71.6664, 31484.7, 12.2423, 0.130236, 0.0348872, 0.000242267
905, 6.38196, 62.2262, 31552.7, 12.6787, 0.136642, 0.0326115, 0.000226469
906, 5.69602, 67.1128, 31869.6, 12.5434, 0.133694, 0.033533, 0.000232868
907, 6.61085, 56.6533, 31901.4, 12.1769, 0.128369, 0.0322608, 0.000224034
908, 6.46682, 67.8843, 31086.6, 12.3228, 0.1308, 0.0325508, 0.000226047
909, 5.84706, 59.0658, 29097.9, 12.2123, 0.128051, 0.0336604, 0.000233753
910, 6.56166, 73.1349, 31804.8, 12.2673, 0.130072, 0.0323382, 0.000224571
911, 6.25199, 59.2536, 28945.3, 12.6526, 0.13499, 0.0331036, 0.000229886
912, 6.01294, 65.6984, 32141.7, 12.37, 0.132279, 0.0330511, 0.000229522
913, 6.54032, 62.0982, 38086.1, 12.4351, 0.132262, 0.0316471, 0.000219774
914, 4.58639, 59.5176, 31946.9, 12.2191, 0.130118, 0.0351794, 0.000244298
915, 5.3235, 65.7895, 24806.5, 12.1145, 0.128659, 0.0349933, 0.000243009
916, 5.26425, 55.8895, 31502.1, 12.5594, 0.135353, 0.0342084, 0.000237558
917, 6.52884, 68.8435, 30933.3, 12.2564, 0.129881, 0.0324845, 0.000225587
918, 6.19505, 58.2947, 33438, 12.4453, 0.131892, 0.032644, 0.000226694
