Run #, fc, fy, E, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1
306, 5.62834, 53.3793, 26755.7, 12.2846, 0.131226, 0.0342771, 0.000238036
307, 5.50542, 66.4018, 31125, 12.4779, 0.132519, 0.0339017, 0.000235429
308, 6.54947, 64.3536, 29550.1, 11.9463, 0.124811, 0.0326195, 0.000226524
309, 5.83776, 56.002, 32575.7, 12.5261, 0.134083, 0.0332444, 0.000230864
310, 5.76, 71.9585, 34858.6, 12.3441, 0.131166, 0.0330763, 0.000229697
311, 4.74097, 56.4218, 28823.6, 12.2281, 0.130421, 0.0353596, 0.000245553
312, 5.48155, 55.957, 28240.3, 11.9763, 0.126857, 0.0343045, 0.000238227
313, 5.7786, 59.3643, 37950.4, 12.4171, 0.132326, 0.0326803, 0.000226943
314, 5.60277, 61.4656, 28245.3, 11.7655, 0.123338, 0.0341243, 0.000236974
315, 4.92159, 66.7858, 29646.5, 12.2683, 0.130413, 0.034968, 0.000242834
316, 5.60886, 62.8341, 31156.5, 11.8209, 0.123502, 0.0337473, 0.000234356
317, 6.10969, 55.01, 26399.1, 12.1662, 0.129014, 0.0336184, 0.000233461
318, 5.51566, 57.7703, 23516.2, 12.2183, 0.129694, 0.0348694, 0.00024215
319, 5.7757, 63.8611, 32725.4, 12.17, 0.128969, 0.033314, 0.000231347
320, 5.42217, 61.554, 34018, 12.4703, 0.133077, 0.0336594, 0.000233746
321, 6.84099, 65.3577, 32530.4, 12.3833, 0.131607, 0.0318828, 0.000221408
322, 6.27205, 52.4134, 27303.2, 12.1357, 0.128232, 0.0332754, 0.000231079
323, 5.29959, 55.6495, 25920.7, 12.5315, 0.134775, 0.0348821, 0.000242237
324, 5.51744, 60.2784, 32701.7, 12.5264, 0.134607, 0.0336862, 0.000233932
325, 6.7352, 52.487, 25647.3, 12.0622, 0.126593, 0.0328283, 0.000227976
326, 7.08374, 56.1139, 29411, 12.2575, 0.129627, 0.0319189, 0.000221659
327, 5.74885, 60.2939, 36008.5, 12.3621, 0.131339, 0.0329528, 0.000228839
328, 6.42348, 52.4705, 30831.6, 12.458, 0.1337, 0.0326401, 0.000226668
329, 6.20907, 66.4839, 30613.9, 12.6604, 0.13548, 0.032962, 0.000228902
330, 5.85561, 57.983, 32204, 12.3038, 0.131289, 0.0332646, 0.000231004
331, 5.9157, 55.9048, 35725.4, 12.4033, 0.132118, 0.0327558, 0.000227472
332, 6.42463, 70.6531, 31347.4, 12.1658, 0.128266, 0.0325775, 0.000226233
333, 5.46973, 62.0571, 30632, 12.0012, 0.126313, 0.0340163, 0.000236224
334, 5.97038, 51.2172, 29751.4, 12.3718, 0.131787, 0.0334028, 0.000231965
335, 6.07642, 69.005, 25019.9, 12.3321, 0.131194, 0.033839, 0.000234993
336, 5.6108, 58.3099, 24933.2, 12.0529, 0.127039, 0.034539, 0.000239855
337, 6.44657, 58.703, 29768.7, 12.0416, 0.125583, 0.0327346, 0.000227324
338, 5.15188, 61.9331, 35229.3, 12.4327, 0.132713, 0.0338997, 0.000235415
339, 6.43794, 59.6566, 32246.6, 12.1794, 0.128796, 0.0324536, 0.000225372
340, 5.5192, 63.9422, 30708.6, 11.9374, 0.125691, 0.0339342, 0.000235654
341, 5.56212, 63.7739, 29681.1, 11.912, 0.125309, 0.0340014, 0.000236121
342, 6.16223, 50.7202, 24108.1, 12.2441, 0.130248, 0.0338285, 0.000234921
343, 5.17389, 71.3871, 32696.2, 12.2952, 0.130753, 0.0341896, 0.000237426
344, 6.76957, 65.8393, 33509.6, 12.3709, 0.13143, 0.0318653, 0.000221285
345, 7.56178, 68.6797, 30981.4, 12.246, 0.129138, 0.0311259, 0.00021616
346, 5.52995, 61.6516, 31372.9, 12.1948, 0.129187, 0.0338347, 0.000234963
347, 6.10316, 57.7041, 29366.5, 12.4945, 0.13325, 0.0332617, 0.000230984
348, 7.27086, 65.567, 30825.4, 12.0475, 0.125621, 0.0315151, 0.000218857
349, 5.98314, 72.7909, 29335.4, 12.2745, 0.130181, 0.0334358, 0.000232195
350, 6.28207, 50.2291, 24895.7, 12.2361, 0.130047, 0.0335574, 0.000233037
351, 5.71429, 67.4328, 33194.2, 12.2926, 0.130686, 0.0333436, 0.000231553
352, 5.6044, 54.3412, 31253.6, 12.4212, 0.132493, 0.0337416, 0.000234317
353, 6.0245, 58.4533, 33546.8, 12.3983, 0.131453, 0.0328658, 0.000228235
354, 4.27284, 66.8506, 32681.9, 12.2062, 0.130027, 0.0355723, 0.000247034
355, 5.13803, 65.0146, 23044.5, 12.3033, 0.131757, 0.0355204, 0.00024667
356, 5.75503, 68.4798, 26646.7, 12.2175, 0.129671, 0.0341035, 0.000236831
357, 6.89124, 66.6432, 32952.7, 12.4278, 0.132382, 0.031769, 0.000220617
358, 5.97922, 69.4036, 28349.7, 12.3256, 0.130993, 0.0335634, 0.00023308
359, 6.91579, 48.0713, 26068.8, 12.2008, 0.129157, 0.0325307, 0.000225903
360, 5.82258, 67.9046, 32921.9, 12.3104, 0.130876, 0.0332237, 0.00023072
361, 5.84273, 63.6154, 29470.5, 11.7879, 0.123784, 0.0336203, 0.000233473
362, 6.24283, 61.3777, 31392.2, 12.6951, 0.138036, 0.0328218, 0.000227929
363, 6.64119, 54.4796, 28264.6, 12.2633, 0.12928, 0.0326462, 0.00022671
364, 6.36987, 58.9067, 31221.8, 12.2324, 0.130141, 0.0326672, 0.000226856
365, 5.87414, 66.2302, 27877.7, 12.3124, 0.131242, 0.0337739, 0.00023454
366, 5.54713, 62.3179, 32015.1, 12.2606, 0.130613, 0.0337292, 0.00023423
367, 6.25819, 55.9885, 28301.5, 12.0567, 0.127126, 0.0331731, 0.000230369
368, 5.50042, 61.5812, 27275.1, 11.9991, 0.126739, 0.0344009, 0.000238895
369, 6.45903, 56.4385, 31708.9, 12.2498, 0.129718, 0.0324882, 0.000225612
370, 6.80915, 55.765, 26797.8, 12.2083, 0.129051, 0.0325902, 0.000226322
371, 5.72938, 59.2155, 26759.9, 11.9366, 0.126012, 0.034127, 0.000236993
372, 6.55622, 59.8196, 30992.1, 11.9751, 0.124858, 0.0324405, 0.000225282
373, 5.24525, 66.7161, 27163.9, 12.0249, 0.127055, 0.0348009, 0.000241672
374, 5.34351, 67.7563, 30942.6, 12.37, 0.130112, 0.0341627, 0.000237241
375, 5.86422, 52.2128, 31653.7, 12.478, 0.133294, 0.0333199, 0.000231388
376, 6.08502, 63.4083, 28592.5, 12.41, 0.13324, 0.0333824, 0.000231821
377, 5.84947, 59.862, 25761.3, 12.2203, 0.129993, 0.0340772, 0.000236647
378, 6.13597, 68.0972, 30440, 12.3675, 0.131743, 0.033085, 0.000229757
379, 6.10127, 65.8809, 26418.2, 12.4186, 0.132518, 0.0336282, 0.000233528
380, 6.39857, 59.5928, 31021.7, 12.2059, 0.129544, 0.0326517, 0.000226748
381, 5.27714, 60.2467, 30868.9, 12.9832, 0.141273, 0.0342705, 0.00023799
382, 7.32256, 66.9608, 30764.2, 12.1926, 0.128208, 0.0314552, 0.000218442
383, 5.76646, 48.6384, 31210.1, 12.4777, 0.133169, 0.0335138, 0.000232735
384, 6.60563, 66.3363, 25627.1, 12.2711, 0.130143, 0.0330109, 0.000229237
385, 6.48628, 49.5523, 31832.2, 12.338, 0.131723, 0.0324367, 0.000225255
386, 6.01049, 64.0902, 31509.7, 12.3836, 0.131865, 0.0331312, 0.000230077
387, 5.34799, 58.589, 29961.1, 12.7854, 0.139124, 0.0342819, 0.000238069
388, 7.53913, 67.2883, 31400, 12.2444, 0.129089, 0.0311089, 0.000216039
389, 6.45365, 61.4559, 23879.7, 12.2679, 0.130321, 0.033438, 0.000232207
390, 6.18473, 55.2344, 34519, 12.6596, 0.135679, 0.0325304, 0.000225906
391, 6.88023, 62.5661, 34318.3, 12.3238, 0.130473, 0.0316294, 0.000219644
392, 5.71442, 60.6749, 27660.4, 11.8459, 0.124307, 0.0340344, 0.000236349
393, 5.09134, 63.1171, 32550.4, 12.1979, 0.129615, 0.0343307, 0.000238408
394, 6.083, 61.051, 27987.9, 12.0792, 0.127234, 0.0334598, 0.000232359
395, 5.81123, 61.7481, 33107.8, 12.1499, 0.128785, 0.0332169, 0.000230673
396, 6.49381, 62.9547, 30613.2, 12.3363, 0.129904, 0.0325698, 0.00022618
397, 5.32712, 48.1418, 24538.3, 12.2073, 0.130103, 0.0350228, 0.00024321
398, 5.22944, 57.4236, 31475.8, 12.6381, 0.136494, 0.0342634, 0.00023794
399, 5.61508, 67.8306, 27929, 12.2108, 0.129443, 0.0341464, 0.000237128
400, 5.89371, 65.3961, 27815.3, 12.3415, 0.13184, 0.0337534, 0.000234398
401, 6.05039, 60.9035, 28130.5, 12.1258, 0.127591, 0.0334887, 0.00023256
402, 5.42597, 60.5908, 33643, 12.5225, 0.134233, 0.0337008, 0.000234033
403, 5.8311, 58.0676, 31122.6, 12.0282, 0.127473, 0.0334322, 0.000232168
404, 5.70446, 55.2557, 35443.6, 12.3644, 0.131748, 0.033083, 0.000229745
405, 4.88797, 62.1618, 32214.5, 12.2009, 0.129364, 0.0346803, 0.000240835
406, 5.79318, 51.8861, 31289.9, 12.4625, 0.133028, 0.0334657, 0.000232401
407, 5.72475, 59.4447, 33864.1, 12.358, 0.131955, 0.0332466, 0.00023088
408, 6.5603, 57.8369, 28225.8, 12.2774, 0.13041, 0.0327619, 0.000227514
409, 5.83505, 49.7089, 24670.2, 12.2359, 0.130254, 0.0342377, 0.000237759
410, 5.03472, 64.7382, 28334.1, 12.2121, 0.129697, 0.0349685, 0.000242838
411, 7.23002, 60.4774, 29300.5, 12.3018, 0.13039, 0.0317396, 0.000220414
412, 6.30044, 61.9717, 29509, 12.6102, 0.133981, 0.0329679, 0.000228943
413, 7.00307, 61.8871, 32216.8, 12.1875, 0.128168, 0.0317063, 0.000220181
414, 5.87789, 57.8786, 32885.3, 12.4262, 0.132721, 0.0331502, 0.000230209
415, 5.75741, 58.5515, 26779.4, 11.8683, 0.125098, 0.0340832, 0.000236688
416, 5.78593, 54.9858, 29194.5, 12.2914, 0.130201, 0.0337366, 0.000234282
417, 4.97839, 70.334, 32122.3, 12.284, 0.130679, 0.0345558, 0.00023997
418, 5.55818, 60.2209, 28188.4, 11.5935, 0.120536, 0.0341974, 0.000237482
419, 4.64928, 52.3223, 31383.6, 12.2301, 0.130423, 0.0351576, 0.00024414
420, 6.66593, 54.8646, 29598.6, 12.1356, 0.127949, 0.0324553, 0.000225385
421, 5.21685, 62.9695, 28691.1, 12.211, 0.1298, 0.0346434, 0.00024058
422, 6.26194, 55.3996, 26722.6, 12.2287, 0.129727, 0.0333608, 0.000231673
423, 4.71924, 49.2483, 27532.9, 12.1772, 0.129799, 0.0355699, 0.00024701
424, 6.97113, 61.805, 33072.8, 12.2589, 0.129406, 0.0316514, 0.000219799
425, 5.6975, 57.1859, 28316.1, 11.5218, 0.119667, 0.033976, 0.000235944
426, 6.14283, 54.3933, 26032, 12.2136, 0.12969, 0.0336163, 0.000233448
427, 5.93199, 61.871, 25989, 12.7715, 0.138417, 0.0339274, 0.000235606
428, 6.29862, 65.4387, 27442.3, 12.2337, 0.130161, 0.033221, 0.0002307
429, 5.99161, 65.2014, 28755.8, 12.2625, 0.131737, 0.0334955, 0.000232607
430, 6.38256, 56.8863, 25891.1, 12.1921, 0.129053, 0.0332918, 0.000231194
431, 6.517, 57.9246, 30048.8, 11.976, 0.124774, 0.0326049, 0.000226423
432, 6.20345, 54.4952, 26280.3, 12.222, 0.129735, 0.0334986, 0.00023263
433, 6.25264, 56.3556, 32388.5, 12.4596, 0.133163, 0.0326896, 0.000227011
434, 6.24183, 48.9839, 23982.1, 12.2365, 0.130128, 0.0337288, 0.000234227
435, 6.69618, 55.0372, 28116.8, 12.2603, 0.129532, 0.0325886, 0.00022631
436, 5.51387, 69.5943, 28915.5, 12.219, 0.128954, 0.0341699, 0.000237291
437, 5.35754, 53.4939, 27572.2, 12.289, 0.131189, 0.0345769, 0.000240119
438, 7.01655, 55.1131, 32324.4, 11.8775, 0.124221, 0.0316766, 0.000219976
439, 5.65627, 46.1334, 28833.7, 12.2313, 0.130086, 0.0339706, 0.000235914
440, 6.10475, 51.7462, 26586.2, 12.1539, 0.128833, 0.0336022, 0.000233349
441, 6.48196, 65.599, 27731, 12.1517, 0.128668, 0.0329295, 0.000228675
442, 6.33264, 65.2003, 29066.2, 12.308, 0.131891, 0.0329764, 0.000229002
443, 6.43347, 68.2103, 28858.6, 12.3208, 0.131772, 0.0328614, 0.000228204
444, 6.70685, 60.7487, 33835.6, 12.1778, 0.128038, 0.0319107, 0.0002216
445, 5.74565, 58.6512, 34615.7, 12.3471, 0.13135, 0.0331256, 0.00023004
446, 5.42339, 61.218, 29719, 12.2316, 0.130482, 0.034201, 0.000237508
447, 5.86027, 68.3726, 27918.9, 12.3093, 0.13076, 0.0337888, 0.000234645
448, 5.67676, 60.023, 27704.9, 11.6739, 0.121673, 0.0340841, 0.000236695
449, 7.19261, 55.4616, 32168.1, 11.9464, 0.1251, 0.0314664, 0.000218515
450, 5.8188, 61.0778, 29821.7, 11.6286, 0.12003, 0.033611, 0.000233409
451, 5.9608, 51.9964, 21783, 12.2517, 0.130582, 0.0344217, 0.000239042
452, 6.55527, 64.4427, 39242.3, 12.4508, 0.132396, 0.0314981, 0.000218752
453, 6.66763, 64.0478, 29454.7, 11.9492, 0.12491, 0.0324699, 0.000225485
454, 5.0123, 59.7304, 23196, 12.2352, 0.130649, 0.0356988, 0.000247915
455, 6.04707, 69.6918, 28143.1, 12.3522, 0.131432, 0.0334919, 0.000232583
456, 6.49753, 61.8331, 26505.7, 11.833, 0.123293, 0.0330555, 0.000229551
457, 5.38563, 61.7918, 28433.4, 12.052, 0.127724, 0.0344228, 0.000239048
458, 5.50145, 55.7144, 34126.1, 12.4114, 0.13257, 0.033532, 0.000232862
459, 6.36143, 57.3182, 34225.7, 12.6463, 0.135008, 0.0323256, 0.000224483
460, 5.68548, 59.9012, 32032.7, 12.2453, 0.13026, 0.0335278, 0.000232832
461, 6.36763, 46.4482, 30093.1, 12.3336, 0.131529, 0.0328047, 0.000227811
462, 6.17303, 57.353, 28012.8, 12.0756, 0.127583, 0.0333286, 0.000231449
463, 5.5348, 57.4056, 26454, 12.415, 0.133063, 0.0344557, 0.000239276
464, 5.97825, 60.1633, 33813.4, 12.2019, 0.128868, 0.032898, 0.000228458
465, 6.18063, 64.1744, 31862.1, 12.5931, 0.135373, 0.0328515, 0.000228136
466, 5.24014, 49.4332, 33481.8, 12.2767, 0.130751, 0.0339916, 0.00023605
467, 6.07452, 62.4283, 32315.1, 11.9703, 0.125625, 0.0329443, 0.00022878
468, 6.56958, 55.497, 28436.6, 12.1419, 0.127648, 0.032724, 0.000227251
469, 5.14482, 59.2234, 28515.8, 12.271, 0.130892, 0.0347759, 0.000241501
470, 5.41878, 66.8185, 29129.5, 12.1263, 0.127963, 0.0342835, 0.00023808
471, 5.02358, 64.8263, 31573.5, 12.294, 0.1304, 0.0345589, 0.000239993
472, 6.86012, 56.1592, 38497.6, 12.4276, 0.132098, 0.0311892, 0.000216599
473, 6.4603, 63.2689, 26217.1, 12.0351, 0.126528, 0.0331427, 0.000230155
474, 6.10013, 54.737, 29640.2, 11.7763, 0.123294, 0.0332326, 0.000230782
475, 7.16597, 65.2355, 34335.3, 12.3299, 0.13047, 0.0312603, 0.000217078
476, 5.02502, 56.6349, 31737.8, 12.402, 0.132972, 0.0345354, 0.000239828
477, 6.30913, 57.4928, 27899, 12.2917, 0.130851, 0.0331505, 0.000230212
478, 5.93497, 62.397, 29443.1, 11.654, 0.12088, 0.0334914, 0.000232578
479, 5.42962, 62.2718, 30136.8, 11.9957, 0.126404, 0.0341384, 0.000237072
480, 7.02138, 59.3962, 25254, 12.5263, 0.133777, 0.0324835, 0.000225578
481, 4.91618, 65.8051, 31774.7, 12.3239, 0.130958, 0.0346951, 0.000240939
482, 6.58645, 52.2064, 27985.3, 12.5343, 0.133045, 0.0327545, 0.000227462
483, 5.59396, 58.22, 30052.7, 12.3996, 0.132911, 0.0339078, 0.000235471
484, 4.80848, 55.3432, 29153, 12.2763, 0.131174, 0.0352095, 0.00024451
485, 5.41493, 66.5915, 31322.5, 12.3026, 0.129635, 0.0340091, 0.000236175
486, 4.7729, 63.4888, 30639.1, 12.2583, 0.130555, 0.035065, 0.000243508
487, 6.53945, 63.0195, 33693.7, 12.2831, 0.129933, 0.0321488, 0.000223254
488, 4.90941, 63.4728, 29523.7, 12.2692, 0.130672, 0.0350031, 0.000243079
489, 5.83902, 59.1422, 32401.7, 12.2442, 0.130269, 0.0332639, 0.000230999
490, 5.85098, 61.1081, 28665.3, 11.987, 0.125417, 0.0337088, 0.000234088
491, 5.78134, 77.2385, 28560.3, 12.2487, 0.129894, 0.0338224, 0.000234883
492, 5.37135, 68.9668, 32458, 12.4285, 0.131997, 0.0339292, 0.00023562
493, 5.36987, 70.4128, 35947.2, 12.3531, 0.13148, 0.0334951, 0.000232602
494, 5.70375, 69.4773, 25606.1, 12.2351, 0.130012, 0.0343127, 0.000238284
495, 6.68091, 55.7515, 31645.1, 12.3722, 0.131889, 0.0321967, 0.000223589
496, 5.48641, 53.7156, 28600.5, 12.3737, 0.132485, 0.034251, 0.000237855
497, 6.60667, 58.7683, 32131.3, 11.8984, 0.123489, 0.0322397, 0.000223887
498, 6.40796, 62.5182, 26487.2, 11.8818, 0.124325, 0.0331834, 0.000230438
499, 6.71106, 66.6851, 26205.1, 12.2688, 0.130055, 0.0327954, 0.00022774
500, 5.35424, 58.0525, 27287.6, 12.237, 0.130188, 0.0346191, 0.000240411
501, 5.65284, 54.693, 32513, 12.6068, 0.13488, 0.033515, 0.000232743
502, 6.45537, 71.049, 28509.2, 12.3222, 0.131511, 0.0328729, 0.000228285
503, 5.51086, 58.7479, 30304.8, 12.6819, 0.137421, 0.0339974, 0.000236094
504, 5.64806, 57.8609, 33012, 12.4789, 0.133617, 0.0334602, 0.000232362
505, 5.58396, 57.5671, 27383.4, 11.9081, 0.125638, 0.0342624, 0.000237934
506, 6.34791, 64.8965, 25337, 12.2653, 0.130173, 0.0334092, 0.000232005
507, 6.05609, 52.8937, 21719.9, 12.2517, 0.130535, 0.0342878, 0.000238113
508, 5.9505, 59.6344, 30778.4, 11.9758, 0.126035, 0.0333049, 0.000231284
509, 6.01892, 60.8173, 29851.3, 11.9806, 0.124545, 0.0333216, 0.0002314
510, 6.17675, 65.9306, 30423.1, 12.7097, 0.136531, 0.03303, 0.000229375
511, 5.29531, 54.67, 26560.4, 12.4543, 0.133613, 0.0348041, 0.000241696
512, 5.80217, 57.3309, 25265.2, 11.8647, 0.1247, 0.0342104, 0.000237572
513, 5.49024, 54.3774, 27840.9, 12.2654, 0.131124, 0.034343, 0.000238494
514, 6.67698, 59.714, 27290.5, 12.2169, 0.129651, 0.0327128, 0.000227172
515, 6.30392, 61.1539, 33164.9, 12.1911, 0.128556, 0.0325277, 0.000225886
516, 6.50049, 63.8428, 29189.2, 11.861, 0.123546, 0.0327295, 0.000227288
517, 6.32202, 67.9718, 31155.5, 12.3743, 0.131445, 0.0327409, 0.000227367
518, 5.57626, 60.3038, 29418.2, 11.9599, 0.126533, 0.034014, 0.000236208
519, 6.18193, 60.0864, 27020.1, 11.8123, 0.123718, 0.0334381, 0.000232209
520, 6.05188, 59.7225, 32438.6, 12.1877, 0.128723, 0.0329609, 0.000228895
521, 5.28467, 69.8851, 28050.8, 12.1899, 0.129246, 0.0346246, 0.000240447
522, 6.47004, 64.021, 32675.2, 12.3448, 0.130973, 0.0323601, 0.000224723
523, 5.52634, 59.4052, 33998.2, 12.4539, 0.133099, 0.0335122, 0.000232724
524, 6.15089, 56.231, 30662.7, 12.235, 0.130458, 0.0330371, 0.000229425
525, 6.30538, 56.9872, 34165, 12.691, 0.135613, 0.0324083, 0.000225057
526, 6.58889, 60.8791, 29812.2, 11.92, 0.123792, 0.0325348, 0.000225937
527, 6.13315, 68.7193, 31456.7, 12.2916, 0.130621, 0.0329662, 0.000228932
528, 6.04018, 51.9303, 32801.4, 12.4245, 0.13319, 0.0329336, 0.000228705
529, 5.55286, 60.0741, 33242.5, 12.4742, 0.133816, 0.0335679, 0.000233111
530, 5.46565, 61.9873, 24728.8, 12.2412, 0.130225, 0.0347857, 0.000241569
531, 6.44876, 61.3386, 32226.5, 12.3262, 0.131106, 0.0324413, 0.000225287
532, 7.3533, 66.463, 30701.8, 12.1718, 0.127842, 0.0314227, 0.000218216
533, 6.12193, 70.5141, 33287.7, 12.3253, 0.130831, 0.0327624, 0.000227517
534, 5.65944, 69.3182, 33568.9, 12.3097, 0.130852, 0.0333755, 0.000231774
535, 6.02201, 43.7354, 27337.6, 12.376, 0.132128, 0.0336276, 0.000233531
536, 6.50871, 57.1634, 25574.4, 12.261, 0.130013, 0.0331526, 0.000230228
537, 5.4984, 37.484, 26652.5, 12.1402, 0.129028, 0.0344829, 0.000239507
538, 6.1632, 55.9295, 27633, 11.9872, 0.126236, 0.0333892, 0.00023187
539, 6.09353, 59.063, 31299.8, 12.3425, 0.132524, 0.0330403, 0.000229446
540, 6.24042, 74.8788, 26923.9, 12.2602, 0.129973, 0.0333663, 0.000231721
541, 5.25539, 66.5871, 33130.8, 12.2969, 0.130773, 0.0340138, 0.000236207
542, 5.34374, 57.9733, 35365.8, 12.3628, 0.131656, 0.0336045, 0.000233367
543, 6.92048, 60.2267, 29565.8, 12.401, 0.132288, 0.0321172, 0.000223037
544, 5.90459, 76.0839, 25939.7, 12.2453, 0.129923, 0.033973, 0.000235938
545, 5.64927, 56.258, 30449.6, 12.2716, 0.13066, 0.0337773, 0.000234565
546, 6.31597, 53.5946, 31845.4, 12.3745, 0.132163, 0.0326672, 0.000226855
547, 6.06725, 59.5419, 32035, 12.2641, 0.130483, 0.0329882, 0.000229084
548, 5.75163, 59.4706, 29973.6, 12.1247, 0.127824, 0.0336888, 0.00023395
549, 5.85576, 66.3147, 29231, 12.3995, 0.133022, 0.0336313, 0.000233551
550, 5.28673, 58.194, 22970.1, 12.242, 0.130577, 0.0352964, 0.000245118
551, 6.71879, 57.9576, 31315.5, 12.1248, 0.127386, 0.0321842, 0.000223502
552, 6.34399, 62.9824, 27597.9, 11.8944, 0.125538, 0.0331382, 0.000230125
553, 6.52535, 52.2923, 27038.1, 12.4429, 0.132073, 0.0329524, 0.000228836
554, 6.02309, 64.4637, 29027.2, 12.2063, 0.131302, 0.033417, 0.000232062
555, 5.63273, 58.0211, 35507.3, 12.3569, 0.131422, 0.0331759, 0.00023039
556, 6.02796, 57.0935, 27686.7, 11.7667, 0.123072, 0.0335758, 0.000233165
557, 7.74967, 61.9521, 30498.7, 12.2358, 0.129046, 0.0309427, 0.000214885
558, 4.70836, 58.9946, 32723.2, 12.1905, 0.129527, 0.0348874, 0.000242271
559, 5.52819, 56.6044, 26897, 12.3997, 0.13293, 0.0344083, 0.000238947
560, 6.74199, 66.5475, 26886.2, 12.2649, 0.129988, 0.0326718, 0.000226883
561, 7.09117, 63.5071, 28782.7, 12.3492, 0.131256, 0.0319808, 0.000222088
562, 6.65794, 62.6149, 33121.6, 12.228, 0.128909, 0.032057, 0.000222617
563, 5.67186, 62.1054, 29738, 11.4788, 0.118631, 0.0338339, 0.000234958
564, 5.66816, 59.0809, 28532.2, 11.4267, 0.11752, 0.0339916, 0.000236053
565, 6.03725, 55.6834, 26800.2, 12.0261, 0.127074, 0.0336727, 0.000233839
566, 6.37314, 47.2368, 28310.6, 12.3924, 0.132172, 0.0330111, 0.000229243
567, 6.75593, 71.5157, 30924.9, 12.2309, 0.129233, 0.0321797, 0.000223471
568, 5.69114, 55.1532, 28149.7, 12.1398, 0.129353, 0.0340064, 0.000236156
569, 6.05786, 58.1103, 36607.5, 12.3375, 0.13095, 0.0324574, 0.000225398
570, 6.27894, 61.5482, 39595.5, 12.4638, 0.132744, 0.0318191, 0.000220965
571, 6.33821, 51.6181, 37035.9, 12.3877, 0.131782, 0.0320314, 0.000222445
572, 4.99835, 51.2628, 35596.2, 12.2772, 0.1308, 0.0340782, 0.00023666
573, 6.5195, 53.6945, 32428.9, 12.3631, 0.131695, 0.0323222, 0.00022446
574, 6.14225, 42.9358, 36466.8, 12.3181, 0.13093, 0.0323592, 0.000224721
575, 5.92603, 62.6757, 31855.8, 11.9326, 0.124918, 0.0332078, 0.00023061
576, 5.94043, 53.6468, 29035.2, 12.179, 0.128067, 0.033534, 0.000232876
577, 6.58309, 65.5053, 22356.9, 12.2707, 0.13038, 0.033442, 0.00023222
578, 5.3139, 62.1869, 28936.2, 12.1876, 0.129642, 0.0344652, 0.000239342
579, 6.24528, 63.5249, 33935.1, 12.2175, 0.129003, 0.0325168, 0.000225811
580, 6.65484, 57.4921, 25701.7, 12.4099, 0.132158, 0.0329332, 0.000228704
581, 6.57704, 59.1834, 23403.9, 12.2991, 0.130806, 0.033321, 0.000231398
582, 6.71593, 61.1928, 32273.1, 12.0618, 0.126048, 0.0320776, 0.000222761
583, 6.43985, 53.7766, 31669.9, 12.4185, 0.132809, 0.0325188, 0.000225825
584, 6.25577, 60.2047, 26904.5, 11.8098, 0.123599, 0.0333473, 0.000231578
585, 6.17126, 65.6152, 26331.6, 12.3814, 0.131953, 0.0335385, 0.000232905
586, 6.40539, 63.3376, 31728.8, 12.6006, 0.134631, 0.0325588, 0.000226103
587, 5.70917, 65.3552, 26849.6, 12.28, 0.130946, 0.0341453, 0.00023712
588, 5.73948, 61.2072, 27702.7, 11.97, 0.126204, 0.0339922, 0.000236057
589, 5.53171, 64.5342, 30647, 12.1316, 0.128533, 0.0339237, 0.000235581
590, 6.35322, 63.5983, 33650.3, 12.2694, 0.129899, 0.0324039, 0.000225026
591, 5.69951, 57.0279, 28480.3, 11.5609, 0.120138, 0.0339522, 0.00023578
592, 4.76584, 58.0976, 29376, 12.2448, 0.130626, 0.0352458, 0.000244763
593, 5.73256, 64.4831, 31776.3, 12.2994, 0.130624, 0.0334922, 0.000232585
594, 6.12892, 61.2268, 30567.9, 12.2014, 0.129156, 0.0330793, 0.000229717
595, 5.71744, 58.1241, 33529.2, 12.4182, 0.132712, 0.0332979, 0.000231236
596, 5.79812, 53.2912, 29099.9, 12.6879, 0.135629, 0.0337308, 0.000234243
597, 6.37597, 51.0924, 29144.4, 12.6375, 0.135388, 0.0329068, 0.000228519
598, 6.08875, 61.7689, 32841, 11.9136, 0.124108, 0.0328615, 0.000228204
599, 5.61689, 73.4564, 27960.4, 12.2744, 0.130136, 0.0341396, 0.000237082
600, 5.38922, 65.413, 32069.4, 11.9706, 0.126143, 0.0339521, 0.000235779
601, 6.05479, 63.0458, 34453.6, 12.2194, 0.128966, 0.0327158, 0.000227193
602, 6.09192, 61.064, 31986.6, 12.1218, 0.128175, 0.0329597, 0.000228886
603, 6.80717, 57.2818, 30409.2, 12.2982, 0.130496, 0.032171, 0.000223411
604, 5.64469, 50.9982, 27900.6, 12.3569, 0.131762, 0.0341063, 0.000236851
605, 6.68729, 54.5774, 32192.9, 12.3396, 0.131351, 0.0321249, 0.00022309
606, 6.03171, 53.554, 25785.7, 12.2085, 0.129721, 0.0338077, 0.000234776
607, 6.85455, 55.2177, 29006.9, 12.22, 0.12919, 0.0322701, 0.000224098
608, 5.98805, 60.9511, 29665.7, 11.9534, 0.124053, 0.0333882, 0.000231862
609, 5.54423, 68.5464, 25491, 12.0362, 0.127385, 0.0345667, 0.000240047
610, 6.69541, 56.7007, 28426.7, 12.2108, 0.129168, 0.0325531, 0.000226064
611, 6.79347, 66.2602, 30002.1, 12.2359, 0.129506, 0.0322364, 0.000223864
612, 5.47379, 60.929, 27091.1, 12.0278, 0.12709, 0.0344646, 0.000239338
