Run #, bx, kx, w, fx, ky, fy, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1, 1-PFA-2-1, 1-RMSA-2-1, 1-PFD-2-1, 1-PID-2-1, 1-PFA-3-1, 1-RMSA-3-1, 1-PFD-3-1, 1-PID-3-1, 1-PFA-4-1, 1-RMSA-4-1, 1-PFD-4-1, 1-PID-4-1, 1-PFA-5-1, 1-RMSA-5-1, 1-PFD-5-1, 1-PID-5-1, 1-PFA-6-1, 1-RMSA-6-1, 1-PFD-6-1, 1-PID-6-1, 1-PFA-7-1, 1-RMSA-7-1, 1-PFD-7-1, 1-PID-7-1, 1-PFA-8-1, 1-RMSA-8-1, 1-PFD-8-1, 1-PID-8-1, 1-PFA-9-1, 1-RMSA-9-1, 1-PFD-9-1, 1-PID-9-1
1, 0.276496, 149.14, 939.288, 5.01907, 97.3494, 13.9571, 2.85113, 0.115088, 0.16192, 0.00112444, 0.301619, 0.108997, 0.175786, 0.00011538, 0.269824, 0.108783, 0.186112, 0.000103821, 0.287074, 0.107032, 0.193329, 9.75463e-05, 0.254282, 0.0970805, 0.197899, 9.64844e-05, 0.274185, 0.0929693, 0.201056, 0.000106356, 0.292185, 0.0900645, 0.210796, 9.49909e-05, 0.282778, 0.102683, 0.220875, 7.02022e-05, 0.343014, 0.135338, 0.226466, 3.88451e-05
2, 0.106927, 129.49, 1054.5, 7.91966, 105.85, 14.1406, 2.65724, 0.0846699, 0.124362, 0.000863622, 0.238709, 0.0780756, 0.1289, 0.000113116, 0.249302, 0.0777519, 0.131456, 9.0408e-05, 0.247754, 0.0759402, 0.137261, 7.8741e-05, 0.235753, 0.0774619, 0.142315, 8.71411e-05, 0.21456, 0.0719566, 0.146171, 7.97576e-05, 0.18643, 0.0698332, 0.153772, 7.62588e-05, 0.208614, 0.0732721, 0.16147, 6.02243e-05, 0.269938, 0.097567, 0.165705, 3.96357e-05
3, 0.169945, 81.9026, 1041.37, 5.16427, 115.136, 13.3577, 2.39696, 0.199912, 0.597786, 0.00415129, 0.442107, 0.195856, 0.703893, 0.000922734, 0.522455, 0.205914, 0.805934, 0.000791687, 0.645774, 0.215974, 0.869032, 0.00053703, 0.579253, 0.233389, 0.915086, 0.000417246, 0.519297, 0.21373, 0.955021, 0.000384463, 0.599916, 0.220811, 0.983044, 0.000328434, 0.572343, 0.232774, 1.00753, 0.000275462, 0.701864, 0.266527, 1.02425, 0.000160043
4, 0.198503, 84.6955, 971.137, 6.82339, 102.771, 14.8183, 3.13462, 0.257912, 0.354131, 0.00245924, 0.789574, 0.30538, 0.419339, 0.000467041, 0.700072, 0.311031, 0.472569, 0.000390418, 0.709114, 0.27167, 0.511844, 0.000293261, 0.747048, 0.196846, 0.532555, 0.000330276, 0.525449, 0.159217, 0.536709, 0.000395716, 0.469747, 0.189194, 0.531673, 0.000349651, 0.643186, 0.273737, 0.56558, 0.000262868, 0.778472, 0.338866, 0.586704, 0.000160204
5, 0.220049, 78.7569, 919.438, 9.51434, 144.19, 16.0406, 3.02221, 0.0633713, 0.144938, 0.00100652, 0.197339, 0.0549564, 0.164488, 0.000160181, 0.181616, 0.0575484, 0.183998, 0.000159992, 0.185205, 0.0600221, 0.200438, 0.000144591, 0.161625, 0.0576721, 0.215262, 0.000135413, 0.168476, 0.0575182, 0.228817, 0.000123552, 0.186538, 0.0611867, 0.238617, 0.00010534, 0.200669, 0.0619328, 0.246226, 8.4181e-05, 0.249077, 0.073673, 0.25066, 5.25867e-05
6, 0.356975, 111.137, 1047.35, 4.38858, 97.8974, 14.9587, 2.47734, 0.113478, 0.195282, 0.00135613, 0.234981, 0.088294, 0.214459, 0.000163872, 0.246745, 0.0912555, 0.23238, 0.000150674, 0.271846, 0.0972528, 0.249664, 0.000139723, 0.258969, 0.0908812, 0.266056, 0.000127243, 0.239432, 0.0929266, 0.281221, 0.000111256, 0.238208, 0.0995672, 0.295146, 0.000100903, 0.228643, 0.0873011, 0.304873, 8.05783e-05, 0.287927, 0.116328, 0.309982, 4.89331e-05
7, 0.259306, 92.3497, 998.979, 8.07875, 89.8831, 14.8887, 2.70349, 0.135457, 0.167281, 0.00116167, 0.362297, 0.145653, 0.178504, 0.000161719, 0.358993, 0.116034, 0.181736, 0.000132483, 0.287779, 0.0983787, 0.189103, 0.000135638, 0.360319, 0.126671, 0.198697, 0.000115372, 0.33757, 0.127519, 0.206085, 9.89854e-05, 0.278683, 0.0955223, 0.210585, 0.000126303, 0.288175, 0.0966544, 0.222207, 0.00012075, 0.451061, 0.153426, 0.229651, 8.77944e-05
8, 0.200995, 152.577, 955.123, 4.43119, 113.939, 16.4609, 2.78864, 0.176844, 0.244032, 0.00169467, 0.431827, 0.154985, 0.259256, 0.000147793, 0.350904, 0.14, 0.271692, 0.000130405, 0.363967, 0.143199, 0.283978, 0.000137738, 0.369915, 0.156285, 0.297204, 0.000136757, 0.439862, 0.146615, 0.310168, 0.000121933, 0.430557, 0.122495, 0.317417, 0.000107429, 0.351323, 0.136439, 0.319412, 8.5139e-05, 0.499994, 0.195, 0.323553, 5.64948e-05
9, 0.200135, 76.6372, 952.98, 9.59039, 87.0681, 13.8337, 2.91599, 0.0596334, 0.150821, 0.00104737, 0.195975, 0.0534079, 0.174884, 0.000172311, 0.180223, 0.0588373, 0.195643, 0.000173154, 0.186952, 0.0604179, 0.211311, 0.000155316, 0.162087, 0.0566193, 0.223788, 0.000148574, 0.171094, 0.0553046, 0.240133, 0.000138226, 0.188209, 0.0586177, 0.256905, 0.000117888, 0.20539, 0.0635859, 0.269813, 9.02969e-05, 0.24662, 0.0731066, 0.276115, 5.54591e-05
10, 0.212061, 134.046, 938.866, 9.62615, 110.509, 13.3913, 2.96602, 0.0476674, 0.0709885, 0.000492975, 0.148574, 0.0355942, 0.078931, 6.44913e-05, 0.136691, 0.0388938, 0.0873106, 6.57941e-05, 0.137492, 0.039115, 0.0949184, 6.12815e-05, 0.121545, 0.0377123, 0.102088, 5.85661e-05, 0.136144, 0.0367356, 0.108283, 5.4975e-05, 0.137347, 0.0382688, 0.113693, 4.82993e-05, 0.152019, 0.0425737, 0.117576, 4.05406e-05, 0.187333, 0.0498121, 0.120015, 2.37095e-05
11, 0.0726756, 101.382, 1036.34, 4.33742, 106.183, 13.5627, 3.39588, 0.366476, 0.926613, 0.00643481, 0.841308, 0.28311, 1.1792, 0.00260977, 0.891842, 0.276289, 1.35001, 0.00193361, 0.746505, 0.249763, 1.41224, 0.00130936, 0.599461, 0.243802, 1.50221, 0.000644304, 0.568534, 0.24032, 1.54636, 0.000352571, 0.579144, 0.246315, 1.57504, 0.000270638, 0.645366, 0.26659, 1.60024, 0.000245223, 0.780732, 0.295722, 1.61739, 0.000141927
12, 0.252722, 124.645, 1051.48, 7.99904, 94.6765, 14.1938, 2.61147, 0.0666481, 0.103156, 0.000716363, 0.199317, 0.0573352, 0.109792, 7.63316e-05, 0.176945, 0.0565936, 0.117383, 6.94721e-05, 0.169316, 0.0569022, 0.1252, 6.57709e-05, 0.165991, 0.0546313, 0.131699, 6.15079e-05, 0.163936, 0.0516876, 0.137007, 6.24076e-05, 0.161969, 0.0535614, 0.140655, 5.78071e-05, 0.163701, 0.0505802, 0.144292, 5.58221e-05, 0.247522, 0.0693711, 0.148317, 3.7626e-05
13, 0.155399, 155.603, 1087.19, 7.64091, 125.528, 14.4528, 2.73397, 0.100817, 0.0989016, 0.000686817, 0.241015, 0.0980031, 0.103961, 7.40026e-05, 0.319532, 0.0910791, 0.109421, 6.99631e-05, 0.211627, 0.0844219, 0.113902, 7.13874e-05, 0.268799, 0.0950081, 0.118449, 6.03232e-05, 0.231696, 0.0895737, 0.123419, 6.57965e-05, 0.223364, 0.0761505, 0.131139, 7.35764e-05, 0.278382, 0.0798623, 0.136094, 5.6536e-05, 0.2975, 0.118162, 0.138699, 3.73107e-05
14, 0.236855, 80.1526, 969.741, 4.78484, 148.622, 13.0392, 2.67039, 0.203097, 0.458767, 0.00318588, 0.553687, 0.192348, 0.51237, 0.000532543, 0.500913, 0.193265, 0.559491, 0.000423357, 0.497543, 0.195911, 0.602145, 0.000416182, 0.546936, 0.187182, 0.646197, 0.000360022, 0.497941, 0.180941, 0.689745, 0.000342596, 0.514599, 0.181158, 0.72805, 0.000291613, 0.530961, 0.202916, 0.758832, 0.000229942, 0.622788, 0.24127, 0.778231, 0.000135479
15, 0.203366, 104.385, 906.176, 8.40909, 86.3709, 11.7823, 3.10295, 0.0713259, 0.114419, 0.000794576, 0.1788, 0.0596514, 0.124082, 9.25378e-05, 0.197922, 0.0586848, 0.134416, 8.48938e-05, 0.2025, 0.0583584, 0.143802, 8.01349e-05, 0.174754, 0.0578209, 0.151594, 7.30138e-05, 0.194481, 0.0580139, 0.157752, 6.47324e-05, 0.172516, 0.056943, 0.161554, 5.88576e-05, 0.140442, 0.0520632, 0.163594, 5.82609e-05, 0.263921, 0.0724975, 0.164692, 4.13526e-05
16, 0.172079, 84.7907, 1092.4, 8.89944, 94.0396, 13.6791, 2.47948, 0.0840254, 0.167358, 0.00116221, 0.227078, 0.0916674, 0.185828, 0.000163384, 0.235591, 0.0952358, 0.200884, 0.000152804, 0.24407, 0.0884205, 0.213014, 0.000144772, 0.194097, 0.0762856, 0.219056, 0.00013549, 0.212732, 0.0676839, 0.220373, 0.000120697, 0.211862, 0.0679004, 0.23164, 0.000109761, 0.183085, 0.0788427, 0.241603, 8.78054e-05, 0.242915, 0.105765, 0.246496, 5.66122e-05
17, 0.234624, 147.05, 914.628, 7.98131, 129.885, 15.5457, 2.91263, 0.0813686, 0.0910637, 0.000632387, 0.215344, 0.0891622, 0.0966925, 8.44847e-05, 0.24556, 0.0943134, 0.100116, 7.08938e-05, 0.230836, 0.085437, 0.101645, 5.62914e-05, 0.21318, 0.0701783, 0.106206, 6.41525e-05, 0.17205, 0.0574355, 0.110163, 6.28858e-05, 0.159475, 0.0616325, 0.113155, 5.69653e-05, 0.209654, 0.0827816, 0.115688, 4.78679e-05, 0.270467, 0.105453, 0.118708, 3.0203e-05
18, 0.205729, 94.7859, 1066.24, 8.83214, 132.338, 13.772, 2.59911, 0.0690355, 0.13266, 0.000921247, 0.191995, 0.0630084, 0.145789, 0.000130564, 0.189177, 0.0591218, 0.155883, 0.000119983, 0.188099, 0.0527821, 0.162158, 0.000117102, 0.187387, 0.0624986, 0.166738, 0.000104538, 0.180334, 0.0626333, 0.17382, 9.29172e-05, 0.17073, 0.0562224, 0.177914, 7.62791e-05, 0.148975, 0.0531242, 0.185243, 6.23407e-05, 0.213709, 0.0729502, 0.190225, 4.33156e-05
19, 0.229801, 108.233, 983.841, 5.84282, 139.629, 16.5091, 2.7689, 0.219519, 0.249956, 0.0017358, 0.491205, 0.163145, 0.270354, 0.000200152, 0.463384, 0.15965, 0.284659, 0.000206401, 0.555104, 0.1918, 0.302693, 0.000179313, 0.431051, 0.144334, 0.311447, 0.000173944, 0.441634, 0.170854, 0.318887, 0.000156755, 0.489391, 0.181793, 0.3282, 0.000136232, 0.340978, 0.13588, 0.341106, 0.000133842, 0.603089, 0.219525, 0.347737, 9.90072e-05
20, 0.166719, 119.392, 903.641, 8.302, 93.6744, 15.4438, 3.05222, 0.0727103, 0.105214, 0.00073065, 0.177721, 0.0678057, 0.112649, 7.45032e-05, 0.199977, 0.0639446, 0.120525, 6.72998e-05, 0.169343, 0.0590966, 0.128165, 6.4128e-05, 0.198828, 0.0637023, 0.134365, 5.70515e-05, 0.180365, 0.0616472, 0.13963, 5.53725e-05, 0.15457, 0.0527725, 0.142837, 5.66715e-05, 0.165016, 0.0523823, 0.145001, 4.57316e-05, 0.240177, 0.0781641, 0.148205, 3.27455e-05
21, 0.24883, 68.2758, 1046.01, 8.77897, 106.767, 16.3436, 2.77576, 0.0918066, 0.227768, 0.00158172, 0.30829, 0.085346, 0.259406, 0.000259332, 0.258263, 0.0943875, 0.288644, 0.000231424, 0.240589, 0.0914776, 0.313824, 0.00020075, 0.271575, 0.0918818, 0.334255, 0.000176307, 0.238286, 0.084458, 0.34941, 0.000157886, 0.221445, 0.0842837, 0.356875, 0.000141906, 0.237996, 0.0861386, 0.362279, 0.000117884, 0.319589, 0.109115, 0.368874, 8.85585e-05
22, 0.212442, 117.507, 986.99, 4.21354, 103.524, 11.0425, 2.23934, 0.197119, 0.342939, 0.00238152, 0.458785, 0.158889, 0.367341, 0.00024295, 0.515026, 0.164994, 0.394539, 0.000225886, 0.53869, 0.158557, 0.416958, 0.000225419, 0.495712, 0.162455, 0.443666, 0.000215215, 0.435996, 0.151428, 0.468125, 0.000187953, 0.469342, 0.158665, 0.48505, 0.000168219, 0.406372, 0.154155, 0.495394, 0.000145218, 0.643693, 0.207831, 0.502344, 9.74969e-05
23, 0.291109, 53.3467, 1090.74, 7.19228, 176.272, 12.7858, 2.14529, 0.248951, 0.619408, 0.00430144, 0.823029, 0.233075, 0.745888, 0.00102801, 0.665592, 0.234556, 0.873917, 0.0010508, 0.665991, 0.238209, 0.976992, 0.000952592, 0.815699, 0.243315, 1.06638, 0.00093866, 0.667173, 0.246577, 1.17377, 0.000829178, 0.763966, 0.279711, 1.25648, 0.000685385, 0.764307, 0.257821, 1.31455, 0.000531219, 0.736093, 0.307939, 1.3453, 0.000268734
24, 0.21428, 127.804, 1031.29, 8.20603, 115.758, 16.4456, 2.67833, 0.0654255, 0.0981726, 0.000681754, 0.150318, 0.0557029, 0.10496, 7.18915e-05, 0.172292, 0.0547549, 0.112212, 6.68298e-05, 0.16949, 0.0547861, 0.119809, 6.15651e-05, 0.151746, 0.0527112, 0.125921, 5.67778e-05, 0.174288, 0.0537705, 0.13104, 5.41062e-05, 0.143652, 0.0487295, 0.134252, 5.29902e-05, 0.138431, 0.0500005, 0.136711, 4.91934e-05, 0.235158, 0.0669915, 0.139666, 3.42001e-05
25, 0.157749, 72.4687, 1005.98, 5.13088, 107.634, 15.2952, 3.0855, 0.295091, 0.713392, 0.00495411, 0.775692, 0.254889, 0.868277, 0.00159419, 0.770899, 0.267888, 1.04593, 0.00133424, 0.829788, 0.274522, 1.18385, 0.00111142, 0.94159, 0.306864, 1.24366, 0.000488323, 0.688338, 0.284891, 1.27202, 0.000462897, 0.762932, 0.271727, 1.28127, 0.000446957, 0.715662, 0.299293, 1.29494, 0.000358342, 0.892205, 0.329789, 1.30484, 0.000221268
26, 0.242773, 86.3013, 954.658, 7.93948, 98.1758, 14.7545, 2.79374, 0.147024, 0.202595, 0.00140691, 0.40033, 0.152654, 0.215177, 0.0002016, 0.387449, 0.146487, 0.218146, 0.00017299, 0.32369, 0.118296, 0.22215, 0.000147857, 0.378529, 0.132651, 0.233639, 0.000132512, 0.334435, 0.117179, 0.24367, 0.000151447, 0.326201, 0.114327, 0.258745, 0.000172993, 0.363544, 0.119722, 0.279622, 0.000149884, 0.448533, 0.168566, 0.290739, 8.93336e-05
27, 0.196869, 77.1181, 1064.43, 7.15491, 103.811, 12.8121, 2.5046, 0.177366, 0.362554, 0.00251773, 0.447815, 0.166931, 0.404439, 0.000356458, 0.506439, 0.167908, 0.438138, 0.00036917, 0.447688, 0.170515, 0.466148, 0.00034009, 0.555054, 0.171631, 0.511193, 0.00032738, 0.493129, 0.165049, 0.545125, 0.000313607, 0.466915, 0.170816, 0.584229, 0.00029424, 0.489209, 0.159453, 0.614964, 0.000228199, 0.692961, 0.210623, 0.632199, 0.000172253
28, 0.123829, 188.264, 1016.48, 5.00892, 101.457, 13.0284, 2.58068, 0.194447, 0.275305, 0.00191184, 0.433409, 0.179781, 0.292513, 0.000161357, 0.452119, 0.182772, 0.311709, 0.000153618, 0.520432, 0.170808, 0.329576, 0.000140268, 0.459189, 0.141293, 0.343332, 0.000135927, 0.38717, 0.149404, 0.357614, 0.000134355, 0.473853, 0.167879, 0.374262, 0.000128168, 0.516911, 0.17282, 0.388291, 9.97112e-05, 0.644804, 0.22679, 0.395515, 6.25747e-05
29, 0.1937, 93.7245, 954.054, 7.549, 111.535, 14.2589, 3.04087, 0.165952, 0.201647, 0.00140033, 0.402829, 0.16447, 0.209464, 0.000239962, 0.446016, 0.145772, 0.228257, 0.000192753, 0.345884, 0.132762, 0.247542, 0.000147444, 0.39931, 0.145799, 0.259424, 0.000154427, 0.377313, 0.133903, 0.269416, 0.000172485, 0.353857, 0.115151, 0.275879, 0.000164993, 0.394484, 0.133333, 0.292494, 0.000137181, 0.466312, 0.187713, 0.302132, 8.51332e-05
30, 0.198001, 72.9856, 1080.2, 7.29805, 122.402, 17.7481, 2.7283, 0.231987, 0.423035, 0.00293774, 0.588073, 0.189923, 0.461694, 0.000456064, 0.477614, 0.197724, 0.509175, 0.000450011, 0.556904, 0.185955, 0.552763, 0.000451035, 0.634975, 0.225197, 0.613772, 0.000429277, 0.604527, 0.198081, 0.656885, 0.000332699, 0.573264, 0.198347, 0.689574, 0.000332711, 0.488703, 0.192538, 0.720842, 0.000262185, 0.651068, 0.245113, 0.738139, 0.000173678
31, 0.151394, 75.7489, 953.966, 9.76655, 116.601, 14.8736, 2.92502, 0.0599259, 0.150118, 0.00104249, 0.197343, 0.0540334, 0.173299, 0.000176182, 0.181705, 0.0600172, 0.194763, 0.000177165, 0.190827, 0.0614588, 0.210954, 0.000158622, 0.164906, 0.0581924, 0.228707, 0.000153487, 0.178231, 0.0568248, 0.245965, 0.000142976, 0.191976, 0.0602768, 0.263526, 0.00012198, 0.21111, 0.0655069, 0.276853, 9.27883e-05, 0.248886, 0.0748939, 0.283331, 5.66855e-05
32, 0.194339, 95.3106, 931.341, 8.64099, 92.3047, 14.5158, 2.88827, 0.0813407, 0.116924, 0.000811971, 0.190573, 0.0646592, 0.12956, 0.000113097, 0.207914, 0.0633503, 0.142453, 0.000100786, 0.182646, 0.0738762, 0.152719, 0.000100965, 0.176965, 0.0621766, 0.161798, 8.95476e-05, 0.19687, 0.0646094, 0.168296, 8.08712e-05, 0.182297, 0.0697741, 0.172956, 6.92751e-05, 0.153359, 0.057502, 0.175213, 5.98949e-05, 0.245536, 0.08245, 0.177101, 4.33961e-05
33, 0.187741, 92.2714, 1070.16, 8.05231, 130.123, 15.6602, 2.61551, 0.190116, 0.258068, 0.00179214, 0.630534, 0.229335, 0.272849, 0.000345424, 0.572729, 0.230882, 0.31241, 0.000278191, 0.507546, 0.199948, 0.337448, 0.000192941, 0.55083, 0.156983, 0.34731, 0.000239866, 0.419637, 0.118332, 0.349073, 0.000276703, 0.323268, 0.13486, 0.359597, 0.000273406, 0.501965, 0.194025, 0.386332, 0.000206645, 0.565051, 0.248079, 0.402047, 0.000117913
34, 0.27258, 179.669, 958.249, 6.09074, 86.5467, 13.0874, 2.97501, 0.0850887, 0.094139, 0.000653743, 0.186899, 0.0709226, 0.104807, 8.21064e-05, 0.196058, 0.0732682, 0.115106, 7.65039e-05, 0.223947, 0.0751372, 0.124085, 7.10973e-05, 0.224874, 0.0658005, 0.131393, 6.82e-05, 0.211149, 0.0751976, 0.138116, 6.04491e-05, 0.2223, 0.0801593, 0.143743, 4.76614e-05, 0.184732, 0.0775514, 0.147237, 4.19786e-05, 0.287406, 0.0996027, 0.149156, 2.75768e-05
35, 0.223474, 146.581, 977.751, 6.54557, 134.089, 13.4855, 2.76701, 0.10466, 0.123986, 0.000861012, 0.264104, 0.0944375, 0.136831, 0.000102557, 0.263164, 0.0891376, 0.147562, 9.03036e-05, 0.251259, 0.0854335, 0.155094, 7.86603e-05, 0.269721, 0.0964011, 0.159641, 7.93032e-05, 0.231492, 0.0903176, 0.162717, 7.76865e-05, 0.250065, 0.0823116, 0.167594, 7.51665e-05, 0.268662, 0.0902326, 0.173015, 6.6989e-05, 0.343276, 0.119798, 0.176383, 4.12726e-05
36, 0.243864, 86.9631, 904.165, 9.55873, 98.1999, 16.4086, 3.08424, 0.0539206, 0.114637, 0.000796087, 0.188568, 0.0432635, 0.130645, 0.000132876, 0.173547, 0.0463499, 0.145165, 0.000131552, 0.170396, 0.0482102, 0.157735, 0.000120604, 0.156814, 0.0503924, 0.169832, 0.000112604, 0.161001, 0.0523663, 0.181019, 0.000101922, 0.168556, 0.0539105, 0.190013, 8.74245e-05, 0.18105, 0.0577251, 0.196144, 7.07244e-05, 0.237554, 0.0643373, 0.199787, 4.46678e-05
37, 0.103478, 112.389, 966.516, 9.36205, 98.5931, 14.1258, 2.87235, 0.0454047, 0.0900994, 0.00062569, 0.160222, 0.0287319, 0.100471, 8.99154e-05, 0.147345, 0.0320053, 0.110753, 8.09985e-05, 0.138143, 0.0346762, 0.120887, 8.02728e-05, 0.130968, 0.0359931, 0.129973, 7.0782e-05, 0.127792, 0.0386749, 0.137797, 6.44763e-05, 0.134186, 0.0399682, 0.144133, 5.40826e-05, 0.134536, 0.0432533, 0.148535, 4.58342e-05, 0.201795, 0.0457026, 0.151036, 3.13626e-05
38, 0.307356, 113.735, 953.431, 4.75726, 93.3963, 11.5577, 2.83098, 0.115882, 0.194851, 0.00135313, 0.32402, 0.0969604, 0.212711, 0.00015993, 0.32826, 0.112026, 0.231675, 0.000148576, 0.297794, 0.0989971, 0.247743, 0.000132603, 0.272172, 0.0997283, 0.26077, 0.000127915, 0.258787, 0.0894001, 0.27217, 0.000126139, 0.240929, 0.102173, 0.282527, 0.000121424, 0.312057, 0.103807, 0.289752, 0.000104837, 0.419199, 0.129255, 0.293796, 6.33562e-05
39, 0.175952, 124.408, 1053.11, 5.50808, 104.852, 15.837, 2.56374, 0.218146, 0.337148, 0.00234131, 0.48901, 0.171557, 0.36324, 0.000222349, 0.521023, 0.177399, 0.389597, 0.00024276, 0.638535, 0.171615, 0.416275, 0.000224472, 0.469572, 0.170014, 0.430558, 0.000201917, 0.50367, 0.161153, 0.437046, 0.000186685, 0.497218, 0.172279, 0.447561, 0.000177089, 0.41992, 0.166145, 0.454929, 0.000167454, 0.694648, 0.225493, 0.457048, 0.000106
40, 0.10004, 115.555, 1050.24, 8.96382, 99.1513, 10.3758, 2.64757, 0.0459409, 0.0940765, 0.000653309, 0.151637, 0.0319818, 0.103175, 8.75742e-05, 0.146971, 0.0327623, 0.113109, 7.8695e-05, 0.146363, 0.0323669, 0.121501, 7.84481e-05, 0.123942, 0.037176, 0.128699, 7.07448e-05, 0.152467, 0.0400131, 0.134262, 6.21288e-05, 0.155171, 0.0387723, 0.139066, 5.08363e-05, 0.121087, 0.0398308, 0.142635, 4.58367e-05, 0.190956, 0.0449192, 0.144847, 3.13763e-05
41, 0.178376, 77.196, 916.581, 2.98975, 135.778, 15.928, 3.19015, 0.283778, 0.649839, 0.00451277, 0.674456, 0.233925, 0.845354, 0.00187309, 0.721654, 0.270496, 1.03194, 0.00161432, 0.817657, 0.289269, 1.16763, 0.00122618, 0.822166, 0.29556, 1.27399, 0.00119036, 0.700978, 0.277318, 1.41023, 0.00106902, 0.619875, 0.266051, 1.46937, 0.000650625, 0.615223, 0.27692, 1.49789, 0.000248904, 0.695463, 0.287804, 1.51175, 0.000148958
42, 0.238242, 128.261, 963.019, 7.38344, 136.266, 15.5168, 2.88263, 0.0942462, 0.113368, 0.00078728, 0.249046, 0.0983037, 0.118654, 9.5152e-05, 0.260438, 0.0880378, 0.125964, 7.39967e-05, 0.222105, 0.0870244, 0.133118, 7.57648e-05, 0.213582, 0.085969, 0.138843, 7.2284e-05, 0.225126, 0.0835348, 0.144132, 7.58612e-05, 0.236328, 0.0735541, 0.152216, 6.97431e-05, 0.196265, 0.0762989, 0.160623, 5.9114e-05, 0.316661, 0.113049, 0.165448, 4.29893e-05
43, 0.23069, 92.6349, 942.586, 4.83937, 113.254, 12.9762, 2.60153, 0.255776, 0.442302, 0.00307154, 0.683094, 0.270187, 0.490069, 0.000373785, 0.740093, 0.256772, 0.52544, 0.000299479, 0.519132, 0.217143, 0.542943, 0.000285272, 0.614641, 0.193654, 0.550664, 0.000320676, 0.529829, 0.179151, 0.550904, 0.000295227, 0.54968, 0.188435, 0.569917, 0.000266295, 0.550138, 0.23142, 0.585464, 0.00022806, 0.81789, 0.298042, 0.594064, 0.000149058
44, 0.230964, 70.8954, 943.148, 9.88304, 85.7772, 12.3738, 2.90214, 0.0619544, 0.160907, 0.00111741, 0.204975, 0.061343, 0.189186, 0.000203401, 0.188574, 0.063555, 0.213907, 0.000200177, 0.200055, 0.0634758, 0.234228, 0.000185266, 0.193968, 0.0650871, 0.256077, 0.000177988, 0.191806, 0.0658886, 0.278399, 0.000164377, 0.198852, 0.0637956, 0.297937, 0.00013996, 0.226137, 0.0705939, 0.312855, 0.000106267, 0.258021, 0.0827629, 0.320349, 6.20706e-05
45, 0.162776, 97.6728, 1067.7, 8.48151, 112.262, 15.3445, 2.58442, 0.119716, 0.160638, 0.00111554, 0.309763, 0.123451, 0.170402, 0.000124536, 0.314166, 0.106624, 0.17266, 0.000122206, 0.226984, 0.0893508, 0.177501, 0.000112679, 0.321479, 0.110109, 0.18397, 9.98012e-05, 0.294232, 0.104202, 0.186589, 0.000101066, 0.260326, 0.0924586, 0.186602, 0.000113968, 0.264669, 0.0889886, 0.19746, 9.85918e-05, 0.399412, 0.132796, 0.204289, 7.86206e-05
46, 0.198874, 97.819, 1051.62, 9.15439, 116.351, 13.9416, 2.63799, 0.0520409, 0.118804, 0.00082503, 0.165034, 0.0432425, 0.130965, 0.000123401, 0.151828, 0.044048, 0.142018, 0.00011372, 0.142336, 0.0445045, 0.151388, 0.000110269, 0.134971, 0.044526, 0.159767, 9.5749e-05, 0.135731, 0.0463962, 0.1665, 8.72227e-05, 0.136403, 0.0458819, 0.170995, 6.97179e-05, 0.13771, 0.0471474, 0.177472, 5.89658e-05, 0.207836, 0.0561728, 0.182305, 4.04094e-05
47, 0.217115, 111.01, 1057.56, 7.27499, 114.917, 12.2271, 2.5093, 0.128143, 0.163483, 0.0011353, 0.346259, 0.112139, 0.171251, 0.000167532, 0.264786, 0.104712, 0.178826, 0.000155468, 0.297393, 0.114889, 0.195153, 0.000122932, 0.290544, 0.0984792, 0.205336, 0.000108611, 0.310757, 0.105629, 0.211394, 0.000120181, 0.279185, 0.10591, 0.213503, 0.000109473, 0.285282, 0.0918639, 0.219546, 8.2501e-05, 0.364658, 0.138115, 0.224691, 6.271e-05
48, 0.222221, 91.4648, 1036.53, 4.80296, 126.716, 13.0763, 2.61269, 0.205092, 0.42422, 0.00294598, 0.609477, 0.20749, 0.479973, 0.000516774, 0.518909, 0.210483, 0.524189, 0.000349863, 0.500584, 0.19734, 0.560129, 0.0003376, 0.494278, 0.173883, 0.584553, 0.000306766, 0.444653, 0.167545, 0.606838, 0.000310357, 0.463299, 0.178031, 0.633934, 0.000308534, 0.6463, 0.209484, 0.658737, 0.000235358, 0.675121, 0.242485, 0.672343, 0.000137487
49, 0.181407, 111.334, 986.028, 9.79103, 128.179, 15.213, 2.81852, 0.0475922, 0.0870065, 0.000604212, 0.159436, 0.0362184, 0.0996079, 9.21232e-05, 0.146711, 0.0382602, 0.109928, 9.36582e-05, 0.150183, 0.0398178, 0.119195, 8.58152e-05, 0.130421, 0.0410353, 0.128674, 8.1875e-05, 0.144362, 0.0423663, 0.137257, 7.50392e-05, 0.148221, 0.043729, 0.143816, 6.56463e-05, 0.160229, 0.0463103, 0.147944, 5.41691e-05, 0.200948, 0.0529164, 0.150388, 3.21874e-05
