Run #, bx, kx, w, fx, ky, fy, 1-PFA-1-1, 1-RMSA-1-1, 1-PFD-1-1, 1-PID-1-1, 1-PFA-2-1, 1-RMSA-2-1, 1-PFD-2-1, 1-PID-2-1, 1-PFA-3-1, 1-RMSA-3-1, 1-PFD-3-1, 1-PID-3-1, 1-PFA-4-1, 1-RMSA-4-1, 1-PFD-4-1, 1-PID-4-1, 1-PFA-5-1, 1-RMSA-5-1, 1-PFD-5-1, 1-PID-5-1, 1-PFA-6-1, 1-RMSA-6-1, 1-PFD-6-1, 1-PID-6-1, 1-PFA-7-1, 1-RMSA-7-1, 1-PFD-7-1, 1-PID-7-1, 1-PFA-8-1, 1-RMSA-8-1, 1-PFD-8-1, 1-PID-8-1, 1-PFA-9-1, 1-RMSA-9-1, 1-PFD-9-1, 1-PID-9-1
123, 0.210665, 65.2195, 984.662, 5.96784, 118.658, 16.0033, 2.45103, 0.286814, 0.620495, 0.00430899, 0.762971, 0.276335, 0.716669, 0.00100133, 0.617057, 0.234432, 0.808399, 0.000696274, 0.697024, 0.256725, 0.904061, 0.00084484, 0.782297, 0.305434, 0.983627, 0.000649749, 0.780698, 0.294534, 1.05535, 0.000532105, 0.885896, 0.251778, 1.10773, 0.000455377, 0.657182, 0.263354, 1.12794, 0.000341711, 0.840894, 0.336163, 1.1428, 0.00022973
124, 0.16125, 71.9772, 1003.97, 7.11933, 121.27, 17.5558, 2.71492, 0.24896, 0.509798, 0.00354026, 0.564866, 0.218574, 0.569068, 0.000521346, 0.639586, 0.224711, 0.628744, 0.000548056, 0.559248, 0.216978, 0.695364, 0.000515487, 0.748576, 0.247114, 0.758078, 0.000490443, 0.665933, 0.225461, 0.809439, 0.000420674, 0.575297, 0.239995, 0.856446, 0.000395454, 0.64029, 0.221042, 0.888491, 0.00031931, 0.876778, 0.285617, 0.910164, 0.000219947
125, 0.164437, 166.502, 921.277, 7.75805, 103.107, 14.5307, 3.06936, 0.0659068, 0.0858011, 0.000595841, 0.15248, 0.0537228, 0.0909913, 7.89407e-05, 0.142997, 0.0552589, 0.095319, 6.66496e-05, 0.185907, 0.0564892, 0.0992139, 5.72247e-05, 0.144518, 0.0542193, 0.10213, 5.1951e-05, 0.167063, 0.0561961, 0.105318, 4.86547e-05, 0.173327, 0.059919, 0.110351, 3.67142e-05, 0.15885, 0.0602009, 0.113182, 2.7241e-05, 0.18195, 0.0748969, 0.113807, 1.81553e-05
126, 0.300304, 87.0609, 910.821, 5.56699, 120.396, 16.4028, 3.01711, 0.1599, 0.252991, 0.00175688, 0.405604, 0.155203, 0.276995, 0.000231712, 0.473368, 0.143508, 0.300208, 0.000211305, 0.309445, 0.125887, 0.326898, 0.000214273, 0.419881, 0.137327, 0.354906, 0.000199725, 0.372426, 0.133243, 0.376967, 0.000179576, 0.364819, 0.125088, 0.398854, 0.000161683, 0.355233, 0.132107, 0.413928, 0.000134946, 0.523337, 0.179907, 0.420799, 9.81835e-05
127, 0.239182, 82.8648, 922.027, 8.58263, 108.714, 14.0726, 2.90347, 0.106623, 0.164254, 0.00114065, 0.26155, 0.106687, 0.17883, 0.000147036, 0.231873, 0.0918299, 0.186988, 0.000134054, 0.243963, 0.0777978, 0.190924, 0.000131322, 0.280436, 0.0985322, 0.201792, 0.000120119, 0.238364, 0.0986658, 0.208739, 0.00010619, 0.220677, 0.0823691, 0.210036, 9.356e-05, 0.223674, 0.0761923, 0.208525, 8.21474e-05, 0.328874, 0.11569, 0.211385, 6.58154e-05
128, 0.084158, 130.85, 1082.27, 8.74554, 120.756, 16.0952, 2.51196, 0.0499627, 0.0974362, 0.000676641, 0.140262, 0.0344753, 0.103874, 7.10786e-05, 0.134988, 0.033858, 0.110842, 6.68092e-05, 0.140687, 0.0387497, 0.116197, 6.18609e-05, 0.123307, 0.0354917, 0.11963, 5.37268e-05, 0.151162, 0.0375271, 0.122439, 4.56122e-05, 0.149445, 0.0389405, 0.127145, 4.27568e-05, 0.117849, 0.0349836, 0.130454, 3.85956e-05, 0.18419, 0.0448168, 0.132277, 2.75254e-05
129, 0.113951, 64.9478, 949.924, 6.60158, 125.909, 15.1971, 2.67556, 0.317019, 0.815814, 0.00566538, 0.761627, 0.277562, 0.970471, 0.00170926, 0.80755, 0.272998, 1.10985, 0.000975817, 0.853879, 0.295271, 1.23634, 0.00112895, 1.01749, 0.3449, 1.31145, 0.00070566, 0.814454, 0.334777, 1.37629, 0.000573552, 0.89533, 0.31316, 1.43268, 0.000492454, 0.805392, 0.328494, 1.48373, 0.000393474, 1.00931, 0.378537, 1.51456, 0.000268019
130, 0.158305, 75.1321, 926.166, 8.69708, 131.454, 13.8678, 2.89871, 0.134739, 0.192296, 0.00133539, 0.406094, 0.159808, 0.212358, 0.0001766, 0.43744, 0.162875, 0.224039, 0.000164331, 0.35144, 0.142782, 0.234027, 0.000157545, 0.341186, 0.116043, 0.239626, 0.000173192, 0.27535, 0.097717, 0.24046, 0.000180278, 0.271397, 0.0994623, 0.241874, 0.000182623, 0.368321, 0.131343, 0.25273, 0.000155553, 0.411777, 0.174839, 0.258965, 9.11706e-05
131, 0.172591, 114.171, 976.857, 4.00692, 124.841, 12.4928, 2.42257, 0.279473, 0.534031, 0.00370855, 0.653506, 0.234406, 0.571592, 0.00060371, 0.586113, 0.22285, 0.606703, 0.000348189, 0.610513, 0.206063, 0.639382, 0.000259654, 0.639377, 0.209899, 0.665846, 0.000252621, 0.575471, 0.195853, 0.689358, 0.000244732, 0.532315, 0.204428, 0.710462, 0.000215916, 0.6359, 0.224557, 0.72679, 0.000171379, 0.748289, 0.258906, 0.73975, 0.000115159
132, 0.107938, 115.101, 1046.71, 7.10868, 85.6389, 16.2179, 2.37314, 0.22985, 0.25031, 0.00173826, 0.596223, 0.190791, 0.280535, 0.000239551, 0.579999, 0.173108, 0.303843, 0.000218671, 0.609488, 0.190657, 0.324758, 0.000183844, 0.45546, 0.164936, 0.342191, 0.000184839, 0.447589, 0.175454, 0.354479, 0.000179053, 0.552205, 0.184338, 0.359747, 0.000155664, 0.450599, 0.169937, 0.364733, 0.000151672, 0.57119, 0.241186, 0.3728, 9.32684e-05
133, 0.216691, 123.96, 920.837, 5.25389, 137.966, 14.7746, 2.89685, 0.122122, 0.228919, 0.00158971, 0.309972, 0.109529, 0.246642, 0.00016406, 0.328314, 0.109129, 0.260157, 0.000152012, 0.303519, 0.110956, 0.278634, 0.000148542, 0.300967, 0.10164, 0.296621, 0.000149187, 0.406988, 0.108532, 0.316397, 0.000138868, 0.378608, 0.108904, 0.329984, 0.000112366, 0.345367, 0.119539, 0.33972, 9.96245e-05, 0.473339, 0.142799, 0.346063, 6.33902e-05
134, 0.234206, 116.109, 1097.14, 4.74438, 84.387, 15.7722, 2.23979, 0.212472, 0.327324, 0.00227309, 0.478669, 0.196567, 0.353173, 0.000241346, 0.441886, 0.155323, 0.371176, 0.00023016, 0.462459, 0.160768, 0.387207, 0.000225831, 0.464486, 0.177832, 0.405388, 0.000198433, 0.472946, 0.174866, 0.417234, 0.000197541, 0.395961, 0.145537, 0.427274, 0.000190584, 0.442892, 0.1574, 0.433455, 0.000155311, 0.528778, 0.224708, 0.438022, 9.01905e-05
135, 0.116292, 97.9153, 1094.78, 8.11478, 118.488, 15.13, 2.46001, 0.208996, 0.304169, 0.00211228, 0.635959, 0.243121, 0.340541, 0.000384251, 0.56656, 0.236163, 0.387865, 0.000332087, 0.527134, 0.201865, 0.425234, 0.000259555, 0.629376, 0.166001, 0.447787, 0.000249671, 0.494734, 0.137193, 0.454623, 0.000313596, 0.430656, 0.154891, 0.453505, 0.000293666, 0.519094, 0.209771, 0.47978, 0.000220427, 0.64854, 0.266039, 0.497629, 0.00013039
136, 0.186295, 89.1633, 943.656, 7.28842, 127.521, 12.7192, 3.22003, 0.215204, 0.252637, 0.00175442, 0.525279, 0.233269, 0.280648, 0.000295828, 0.58781, 0.201545, 0.313182, 0.00024823, 0.406391, 0.173939, 0.336383, 0.000217515, 0.475318, 0.188818, 0.350553, 0.000217499, 0.507805, 0.176172, 0.359892, 0.000225615, 0.450498, 0.154742, 0.363585, 0.000231963, 0.458695, 0.180782, 0.384965, 0.000196215, 0.637712, 0.253384, 0.399117, 0.000121155
137, 0.148613, 104.206, 1060.45, 9.2114, 107.969, 11.8886, 2.621, 0.0472013, 0.100054, 0.000694818, 0.159089, 0.0355985, 0.109939, 0.000110786, 0.146249, 0.035439, 0.119879, 0.000100994, 0.137179, 0.037972, 0.130443, 9.89203e-05, 0.130063, 0.0400668, 0.140031, 8.62764e-05, 0.125791, 0.0432728, 0.148469, 7.80998e-05, 0.131742, 0.0435215, 0.154684, 6.23386e-05, 0.129687, 0.0440059, 0.159598, 5.38151e-05, 0.200296, 0.0498371, 0.16188, 3.68589e-05
138, 0.109962, 102.572, 1023.11, 9.63351, 114.307, 14.6883, 2.71531, 0.0473741, 0.0941375, 0.000653732, 0.163226, 0.0379062, 0.107438, 0.000109066, 0.150169, 0.0407312, 0.119264, 0.000109843, 0.149923, 0.0421569, 0.13144, 0.000100235, 0.134144, 0.0440943, 0.141209, 9.46693e-05, 0.142699, 0.0456141, 0.150159, 8.58952e-05, 0.148824, 0.0469792, 0.156634, 7.42407e-05, 0.160374, 0.0500759, 0.161768, 6.04301e-05, 0.205592, 0.0563772, 0.164189, 3.70765e-05
139, 0.153163, 67.7945, 1003.44, 5.54385, 84.5502, 13.0555, 2.76375, 0.315475, 0.738878, 0.0051311, 0.793053, 0.257536, 0.905588, 0.00177347, 0.828891, 0.266747, 1.09271, 0.00133699, 0.876013, 0.271786, 1.19186, 0.000945126, 0.961975, 0.316634, 1.27126, 0.000642229, 0.745902, 0.292942, 1.31709, 0.000515205, 0.710826, 0.280401, 1.33904, 0.000465635, 0.804002, 0.309495, 1.34862, 0.000356536, 0.842531, 0.33312, 1.36637, 0.000222785
140, 0.185487, 123.006, 1038.26, 7.87393, 109.677, 14.4265, 2.70907, 0.0796154, 0.115969, 0.00080534, 0.219197, 0.067693, 0.121402, 8.90989e-05, 0.205468, 0.0695109, 0.127724, 8.51965e-05, 0.246528, 0.06722, 0.135485, 7.30979e-05, 0.214199, 0.0694682, 0.141398, 7.73433e-05, 0.216093, 0.0616852, 0.146414, 7.3895e-05, 0.182844, 0.0671608, 0.150443, 7.00524e-05, 0.187685, 0.0620542, 0.157202, 6.23069e-05, 0.251099, 0.0852136, 0.162663, 3.81361e-05
141, 0.180737, 78.6036, 933.092, 8.15623, 99.436, 13.1942, 2.9093, 0.211161, 0.307084, 0.00213253, 0.665281, 0.253717, 0.327689, 0.000363168, 0.585716, 0.26118, 0.347843, 0.000283715, 0.6262, 0.232431, 0.378456, 0.00021322, 0.609293, 0.17006, 0.393856, 0.000274643, 0.474929, 0.12909, 0.40102, 0.000339262, 0.474375, 0.151524, 0.41729, 0.000319337, 0.569734, 0.216996, 0.454273, 0.00025874, 0.690223, 0.280288, 0.475491, 0.000147347
142, 0.183825, 103.067, 1072.58, 6.65742, 122.208, 15.0992, 2.8247, 0.195349, 0.249213, 0.00173064, 0.471968, 0.202469, 0.284136, 0.000277601, 0.549071, 0.182067, 0.313192, 0.000242931, 0.443247, 0.161338, 0.335694, 0.00020694, 0.441591, 0.155168, 0.34814, 0.000191133, 0.461466, 0.14912, 0.354616, 0.00022254, 0.397966, 0.148599, 0.365895, 0.000210153, 0.457006, 0.171649, 0.38089, 0.000172284, 0.656134, 0.226242, 0.387619, 0.000122486
143, 0.132537, 80.528, 969.352, 7.64521, 92.226, 11.8691, 2.81144, 0.216135, 0.415679, 0.00288666, 0.593413, 0.217716, 0.438947, 0.000427682, 0.566968, 0.231379, 0.479903, 0.000381694, 0.524288, 0.220985, 0.521315, 0.00034871, 0.550679, 0.176387, 0.555153, 0.000351538, 0.557572, 0.177312, 0.585958, 0.00037114, 0.582293, 0.183051, 0.627489, 0.000317422, 0.526138, 0.21213, 0.65831, 0.000253615, 0.671716, 0.263841, 0.67581, 0.000145706
144, 0.217854, 82.5744, 1013.75, 7.52475, 110.443, 12.0051, 2.80814, 0.178371, 0.296187, 0.00205685, 0.545863, 0.19918, 0.317347, 0.000308075, 0.472847, 0.215115, 0.327856, 0.000273628, 0.474878, 0.197104, 0.352072, 0.00023609, 0.455384, 0.150882, 0.372189, 0.000260745, 0.438924, 0.129724, 0.38947, 0.000321384, 0.498202, 0.142021, 0.429655, 0.00028273, 0.521524, 0.179217, 0.456236, 0.000216279, 0.547352, 0.230283, 0.471838, 0.000121119
145, 0.183501, 127.428, 1040.79, 9.07118, 82.3479, 15.6181, 2.65049, 0.0425146, 0.084245, 0.000585035, 0.144998, 0.026223, 0.0934546, 7.50893e-05, 0.133283, 0.0280968, 0.10163, 6.75844e-05, 0.125007, 0.0303067, 0.109322, 6.77615e-05, 0.118595, 0.0318294, 0.116779, 6.10257e-05, 0.113267, 0.0345425, 0.123542, 5.41813e-05, 0.129902, 0.0350286, 0.128712, 4.3779e-05, 0.115938, 0.036727, 0.132304, 3.94199e-05, 0.18286, 0.0397626, 0.134293, 2.69755e-05
146, 0.161408, 98.6176, 950.18, 9.82594, 133.19, 15.3285, 2.93129, 0.0514458, 0.0979987, 0.000680546, 0.172958, 0.0407788, 0.11151, 0.000110901, 0.159141, 0.043228, 0.123686, 0.000112401, 0.161165, 0.0449081, 0.136151, 0.000102574, 0.142907, 0.0464402, 0.146261, 9.72224e-05, 0.155961, 0.0479862, 0.155513, 8.85245e-05, 0.160082, 0.0494727, 0.162304, 7.67747e-05, 0.172697, 0.0522674, 0.167655, 6.29e-05, 0.218045, 0.059571, 0.170292, 3.79841e-05
147, 0.192197, 111.78, 931.909, 7.76185, 123.689, 13.9296, 3.00337, 0.088433, 0.129196, 0.000897192, 0.25205, 0.0781911, 0.134784, 0.000103588, 0.242586, 0.0769866, 0.142676, 9.57733e-05, 0.282356, 0.0757006, 0.151177, 8.37614e-05, 0.252548, 0.0776087, 0.157646, 8.68746e-05, 0.241304, 0.070125, 0.163213, 8.46858e-05, 0.206661, 0.0729652, 0.168522, 7.87052e-05, 0.219127, 0.0716552, 0.177233, 6.95431e-05, 0.296527, 0.0962244, 0.183227, 4.43749e-05
148, 0.139754, 112.578, 978.294, 5.66882, 134.723, 14.2398, 3.00101, 0.378724, 0.600827, 0.00417241, 0.938, 0.317524, 0.644734, 0.00037056, 0.795675, 0.286321, 0.676369, 0.000368786, 0.927811, 0.297009, 0.71072, 0.000321, 0.733606, 0.258983, 0.733043, 0.000318981, 0.738778, 0.27044, 0.754923, 0.000330585, 0.810988, 0.277637, 0.77728, 0.000300368, 0.71653, 0.277675, 0.788244, 0.000284953, 1.1513, 0.387562, 0.801783, 0.000180491
149, 0.12653, 115.811, 1084.44, 9.54739, 140.826, 11.4558, 2.54243, 0.0429401, 0.0836501, 0.000580904, 0.14917, 0.0324025, 0.0949268, 9.23882e-05, 0.13731, 0.034858, 0.105286, 8.97306e-05, 0.135734, 0.036536, 0.115541, 8.36888e-05, 0.122105, 0.0377317, 0.124133, 7.76662e-05, 0.128406, 0.0392968, 0.131934, 7.09223e-05, 0.130362, 0.0406332, 0.137767, 6.15088e-05, 0.139836, 0.0434902, 0.142303, 5.00793e-05, 0.188101, 0.0485037, 0.144632, 3.18481e-05
150, 0.161917, 109.399, 1063.79, 9.3535, 113.325, 15.6332, 2.61061, 0.0434207, 0.0898941, 0.000624265, 0.154964, 0.0304314, 0.100941, 0.000101892, 0.142534, 0.0345511, 0.112466, 9.35865e-05, 0.133611, 0.0366179, 0.123148, 9.10016e-05, 0.126692, 0.0379796, 0.132286, 7.92935e-05, 0.12904, 0.0404155, 0.140479, 7.29131e-05, 0.128857, 0.0418353, 0.146552, 5.88343e-05, 0.132924, 0.045412, 0.151304, 5.00957e-05, 0.195153, 0.0484792, 0.153638, 3.43111e-05
151, 0.223233, 139.298, 952.275, 8.93868, 93.4391, 16.5448, 2.90384, 0.0443465, 0.072384, 0.000502667, 0.144824, 0.0257973, 0.0804836, 6.01773e-05, 0.13319, 0.025495, 0.0876297, 5.52369e-05, 0.124867, 0.0274323, 0.0944205, 5.29371e-05, 0.118433, 0.0294365, 0.100148, 4.91147e-05, 0.113147, 0.0320285, 0.105255, 4.2803e-05, 0.131935, 0.0316377, 0.109766, 3.46159e-05, 0.115797, 0.0328822, 0.113132, 3.29682e-05, 0.18259, 0.0364389, 0.115236, 2.25556e-05
152, 0.180724, 119.741, 949.573, 6.93023, 89.0438, 13.2221, 2.98021, 0.102318, 0.148978, 0.00103457, 0.278712, 0.101045, 0.168842, 0.000152606, 0.284535, 0.0945554, 0.185788, 0.000117933, 0.2961, 0.0928111, 0.197671, 0.000102874, 0.277119, 0.0910716, 0.20362, 0.000102998, 0.264298, 0.0916609, 0.205335, 0.00010289, 0.259461, 0.0865241, 0.20502, 9.08163e-05, 0.272366, 0.0984765, 0.213885, 7.59847e-05, 0.34724, 0.125473, 0.219375, 4.96869e-05
153, 0.253186, 171.54, 957.426, 9.23585, 104.264, 15.4085, 2.89309, 0.0434267, 0.05372, 0.000373055, 0.13001, 0.0261847, 0.059108, 4.58533e-05, 0.119482, 0.0279067, 0.0650441, 4.24532e-05, 0.115961, 0.0289029, 0.0702699, 4.2135e-05, 0.106277, 0.0297413, 0.0755886, 3.8263e-05, 0.115779, 0.0305737, 0.0801158, 3.65241e-05, 0.115148, 0.0317516, 0.0843214, 3.22416e-05, 0.128928, 0.0339451, 0.0874107, 2.73754e-05, 0.163985, 0.0389797, 0.0892763, 1.65272e-05
154, 0.178904, 87.2349, 901.726, 8.04696, 132.72, 14.9218, 3.28877, 0.193011, 0.198258, 0.00137679, 0.494378, 0.197205, 0.204516, 0.000227595, 0.520979, 0.156653, 0.212559, 0.000178726, 0.399899, 0.140584, 0.222631, 0.000175996, 0.431496, 0.177322, 0.239679, 0.000177722, 0.481817, 0.170891, 0.257285, 0.000138302, 0.410493, 0.128489, 0.263727, 0.000170601, 0.362047, 0.137698, 0.276055, 0.000168705, 0.594854, 0.215119, 0.289983, 0.00011042
155, 0.104981, 83.1439, 934.583, 9.4903, 103.004, 14.9732, 2.9433, 0.0591603, 0.135391, 0.000940214, 0.190002, 0.0528232, 0.153636, 0.000147812, 0.174733, 0.05069, 0.169118, 0.000144521, 0.170793, 0.0505572, 0.185211, 0.000132534, 0.162851, 0.0550485, 0.200165, 0.000122268, 0.1777, 0.0586384, 0.212385, 0.000110099, 0.169864, 0.0558601, 0.220428, 9.3381e-05, 0.184005, 0.0563508, 0.227011, 7.5304e-05, 0.239315, 0.0687425, 0.231414, 4.86406e-05
156, 0.228909, 86.0493, 1029.66, 8.54326, 98.5091, 15.5938, 2.53594, 0.126825, 0.178935, 0.0012426, 0.352128, 0.144649, 0.196598, 0.000181742, 0.391294, 0.145789, 0.203403, 0.000154838, 0.34809, 0.130429, 0.200088, 0.000143561, 0.306598, 0.110042, 0.205249, 0.000150789, 0.238558, 0.0941493, 0.213908, 0.000155932, 0.25628, 0.095628, 0.216858, 0.000170861, 0.340291, 0.118074, 0.234697, 0.000147036, 0.413274, 0.160318, 0.245871, 8.90553e-05
157, 0.187986, 114.857, 930.131, 8.68603, 110.051, 12.7729, 2.93636, 0.0552144, 0.102499, 0.0007118, 0.16153, 0.036561, 0.110693, 8.0285e-05, 0.166061, 0.0387105, 0.119255, 7.411e-05, 0.157523, 0.0408003, 0.126387, 7.04747e-05, 0.137985, 0.0406671, 0.131289, 6.45222e-05, 0.170643, 0.0424901, 0.136956, 5.7052e-05, 0.163366, 0.0430304, 0.141925, 4.82905e-05, 0.128949, 0.0415248, 0.145848, 4.35161e-05, 0.203422, 0.0501255, 0.148105, 2.97879e-05
158, 0.20769, 100.422, 1095.14, 6.11147, 100.679, 15.4274, 2.61411, 0.201487, 0.288095, 0.00200066, 0.546501, 0.21171, 0.328526, 0.000323707, 0.618824, 0.214916, 0.361898, 0.000256929, 0.446928, 0.175776, 0.384184, 0.000230899, 0.497324, 0.149992, 0.407944, 0.000223662, 0.530366, 0.138731, 0.419436, 0.00022951, 0.435301, 0.164737, 0.420075, 0.00021557, 0.463846, 0.188851, 0.436124, 0.000206891, 0.658417, 0.239741, 0.446377, 0.000128838
159, 0.248475, 79.7559, 1049.48, 8.44296, 103.974, 15.9546, 2.68394, 0.107798, 0.183319, 0.00127305, 0.322267, 0.127666, 0.20645, 0.000175286, 0.342842, 0.138261, 0.225292, 0.000163461, 0.3108, 0.129928, 0.241269, 0.000154974, 0.314772, 0.0994538, 0.251607, 0.000156699, 0.207979, 0.0842393, 0.256434, 0.000161038, 0.217008, 0.08784, 0.258675, 0.000166619, 0.28873, 0.109551, 0.258333, 0.000147398, 0.38357, 0.147957, 0.263712, 9.05346e-05
160, 0.125041, 85.0835, 937.103, 4.92612, 128.022, 15.2671, 2.69576, 0.29158, 0.761665, 0.00528934, 0.990572, 0.301055, 0.952089, 0.00172321, 0.924272, 0.330472, 1.12325, 0.00142609, 0.97324, 0.320207, 1.17195, 0.000415364, 0.781454, 0.271646, 1.20708, 0.000456627, 0.71191, 0.270126, 1.23202, 0.000487907, 0.847315, 0.293339, 1.24849, 0.000395949, 0.885059, 0.324631, 1.26907, 0.000337333, 0.917942, 0.352554, 1.28202, 0.000180513
161, 0.148107, 74.9819, 995.779, 9.89683, 109.023, 14.7059, 2.75486, 0.0584064, 0.154653, 0.00107398, 0.194193, 0.0575691, 0.180919, 0.000190459, 0.178708, 0.0607668, 0.203294, 0.000188952, 0.198042, 0.0609662, 0.221326, 0.000174816, 0.180198, 0.0609976, 0.241732, 0.000168007, 0.183663, 0.0608223, 0.262749, 0.000155451, 0.189565, 0.0600417, 0.281223, 0.000132417, 0.215323, 0.0668775, 0.295346, 0.000100571, 0.244705, 0.0779938, 0.302411, 5.87702e-05
162, 0.20228, 118.306, 1032.3, 9.18626, 119.687, 13.3423, 2.68173, 0.0427116, 0.0871097, 0.000604929, 0.151172, 0.0256593, 0.0972804, 8.61934e-05, 0.139034, 0.0295545, 0.106955, 7.77375e-05, 0.130359, 0.0320353, 0.116367, 7.75162e-05, 0.123613, 0.033288, 0.12457, 6.86382e-05, 0.118084, 0.0362183, 0.131728, 6.1858e-05, 0.126631, 0.0374172, 0.137614, 4.97233e-05, 0.12068, 0.0404034, 0.141496, 4.38754e-05, 0.190373, 0.0419808, 0.143596, 3.0037e-05
163, 0.297475, 90.7756, 1050.56, 8.42307, 103.881, 14.0507, 2.59618, 0.101275, 0.15751, 0.00109382, 0.277149, 0.102046, 0.173105, 0.000139127, 0.273286, 0.0967136, 0.180599, 0.000128413, 0.26962, 0.0856696, 0.184614, 0.000135914, 0.252473, 0.088454, 0.195113, 0.000115105, 0.237333, 0.0871269, 0.203256, 0.000105474, 0.237193, 0.0798725, 0.206216, 0.00011543, 0.225062, 0.0787293, 0.209648, 9.52311e-05, 0.306971, 0.113929, 0.215072, 6.38869e-05
164, 0.221456, 75.7971, 1022.44, 9.48185, 127.237, 15.6066, 2.71626, 0.0677781, 0.165064, 0.00114628, 0.195313, 0.0721595, 0.191175, 0.000188088, 0.18234, 0.0743955, 0.213664, 0.000192041, 0.19226, 0.0723443, 0.230482, 0.000177561, 0.229842, 0.0678289, 0.243228, 0.000169965, 0.215041, 0.0632346, 0.264078, 0.000157457, 0.187175, 0.0616468, 0.282484, 0.000133889, 0.21472, 0.0689732, 0.29663, 0.000101822, 0.240598, 0.0881994, 0.303776, 5.86815e-05
165, 0.217137, 103.488, 1019.3, 5.70998, 124.493, 13.7337, 2.7768, 0.227169, 0.306964, 0.00213169, 0.60773, 0.223516, 0.344024, 0.000263124, 0.533186, 0.178273, 0.368474, 0.0002305, 0.446419, 0.166989, 0.379687, 0.000237164, 0.493169, 0.19302, 0.388049, 0.00021572, 0.553575, 0.195173, 0.396971, 0.000178779, 0.39456, 0.152521, 0.40682, 0.000186709, 0.434291, 0.172404, 0.423152, 0.000175228, 0.622973, 0.248411, 0.432358, 0.000109759
166, 0.175369, 110.319, 1088.78, 9.38199, 112.956, 11.9569, 2.54644, 0.042565, 0.088749, 0.000616313, 0.152468, 0.0305111, 0.100079, 0.000102105, 0.140284, 0.0342729, 0.111419, 9.46051e-05, 0.131569, 0.0361111, 0.122268, 9.12302e-05, 0.124719, 0.0378535, 0.131341, 7.94988e-05, 0.12826, 0.0402018, 0.139533, 7.35755e-05, 0.126663, 0.0414865, 0.145538, 6.0274e-05, 0.132881, 0.0448327, 0.150267, 5.00501e-05, 0.192092, 0.0482267, 0.15254, 3.42739e-05
167, 0.133019, 153.525, 1010.56, 9.41221, 99.7581, 13.1857, 2.74237, 0.0425736, 0.0615241, 0.000427251, 0.133782, 0.0282028, 0.0681771, 5.32308e-05, 0.123112, 0.0300063, 0.075428, 5.40152e-05, 0.122577, 0.0309631, 0.0818215, 5.05428e-05, 0.109441, 0.031507, 0.0880306, 4.83371e-05, 0.118056, 0.0322085, 0.0933395, 4.55422e-05, 0.121564, 0.0333833, 0.0980904, 4.01188e-05, 0.134514, 0.035882, 0.101499, 3.37714e-05, 0.168882, 0.0411691, 0.103638, 2.00806e-05
168, 0.259932, 77.4478, 946.708, 9.46924, 102.58, 14.152, 2.9219, 0.059331, 0.14916, 0.00103584, 0.195783, 0.0521393, 0.172368, 0.000168386, 0.180144, 0.056318, 0.192501, 0.000168245, 0.185312, 0.0596423, 0.207936, 0.00015142, 0.160169, 0.0551854, 0.220121, 0.000142771, 0.169153, 0.0551169, 0.233417, 0.000133315, 0.186248, 0.0587479, 0.24904, 0.000113573, 0.203414, 0.0623915, 0.261489, 8.77449e-05, 0.246651, 0.0717637, 0.267505, 5.45193e-05
169, 0.156881, 84.187, 924.39, 4.10718, 101.835, 15.1552, 3.09997, 0.277678, 0.654757, 0.00454692, 0.736928, 0.28219, 0.84153, 0.00160883, 0.813982, 0.293406, 1.00352, 0.00115976, 0.873655, 0.292004, 1.08052, 0.00062299, 0.691096, 0.261312, 1.11492, 0.000583597, 0.681096, 0.249071, 1.15458, 0.000377377, 0.586641, 0.274413, 1.19246, 0.000336132, 0.757106, 0.302152, 1.22689, 0.000274188, 0.842694, 0.346204, 1.25038, 0.000166532
170, 0.209568, 54.9634, 918.761, 6.1934, 85.4001, 12.5913, 2.90411, 0.277664, 0.778946, 0.00540935, 0.816149, 0.272199, 0.888582, 0.00133745, 0.873653, 0.28853, 1.03577, 0.00115843, 0.775366, 0.28264, 1.14298, 0.000929268, 0.640744, 0.281532, 1.23322, 0.000805765, 0.731715, 0.298118, 1.30975, 0.000637491, 0.805868, 0.295785, 1.37954, 0.000522493, 0.76829, 0.309882, 1.42068, 0.00043604, 0.78783, 0.340677, 1.44599, 0.000236169
171, 0.294851, 134.916, 915.171, 8.47794, 94.7473, 13.9848, 3.03708, 0.0518847, 0.0797544, 0.00055385, 0.150095, 0.0397055, 0.0879271, 6.12525e-05, 0.144906, 0.0444416, 0.0951922, 5.67047e-05, 0.136446, 0.0429448, 0.102272, 5.40878e-05, 0.122711, 0.0386678, 0.108114, 4.89994e-05, 0.146614, 0.0363981, 0.113227, 4.39284e-05, 0.146313, 0.0377224, 0.116641, 4.2714e-05, 0.141716, 0.04437, 0.118772, 3.38992e-05, 0.18927, 0.0521621, 0.119567, 2.31947e-05
172, 0.177346, 74.0663, 1080.55, 4.58131, 120.122, 10.9004, 2.8765, 0.27374, 0.6536, 0.00453889, 0.67844, 0.249382, 0.819214, 0.00168096, 0.732995, 0.259633, 0.999023, 0.00141056, 0.741964, 0.2577, 1.15973, 0.00129703, 0.891989, 0.278555, 1.22588, 0.000576784, 0.669488, 0.263807, 1.26156, 0.000462568, 0.78589, 0.278461, 1.3015, 0.000388287, 0.763902, 0.280366, 1.33363, 0.000293702, 0.834913, 0.297747, 1.34359, 0.000219811
