# Moment 
# CofR : 1.500000e+00 1.187560e-10 2.250000e-01
#
# Time total_x total_y total_z pressure_x pressure_y pressure_z viscous_x viscous_y viscous_z
0 2.558654e-07 -1.097286e-09 -5.186095e-07 2.558654e-07 -1.097286e-09 -5.186095e-07 0.000000e+00 0.000000e+00 0.000000e+00
0 2.558654e-07 -1.097286e-09 -5.186095e-07 2.558654e-07 -1.097286e-09 -5.186095e-07 0.000000e+00 0.000000e+00 0.000000e+00
0.005 8.086143e-07 -1.875101e-06 -3.875911e-08 8.083532e-07 -2.065797e-06 -4.944699e-08 2.610598e-10 1.906965e-07 1.068788e-08
0.005 8.086143e-07 -1.875101e-06 -3.875911e-08 8.083532e-07 -2.065797e-06 -4.944699e-08 2.610598e-10 1.906965e-07 1.068788e-08
0.01 8.402972e-06 -4.441018e-06 -1.189048e-07 8.837881e-06 -4.739778e-06 -2.122969e-07 -4.349098e-07 2.987602e-07 9.339209e-08
0.01 8.402972e-06 -4.441018e-06 -1.189048e-07 8.837881e-06 -4.739778e-06 -2.122969e-07 -4.349098e-07 2.987602e-07 9.339209e-08
0.015 -1.013607e-05 5.233941e-06 -5.336268e-07 -7.778961e-06 2.529313e-06 5.065911e-07 -2.357110e-06 2.704628e-06 -1.040218e-06
0.015 -1.013607e-05 5.233941e-06 -5.336268e-07 -7.778961e-06 2.529313e-06 5.065911e-07 -2.357110e-06 2.704628e-06 -1.040218e-06
0.02 1.453438e-05 -2.394689e-06 -1.020147e-06 1.328657e-05 -7.160654e-06 3.705149e-07 1.247807e-06 4.765965e-06 -1.390662e-06
0.02 1.453438e-05 -2.394689e-06 -1.020147e-06 1.328657e-05 -7.160654e-06 3.705149e-07 1.247807e-06 4.765965e-06 -1.390662e-06
0.025 -8.471279e-06 -4.524322e-06 5.784839e-08 -9.418098e-06 -1.108300e-05 3.187894e-07 9.468191e-07 6.558674e-06 -2.609410e-07
0.025 -8.471279e-06 -4.524322e-06 5.784839e-08 -9.418098e-06 -1.108300e-05 3.187894e-07 9.468191e-07 6.558674e-06 -2.609410e-07
0.03 2.308090e-05 1.160731e-05 -1.543927e-06 2.046179e-05 5.349525e-06 -1.019472e-06 2.619108e-06 6.257785e-06 -5.244555e-07
0.03 2.308090e-05 1.160731e-05 -1.543927e-06 2.046179e-05 5.349525e-06 -1.019472e-06 2.619108e-06 6.257785e-06 -5.244555e-07
0.035 -1.419667e-05 -3.847597e-06 -1.591985e-06 -1.725419e-05 -1.090462e-05 -4.161872e-07 3.057513e-06 7.057023e-06 -1.175798e-06
0.035 -1.419667e-05 -3.847597e-06 -1.591985e-06 -1.725419e-05 -1.090462e-05 -4.161872e-07 3.057513e-06 7.057023e-06 -1.175798e-06
0.04 9.356326e-06 9.310503e-06 -1.511020e-06 5.512916e-06 -9.687795e-07 -4.694198e-08 3.843410e-06 1.027928e-05 -1.464078e-06
0.04 9.356326e-06 9.310503e-06 -1.511020e-06 5.512916e-06 -9.687795e-07 -4.694198e-08 3.843410e-06 1.027928e-05 -1.464078e-06
0.045 2.077117e-05 -1.083411e-06 -5.014371e-07 1.763610e-05 -9.805259e-06 6.021767e-07 3.135074e-06 8.721849e-06 -1.103614e-06
0.045 2.077117e-05 -1.083411e-06 -5.014371e-07 1.763610e-05 -9.805259e-06 6.021767e-07 3.135074e-06 8.721849e-06 -1.103614e-06
0.05 -2.770477e-07 2.512092e-05 -2.383575e-06 2.265061e-06 1.737090e-05 -4.526427e-07 -2.542108e-06 7.750024e-06 -1.930932e-06
0.05 -2.770477e-07 2.512092e-05 -2.383575e-06 2.265061e-06 1.737090e-05 -4.526427e-07 -2.542108e-06 7.750024e-06 -1.930932e-06
0.055 -4.013041e-06 -6.666072e-06 -2.040581e-06 -6.478635e-06 -2.172408e-05 -6.863392e-07 2.465594e-06 1.505801e-05 -1.354242e-06
0.055 -4.013041e-06 -6.666072e-06 -2.040581e-06 -6.478635e-06 -2.172408e-05 -6.863392e-07 2.465594e-06 1.505801e-05 -1.354242e-06
0.06 -2.235903e-05 1.145412e-06 -1.173232e-06 -2.977214e-05 -1.508231e-05 -8.063393e-08 7.413111e-06 1.622772e-05 -1.092598e-06
0.06 -2.235903e-05 1.145412e-06 -1.173232e-06 -2.977214e-05 -1.508231e-05 -8.063393e-08 7.413111e-06 1.622772e-05 -1.092598e-06
0.065 5.692054e-05 1.921934e-05 -7.344981e-08 4.931890e-05 6.274492e-06 8.568764e-07 7.601631e-06 1.294485e-05 -9.303262e-07
0.065 5.692054e-05 1.921934e-05 -7.344981e-08 4.931890e-05 6.274492e-06 8.568764e-07 7.601631e-06 1.294485e-05 -9.303262e-07
0.07 -2.147234e-05 7.076259e-06 -1.018587e-06 -2.027171e-05 -4.895046e-06 -1.704227e-07 -1.200628e-06 1.197130e-05 -8.481642e-07
0.07 -2.147234e-05 7.076259e-06 -1.018587e-06 -2.027171e-05 -4.895046e-06 -1.704227e-07 -1.200628e-06 1.197130e-05 -8.481642e-07
0.075 1.056204e-05 6.345302e-06 -1.174782e-06 -1.204046e-07 -1.440064e-05 -1.349522e-06 1.068245e-05 2.074594e-05 1.747395e-07
0.075 1.056204e-05 6.345302e-06 -1.174782e-06 -1.204046e-07 -1.440064e-05 -1.349522e-06 1.068245e-05 2.074594e-05 1.747395e-07
0.08 -2.009717e-05 2.610237e-06 -3.209209e-07 -2.994080e-05 -1.714661e-05 3.977528e-07 9.843637e-06 1.975685e-05 -7.186737e-07
0.08 -2.009717e-05 2.610237e-06 -3.209209e-07 -2.994080e-05 -1.714661e-05 3.977528e-07 9.843637e-06 1.975685e-05 -7.186737e-07
0.085 2.321166e-05 7.867517e-06 -5.088578e-07 1.538410e-05 -1.060559e-05 1.708389e-07 7.827553e-06 1.847311e-05 -6.796968e-07
0.085 2.321166e-05 7.867517e-06 -5.088578e-07 1.538410e-05 -1.060559e-05 1.708389e-07 7.827553e-06 1.847311e-05 -6.796968e-07
0.09 -1.686070e-06 8.361374e-06 -5.508053e-07 6.096686e-06 -9.969148e-06 1.145642e-07 -7.782756e-06 1.833052e-05 -6.653696e-07
0.09 -1.686070e-06 8.361374e-06 -5.508053e-07 6.096686e-06 -9.969148e-06 1.145642e-07 -7.782756e-06 1.833052e-05 -6.653696e-07
0.09 -1.686070e-06 8.361374e-06 -5.508053e-07 6.096686e-06 -9.969148e-06 1.145642e-07 -7.782756e-06 1.833052e-05 -6.653696e-07
0.095 1.054417e-05 1.393142e-05 -1.991608e-06 4.601736e-06 -6.286164e-06 -6.637607e-07 5.942435e-06 2.021758e-05 -1.327847e-06
0.095 1.054417e-05 1.393142e-05 -1.991608e-06 4.601736e-06 -6.286164e-06 -6.637607e-07 5.942435e-06 2.021758e-05 -1.327847e-06
0.095 1.054417e-05 1.393142e-05 -1.991608e-06 4.601736e-06 -6.286164e-06 -6.637607e-07 5.942435e-06 2.021758e-05 -1.327847e-06
0.1 7.682787e-07 1.423974e-05 -9.009508e-07 -6.164965e-06 -6.551869e-06 -1.148341e-06 6.933244e-06 2.079161e-05 2.473906e-07
0.1 7.682787e-07 1.423974e-05 -9.009508e-07 -6.164965e-06 -6.551869e-06 -1.148341e-06 6.933244e-06 2.079161e-05 2.473906e-07
0.1 7.682787e-07 1.423974e-05 -9.009508e-07 -6.164965e-06 -6.551869e-06 -1.148341e-06 6.933244e-06 2.079161e-05 2.473906e-07
0.105 1.692148e-05 1.237332e-05 -1.715916e-07 2.141899e-05 -5.946994e-06 3.026077e-08 -4.497516e-06 1.832031e-05 -2.018524e-07
0.105 1.692148e-05 1.237332e-05 -1.715916e-07 2.141899e-05 -5.946994e-06 3.026077e-08 -4.497516e-06 1.832031e-05 -2.018524e-07
0.105 1.692148e-05 1.237332e-05 -1.715916e-07 2.141899e-05 -5.946994e-06 3.026077e-08 -4.497516e-06 1.832031e-05 -2.018524e-07
0.11 -1.387405e-05 1.516041e-05 4.175744e-06 -9.718797e-06 -8.779112e-06 1.249794e-06 -4.155255e-06 2.393952e-05 2.925949e-06
0.11 -1.387405e-05 1.516041e-05 4.175744e-06 -9.718797e-06 -8.779112e-06 1.249794e-06 -4.155255e-06 2.393952e-05 2.925949e-06
0.115 1.110243e-05 -1.504610e-05 6.495893e-07 5.727108e-06 -3.453533e-05 -8.996558e-07 5.375324e-06 1.948923e-05 1.549245e-06
0.115 1.110243e-05 -1.504610e-05 6.495893e-07 5.727108e-06 -3.453533e-05 -8.996558e-07 5.375324e-06 1.948923e-05 1.549245e-06
0.12 -1.053684e-05 1.183787e-05 2.376824e-06 -1.963935e-05 -1.460123e-05 -2.917874e-06 9.102515e-06 2.643910e-05 5.294698e-06
0.12 -1.053684e-05 1.183787e-05 2.376824e-06 -1.963935e-05 -1.460123e-05 -2.917874e-06 9.102515e-06 2.643910e-05 5.294698e-06
0.125 1.033961e-05 -5.593039e-07 6.077440e-06 3.669648e-06 -2.732620e-05 1.037092e-07 6.669963e-06 2.676690e-05 5.973731e-06
0.125 1.033961e-05 -5.593039e-07 6.077440e-06 3.669648e-06 -2.732620e-05 1.037092e-07 6.669963e-06 2.676690e-05 5.973731e-06
0.13 -4.593674e-06 1.334513e-05 5.628039e-06 -7.450100e-06 -1.591881e-05 3.621167e-07 2.856426e-06 2.926394e-05 5.265922e-06
0.13 -4.593674e-06 1.334513e-05 5.628039e-06 -7.450100e-06 -1.591881e-05 3.621167e-07 2.856426e-06 2.926394e-05 5.265922e-06
0.135 -1.055049e-05 4.250149e-06 3.955087e-06 -2.174701e-05 -2.560776e-05 3.011695e-07 1.119652e-05 2.985790e-05 3.653917e-06
0.135 -1.055049e-05 4.250149e-06 3.955087e-06 -2.174701e-05 -2.560776e-05 3.011695e-07 1.119652e-05 2.985790e-05 3.653917e-06
0.14 5.002536e-06 -9.049592e-06 1.841153e-06 -1.230746e-05 -4.689205e-05 -1.002242e-07 1.730999e-05 3.784246e-05 1.941377e-06
0.14 5.002536e-06 -9.049592e-06 1.841153e-06 -1.230746e-05 -4.689205e-05 -1.002242e-07 1.730999e-05 3.784246e-05 1.941377e-06
0.145 3.734001e-05 1.538531e-05 3.346109e-06 2.163292e-05 -2.450098e-05 4.564600e-07 1.570709e-05 3.988630e-05 2.889649e-06
0.145 3.734001e-05 1.538531e-05 3.346109e-06 2.163292e-05 -2.450098e-05 4.564600e-07 1.570709e-05 3.988630e-05 2.889649e-06
0.15 4.021800e-05 1.096737e-05 8.464661e-07 3.704639e-05 -3.343930e-05 -1.719018e-06 3.171606e-06 4.440668e-05 2.565484e-06
0.15 4.021800e-05 1.096737e-05 8.464661e-07 3.704639e-05 -3.343930e-05 -1.719018e-06 3.171606e-06 4.440668e-05 2.565484e-06
0.155 2.920497e-05 2.576555e-05 4.339863e-06 2.033477e-05 -1.863568e-05 2.404710e-06 8.870200e-06 4.440123e-05 1.935153e-06
0.155 2.920497e-05 2.576555e-05 4.339863e-06 2.033477e-05 -1.863568e-05 2.404710e-06 8.870200e-06 4.440123e-05 1.935153e-06
0.16 3.300184e-06 1.707375e-05 4.639437e-06 -6.590998e-06 -3.378487e-05 2.349238e-06 9.891182e-06 5.085862e-05 2.290198e-06
0.16 3.300184e-06 1.707375e-05 4.639437e-06 -6.590998e-06 -3.378487e-05 2.349238e-06 9.891182e-06 5.085862e-05 2.290198e-06
0.165 1.124140e-05 1.990396e-05 -4.608208e-07 3.939979e-06 -3.109151e-05 -2.274558e-06 7.301422e-06 5.099547e-05 1.813737e-06
0.165 1.124140e-05 1.990396e-05 -4.608208e-07 3.939979e-06 -3.109151e-05 -2.274558e-06 7.301422e-06 5.099547e-05 1.813737e-06
0.17 5.489540e-06 2.137846e-05 -1.370256e-06 1.182369e-05 -3.259286e-05 -1.330296e-06 -6.334146e-06 5.397132e-05 -3.996025e-08
0.17 5.489540e-06 2.137846e-05 -1.370256e-06 1.182369e-05 -3.259286e-05 -1.330296e-06 -6.334146e-06 5.397132e-05 -3.996025e-08
0.175 1.963527e-05 2.005392e-05 5.287887e-06 2.660741e-05 -3.149389e-05 3.942534e-06 -6.972146e-06 5.154780e-05 1.345353e-06
0.175 1.963527e-05 2.005392e-05 5.287887e-06 2.660741e-05 -3.149389e-05 3.942534e-06 -6.972146e-06 5.154780e-05 1.345353e-06
0.18 -7.549120e-06 1.269382e-05 4.003337e-06 -1.262824e-05 -4.214335e-05 2.811167e-06 5.079124e-06 5.483717e-05 1.192171e-06
0.18 -7.549120e-06 1.269382e-05 4.003337e-06 -1.262824e-05 -4.214335e-05 2.811167e-06 5.079124e-06 5.483717e-05 1.192171e-06
0.185 1.159435e-05 1.512363e-05 -5.000006e-07 6.598456e-06 -4.108913e-05 -2.767013e-06 4.995895e-06 5.621276e-05 2.267013e-06
0.185 1.159435e-05 1.512363e-05 -5.000006e-07 6.598456e-06 -4.108913e-05 -2.767013e-06 4.995895e-06 5.621276e-05 2.267013e-06
0.19 -2.079065e-05 6.876819e-06 -8.739785e-07 -2.196162e-05 -5.476596e-05 -1.070802e-06 1.170975e-06 6.164278e-05 1.968231e-07
0.19 -2.079065e-05 6.876819e-06 -8.739785e-07 -2.196162e-05 -5.476596e-05 -1.070802e-06 1.170975e-06 6.164278e-05 1.968231e-07
0.195 -3.076060e-05 4.504720e-06 4.046043e-06 -3.831936e-05 -5.672903e-05 3.261440e-06 7.558758e-06 6.123375e-05 7.846025e-07
0.195 -3.076060e-05 4.504720e-06 4.046043e-06 -3.831936e-05 -5.672903e-05 3.261440e-06 7.558758e-06 6.123375e-05 7.846025e-07
0.195 -3.076060e-05 4.504720e-06 4.046043e-06 -3.831936e-05 -5.672903e-05 3.261440e-06 7.558758e-06 6.123375e-05 7.846025e-07
0.2 -4.257302e-06 1.165751e-06 1.868263e-06 -1.333925e-05 -6.332264e-05 1.554408e-06 9.081951e-06 6.448839e-05 3.138548e-07
0.2 -4.257302e-06 1.165751e-06 1.868263e-06 -1.333925e-05 -6.332264e-05 1.554408e-06 9.081951e-06 6.448839e-05 3.138548e-07
0.205 2.035017e-05 -2.620569e-06 -1.605176e-06 1.467449e-05 -6.820730e-05 -2.739006e-06 5.675682e-06 6.558673e-05 1.133830e-06
0.205 2.035017e-05 -2.620569e-06 -1.605176e-06 1.467449e-05 -6.820730e-05 -2.739006e-06 5.675682e-06 6.558673e-05 1.133830e-06
0.205 2.035017e-05 -2.620569e-06 -1.605176e-06 1.467449e-05 -6.820730e-05 -2.739006e-06 5.675682e-06 6.558673e-05 1.133830e-06
0.21 2.810231e-06 3.840329e-06 -5.669407e-06 6.515786e-07 -6.932501e-05 -4.363249e-06 2.158652e-06 7.316534e-05 -1.306158e-06
0.21 2.810231e-06 3.840329e-06 -5.669407e-06 6.515786e-07 -6.932501e-05 -4.363249e-06 2.158652e-06 7.316534e-05 -1.306158e-06
0.21 2.810231e-06 3.840329e-06 -5.669407e-06 6.515786e-07 -6.932501e-05 -4.363249e-06 2.158652e-06 7.316534e-05 -1.306158e-06
0.215 4.459479e-05 1.576811e-05 1.595451e-06 3.270232e-05 -5.213852e-05 2.938885e-06 1.189248e-05 6.790662e-05 -1.343434e-06
0.215 4.459479e-05 1.576811e-05 1.595451e-06 3.270232e-05 -5.213852e-05 2.938885e-06 1.189248e-05 6.790662e-05 -1.343434e-06
0.22 2.916852e-05 6.487669e-06 5.859677e-06 1.501470e-05 -6.878664e-05 5.898005e-06 1.415382e-05 7.527431e-05 -3.832863e-08
0.22 2.916852e-05 6.487669e-06 5.859677e-06 1.501470e-05 -6.878664e-05 5.898005e-06 1.415382e-05 7.527431e-05 -3.832863e-08
0.22 2.916852e-05 6.487669e-06 5.859677e-06 1.501470e-05 -6.878664e-05 5.898005e-06 1.415382e-05 7.527431e-05 -3.832863e-08
0.225 5.805106e-06 1.020697e-05 -4.354715e-06 -2.045861e-07 -6.521200e-05 -6.306867e-06 6.009692e-06 7.541897e-05 1.952152e-06
0.225 5.805106e-06 1.020697e-05 -4.354715e-06 -2.045861e-07 -6.521200e-05 -6.306867e-06 6.009692e-06 7.541897e-05 1.952152e-06
0.23 9.281985e-06 6.939773e-06 -9.126871e-06 6.256106e-06 -7.434506e-05 -8.936386e-06 3.025879e-06 8.128483e-05 -1.904853e-07
0.23 9.281985e-06 6.939773e-06 -9.126871e-06 6.256106e-06 -7.434506e-05 -8.936386e-06 3.025879e-06 8.128483e-05 -1.904853e-07
0.235 4.357014e-05 1.722803e-05 5.341815e-06 3.578370e-05 -5.980032e-05 4.555104e-06 7.786441e-06 7.702835e-05 7.867117e-07
0.235 4.357014e-05 1.722803e-05 5.341815e-06 3.578370e-05 -5.980032e-05 4.555104e-06 7.786441e-06 7.702835e-05 7.867117e-07
0.24 7.581465e-06 -2.148945e-05 9.899371e-06 -2.088860e-06 -1.020420e-04 9.767386e-06 9.670325e-06 8.055254e-05 1.319852e-07
0.24 7.581465e-06 -2.148945e-05 9.899371e-06 -2.088860e-06 -1.020420e-04 9.767386e-06 9.670325e-06 8.055254e-05 1.319852e-07
0.245 -1.743686e-05 -4.004313e-05 -6.895510e-06 -1.767554e-05 -1.231563e-04 -9.292678e-06 2.386802e-07 8.311313e-05 2.397168e-06
0.245 -1.743686e-05 -4.004313e-05 -6.895510e-06 -1.767554e-05 -1.231563e-04 -9.292678e-06 2.386802e-07 8.311313e-05 2.397168e-06
0.25 -5.778807e-05 -3.165771e-05 -9.799485e-06 -5.859208e-05 -1.218341e-04 -1.142864e-05 8.040043e-07 9.017636e-05 1.629159e-06
0.25 -5.778807e-05 -3.165771e-05 -9.799485e-06 -5.859208e-05 -1.218341e-04 -1.142864e-05 8.040043e-07 9.017636e-05 1.629159e-06
0.255 -1.672923e-05 -4.507137e-05 6.471058e-06 -2.400673e-05 -1.350390e-04 2.638915e-06 7.277505e-06 8.996764e-05 3.832142e-06
0.255 -1.672923e-05 -4.507137e-05 6.471058e-06 -2.400673e-05 -1.350390e-04 2.638915e-06 7.277505e-06 8.996764e-05 3.832142e-06
0.26 -1.870632e-05 -4.221814e-05 1.125147e-05 -2.697779e-05 -1.374441e-04 7.507733e-06 8.271472e-06 9.522592e-05 3.743740e-06
0.26 -1.870632e-05 -4.221814e-05 1.125147e-05 -2.697779e-05 -1.374441e-04 7.507733e-06 8.271472e-06 9.522592e-05 3.743740e-06
0.265 5.820870e-06 -3.652305e-05 -2.062265e-06 3.572327e-06 -1.347704e-04 -5.223039e-06 2.248543e-06 9.824739e-05 3.160774e-06
0.265 5.820870e-06 -3.652305e-05 -2.062265e-06 3.572327e-06 -1.347704e-04 -5.223039e-06 2.248543e-06 9.824739e-05 3.160774e-06
0.27 -5.414229e-06 -2.150393e-05 -3.564805e-06 -2.573875e-06 -1.232572e-04 -5.569066e-06 -2.840354e-06 1.017533e-04 2.004261e-06
0.27 -5.414229e-06 -2.150393e-05 -3.564805e-06 -2.573875e-06 -1.232572e-04 -5.569066e-06 -2.840354e-06 1.017533e-04 2.004261e-06
0.275 1.543458e-05 -4.348701e-05 1.149687e-05 1.278942e-05 -1.413787e-04 6.174614e-06 2.645159e-06 9.789168e-05 5.322254e-06
0.275 1.543458e-05 -4.348701e-05 1.149687e-05 1.278942e-05 -1.413787e-04 6.174614e-06 2.645159e-06 9.789168e-05 5.322254e-06
0.28 3.008748e-05 -6.298644e-05 1.038242e-05 2.659447e-05 -1.697827e-04 6.309715e-06 3.493012e-06 1.067963e-04 4.072704e-06
0.28 3.008748e-05 -6.298644e-05 1.038242e-05 2.659447e-05 -1.697827e-04 6.309715e-06 3.493012e-06 1.067963e-04 4.072704e-06
0.285 4.995227e-05 -7.060315e-05 -1.539687e-06 4.729252e-05 -1.784413e-04 -4.701466e-06 2.659758e-06 1.078381e-04 3.161779e-06
0.285 4.995227e-05 -7.060315e-05 -1.539687e-06 4.729252e-05 -1.784413e-04 -4.701466e-06 2.659758e-06 1.078381e-04 3.161779e-06
0.29 5.364361e-05 -5.753225e-05 -8.925450e-07 5.256177e-05 -1.705800e-04 -2.876029e-06 1.081842e-06 1.130478e-04 1.983484e-06
0.29 5.364361e-05 -5.753225e-05 -8.925450e-07 5.256177e-05 -1.705800e-04 -2.876029e-06 1.081842e-06 1.130478e-04 1.983484e-06
0.295 5.423146e-06 -7.775981e-05 6.764880e-06 -3.295224e-06 -1.902308e-04 4.370773e-06 8.718369e-06 1.124710e-04 2.394106e-06
0.295 5.423146e-06 -7.775981e-05 6.764880e-06 -3.295224e-06 -1.902308e-04 4.370773e-06 8.718369e-06 1.124710e-04 2.394106e-06
0.295 5.423146e-06 -7.775981e-05 6.764880e-06 -3.295224e-06 -1.902308e-04 4.370773e-06 8.718369e-06 1.124710e-04 2.394106e-06
0.3 4.925572e-05 -7.745141e-05 6.557683e-06 3.954044e-05 -1.999327e-04 3.815073e-06 9.715277e-06 1.224813e-04 2.742610e-06
0.3 4.925572e-05 -7.745141e-05 6.557683e-06 3.954044e-05 -1.999327e-04 3.815073e-06 9.715277e-06 1.224813e-04 2.742610e-06
0.305 -6.098397e-05 -1.142046e-04 -3.108546e-06 -7.115877e-05 -2.369025e-04 -5.169253e-06 1.017480e-05 1.226980e-04 2.060707e-06
0.305 -6.098397e-05 -1.142046e-04 -3.108546e-06 -7.115877e-05 -2.369025e-04 -5.169253e-06 1.017480e-05 1.226980e-04 2.060707e-06
0.31 -3.523142e-05 -1.069229e-04 -6.159548e-07 -3.778717e-05 -2.347673e-04 -2.476523e-06 2.555757e-06 1.278444e-04 1.860568e-06
0.31 -3.523142e-05 -1.069229e-04 -6.159548e-07 -3.778717e-05 -2.347673e-04 -2.476523e-06 2.555757e-06 1.278444e-04 1.860568e-06
0.31 -3.523142e-05 -1.069229e-04 -6.159548e-07 -3.778717e-05 -2.347673e-04 -2.476523e-06 2.555757e-06 1.278444e-04 1.860568e-06
0.315 -2.217894e-05 -1.115797e-04 4.948698e-06 -3.013274e-05 -2.395085e-04 3.433041e-06 7.953797e-06 1.279288e-04 1.515657e-06
0.315 -2.217894e-05 -1.115797e-04 4.948698e-06 -3.013274e-05 -2.395085e-04 3.433041e-06 7.953797e-06 1.279288e-04 1.515657e-06
0.32 -3.673835e-05 -1.247724e-04 7.875646e-06 -4.868399e-05 -2.575300e-04 5.086849e-06 1.194565e-05 1.327576e-04 2.788797e-06
0.32 -3.673835e-05 -1.247724e-04 7.875646e-06 -4.868399e-05 -2.575300e-04 5.086849e-06 1.194565e-05 1.327576e-04 2.788797e-06
0.325 8.218916e-06 -1.284400e-04 -3.007950e-06 1.327360e-07 -2.651412e-04 -5.359263e-06 8.086180e-06 1.367012e-04 2.351313e-06
0.325 8.218916e-06 -1.284400e-04 -3.007950e-06 1.327360e-07 -2.651412e-04 -5.359263e-06 8.086180e-06 1.367012e-04 2.351313e-06
0.33 4.107907e-05 -1.244335e-04 -4.379489e-06 3.949513e-05 -2.673203e-04 -4.906639e-06 1.583943e-06 1.428868e-04 5.271504e-07
0.33 4.107907e-05 -1.244335e-04 -4.379489e-06 3.949513e-05 -2.673203e-04 -4.906639e-06 1.583943e-06 1.428868e-04 5.271504e-07
0.335 7.888593e-05 -1.319684e-04 4.702892e-06 7.214574e-05 -2.747459e-04 3.420837e-06 6.740186e-06 1.427775e-04 1.282054e-06
0.335 7.888593e-05 -1.319684e-04 4.702892e-06 7.214574e-05 -2.747459e-04 3.420837e-06 6.740186e-06 1.427775e-04 1.282054e-06
0.34 7.864511e-05 -1.349233e-04 8.294847e-06 6.877527e-05 -2.847242e-04 5.587757e-06 9.869846e-06 1.498009e-04 2.707090e-06
0.34 7.864511e-05 -1.349233e-04 8.294847e-06 6.877527e-05 -2.847242e-04 5.587757e-06 9.869846e-06 1.498009e-04 2.707090e-06
0.345 4.217595e-05 -1.383186e-04 -5.437309e-06 3.606464e-05 -2.943252e-04 -6.061037e-06 6.111315e-06 1.560067e-04 6.237281e-07
0.345 4.217595e-05 -1.383186e-04 -5.437309e-06 3.606464e-05 -2.943252e-04 -6.061037e-06 6.111315e-06 1.560067e-04 6.237281e-07
0.35 5.047761e-05 -1.623124e-04 -5.017276e-06 4.552202e-05 -3.243619e-04 -4.777691e-06 4.955593e-06 1.620495e-04 -2.395849e-07
0.35 5.047761e-05 -1.623124e-04 -5.017276e-06 4.552202e-05 -3.243619e-04 -4.777691e-06 4.955593e-06 1.620495e-04 -2.395849e-07
0.355 -3.401523e-05 -1.764740e-04 3.778555e-06 -4.027316e-05 -3.376702e-04 2.470562e-06 6.257927e-06 1.611962e-04 1.307993e-06
0.355 -3.401523e-05 -1.764740e-04 3.778555e-06 -4.027316e-05 -3.376702e-04 2.470562e-06 6.257927e-06 1.611962e-04 1.307993e-06
0.36 -2.063322e-05 -1.875999e-04 8.461763e-06 -3.025969e-05 -3.574266e-04 6.086970e-06 9.626470e-06 1.698267e-04 2.374792e-06
0.36 -2.063322e-05 -1.875999e-04 8.461763e-06 -3.025969e-05 -3.574266e-04 6.086970e-06 9.626470e-06 1.698267e-04 2.374792e-06
0.365 -5.752941e-05 -2.059424e-04 -4.530000e-06 -6.663346e-05 -3.785378e-04 -5.707131e-06 9.104058e-06 1.725954e-04 1.177131e-06
0.365 -5.752941e-05 -2.059424e-04 -4.530000e-06 -6.663346e-05 -3.785378e-04 -5.707131e-06 9.104058e-06 1.725954e-04 1.177131e-06
0.37 -5.919321e-05 -2.312578e-04 -3.504786e-06 -6.814976e-05 -4.085193e-04 -4.216306e-06 8.956549e-06 1.772615e-04 7.115196e-07
0.37 -5.919321e-05 -2.312578e-04 -3.504786e-06 -6.814976e-05 -4.085193e-04 -4.216306e-06 8.956549e-06 1.772615e-04 7.115196e-07
0.375 -5.649499e-05 -2.670063e-04 2.083829e-06 -6.592111e-05 -4.443143e-04 1.056202e-06 9.426120e-06 1.773080e-04 1.027627e-06
0.375 -5.649499e-05 -2.670063e-04 2.083829e-06 -6.592111e-05 -4.443143e-04 1.056202e-06 9.426120e-06 1.773080e-04 1.027627e-06
0.38 -5.295903e-05 -2.729453e-04 5.880393e-06 -6.286226e-05 -4.594793e-04 4.712856e-06 9.903228e-06 1.865340e-04 1.167537e-06
0.38 -5.295903e-05 -2.729453e-04 5.880393e-06 -6.286226e-05 -4.594793e-04 4.712856e-06 9.903228e-06 1.865340e-04 1.167537e-06
0.385 -2.163892e-05 -2.960222e-04 -2.323350e-06 -2.958147e-05 -4.859226e-04 -3.427118e-06 7.942541e-06 1.899004e-04 1.103767e-06
0.385 -2.163892e-05 -2.960222e-04 -2.323350e-06 -2.958147e-05 -4.859226e-04 -3.427118e-06 7.942541e-06 1.899004e-04 1.103767e-06
0.39 8.669673e-05 -2.944109e-04 -3.128247e-06 8.359059e-05 -4.883781e-04 -3.767815e-06 3.106142e-06 1.939671e-04 6.395680e-07
0.39 8.669673e-05 -2.944109e-04 -3.128247e-06 8.359059e-05 -4.883781e-04 -3.767815e-06 3.106142e-06 1.939671e-04 6.395680e-07
0.395 7.389441e-05 -3.504823e-04 1.165305e-06 6.794604e-05 -5.510199e-04 9.521264e-07 5.948374e-06 2.005375e-04 2.131787e-07
0.395 7.389441e-05 -3.504823e-04 1.165305e-06 6.794604e-05 -5.510199e-04 9.521264e-07 5.948374e-06 2.005375e-04 2.131787e-07
0.4 1.119636e-04 -3.202747e-04 4.808867e-06 1.034764e-04 -5.265246e-04 4.323139e-06 8.487210e-06 2.062499e-04 4.857284e-07
0.4 1.119636e-04 -3.202747e-04 4.808867e-06 1.034764e-04 -5.265246e-04 4.323139e-06 8.487210e-06 2.062499e-04 4.857284e-07
0.405 6.973839e-05 -3.497428e-04 -2.188617e-06 6.285062e-05 -5.592369e-04 -2.736295e-06 6.887774e-06 2.094941e-04 5.476783e-07
0.405 6.973839e-05 -3.497428e-04 -2.188617e-06 6.285062e-05 -5.592369e-04 -2.736295e-06 6.887774e-06 2.094941e-04 5.476783e-07
